;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Enero de 2025;1;Andalucía;14;Córdoba;14004;Almedinilla;93;<5;15;15;6;27;28;6;10;<5;65;9
Enero de 2025;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;743;30;99;166;40;191;217;82;24;52;529;56
Enero de 2025;1;Andalucía;14;Córdoba;14006;Aíora;98;<5;9;22;6;25;33;7;0;37;49;5
Enero de 2025;1;Andalucía;14;Córdoba;14007;Baena;912;28;103;155;69;280;277;109;65;72;580;86
Enero de 2025;1;Andalucía;14;Córdoba;14008;Belalcózar;288;6;26;60;16;68;112;15;12;23;223;15
Enero de 2025;1;Andalucía;14;Córdoba;14009;Belmez;311;7;35;75;8;85;101;17;16;75;187;16
Enero de 2025;1;Andalucía;14;Córdoba;14010;Benamejó;194;10;16;45;11;67;45;27;16;20;107;24
Enero de 2025;1;Andalucía;14;Córdoba;14011;Blózquez, Los;64;<5;6;7;<5;18;27;<5;<5;<5;54;<5
Enero de 2025;1;Andalucía;14;Córdoba;14012;Bujalance;286;9;26;55;26;94;76;81;19;22;138;26
Enero de 2025;1;Andalucía;14;Córdoba;14013;Cabra;1188;35;144;211;51;315;432;107;88;70;819;104
Enero de 2025;1;Andalucía;14;Córdoba;14014;Caíete de las Torres;84;<5;13;11;7;20;32;7;5;8;57;7
Enero de 2025;1;Andalucía;14;Córdoba;14015;Carcabuey;96;<5;8;15;<5;32;35;12;5;<5;71;6
Enero de 2025;1;Andalucía;14;Córdoba;14016;Cardeía;84;5;12;19;<5;14;31;10;<5;14;53;<5
Enero de 2025;1;Andalucía;14;Córdoba;14017;Carlota, La;817;37;93;190;30;225;242;95;73;73;532;44
Enero de 2025;1;Andalucía;14;Córdoba;14018;Carpio, El;276;10;29;57;10;69;101;20;29;26;184;17
Enero de 2025;1;Andalucía;14;Córdoba;14019;Castro del Río;280;8;28;40;19;111;74;51;13;22;163;31
Enero de 2025;1;Andalucía;14;Córdoba;14020;Conquista;19;<5;<5;<5;0;7;8;<5;0;<5;16;0
Enero de 2025;1;Andalucía;14;Córdoba;14021;Córdoba;28284;1072;3826;6164;1088;5892;10242;1218;2191;1931;19602;3342
Enero de 2025;1;Andalucía;14;Córdoba;14022;Doía Mencía;132;5;15;27;10;39;36;7;14;9;87;15
Enero de 2025;1;Andalucía;14;Córdoba;14023;Dos Torres;167;<5;8;27;5;51;73;11;20;17;112;7
Enero de 2025;1;Andalucía;14;Córdoba;14024;Encinas Reales;152;5;18;37;7;37;48;15;9;28;91;9
Enero de 2025;1;Andalucía;14;Córdoba;14025;Espejo;74;<5;<5;17;6;21;25;7;<5;10;51;5
Enero de 2025;1;Andalucía;14;Córdoba;14026;Espiel;181;8;23;29;8;33;80;6;25;18;119;13
Enero de 2025;1;Andalucía;14;Córdoba;14027;Fernán-Nóáez;577;21;85;122;34;163;152;60;33;53;380;51
Enero de 2025;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;26;0;5;5;<5;6;9;<5;0;9;16;0
Enero de 2025;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;523;13;53;118;13;117;209;51;28;60;360;24
Enero de 2025;1;Andalucía;14;Córdoba;14030;Fuente Palmera;440;23;63;97;20;122;115;66;32;67;246;29
Enero de 2025;1;Andalucía;14;Córdoba;14031;Fuente-Téjar;26;0;<5;<5;<5;7;8;<5;<5;0;19;0
Enero de 2025;1;Andalucía;14;Córdoba;14032;Granjuela, La;49;<5;<5;11;<5;12;21;<5;<5;16;26;<5
Enero de 2025;1;Andalucía;14;Córdoba;14033;Guadalcózar;89;6;11;18;<5;24;26;6;7;9;63;<5
Enero de 2025;1;Andalucía;14;Córdoba;14034;Guijo, El;23;<5;6;<5;<5;<5;5;<5;0;<5;20;<5
Enero de 2025;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;606;12;67;101;24;134;268;28;44;66;420;48
Enero de 2025;1;Andalucía;14;Córdoba;14036;Hornachuelos;220;10;20;50;17;57;66;36;7;38;125;14
Enero de 2025;1;Andalucía;14;Córdoba;14037;Iznójar;102;<5;14;26;8;23;29;6;8;10;68;10
Enero de 2025;1;Andalucía;14;Córdoba;14038;Lucena;3234;123;363;582;130;875;1161;234;586;176;1898;340
Enero de 2025;1;Andalucía;14;Córdoba;14039;Luque;124;9;15;13;9;35;43;10;10;6;86;12
Enero de 2025;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;127;<5;21;21;8;46;27;18;15;13;70;11
Enero de 2025;1;Andalucía;14;Córdoba;14041;Montemayor;162;6;24;37;6;51;38;17;10;23;101;11
Enero de 2025;1;Andalucía;14;Córdoba;14042;Montilla;1383;33;163;239;42;321;585;116;162;94;883;128
Enero de 2025;1;Andalucía;14;Córdoba;14043;Montoro;442;17;41;98;20;120;146;71;32;50;251;38
Enero de 2025;1;Andalucía;14;Córdoba;14044;Monturque;91;<5;11;19;6;29;22;14;<5;11;56;6
Enero de 2025;1;Andalucía;14;Córdoba;14045;Moriles;184;8;25;44;13;53;41;21;18;28;101;16
Enero de 2025;1;Andalucía;14;Córdoba;14046;Nueva Carteya;110;7;16;19;7;32;29;18;<5;9;63;17
Enero de 2025;1;Andalucía;14;Córdoba;14047;Obejo;144;<5;7;36;<5;35;61;<5;5;22;106;7
Enero de 2025;1;Andalucía;14;Córdoba;14048;Palenciana;57;<5;9;9;5;17;16;6;7;5;38;<5
Enero de 2025;1;Andalucía;14;Córdoba;14049;Palma del Río;1181;57;144;217;67;315;381;165;49;109;751;107
Enero de 2025;1;Andalucía;14;Córdoba;14050;Pedro Abad;189;5;18;43;8;50;65;14;17;20;126;12
Enero de 2025;1;Andalucía;14;Córdoba;14051;Pedroche;86;5;6;18;5;23;29;7;<5;11;63;<5
Enero de 2025;1;Andalucía;14;Córdoba;14052;Peíarroya-Pueblonuevo;1240;51;168;244;52;323;402;61;44;137;869;129
Enero de 2025;1;Andalucía;14;Córdoba;14053;Posadas;457;27;58;88;26;102;156;54;21;42;304;36
Enero de 2025;1;Andalucía;14;Córdoba;14054;Pozoblanco;1198;34;107;205;53;337;462;88;96;102;786;126
Enero de 2025;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1249;35;132;216;53;307;506;100;185;78;777;109
Enero de 2025;1;Andalucía;14;Córdoba;14056;Puente Genil;2352;88;311;406;121;616;810;321;301;153;1316;261
Enero de 2025;1;Andalucía;14;Córdoba;14057;Rambla, La;361;13;34;70;22;116;106;31;51;22;226;31
Enero de 2025;1;Andalucía;14;Córdoba;14058;Rute;401;16;35;102;33;92;123;45;56;45;213;42
Enero de 2025;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;42;<5;<5;13;0;14;11;5;<5;8;27;<5
Enero de 2025;1;Andalucía;14;Córdoba;14060;Santaella;159;8;23;22;11;54;41;18;14;7;103;17
Enero de 2025;1;Andalucía;14;Córdoba;14061;Santa Eufemia;58;<5;8;15;<5;9;20;5;<5;11;36;<5
Enero de 2025;1;Andalucía;14;Córdoba;14062;Torrecampo;50;<5;5;15;0;11;16;<5;0;14;28;<5
Enero de 2025;1;Andalucía;14;Córdoba;14063;Valenzuela;14;0;<5;5;<5;0;7;<5;0;<5;10;<5
Enero de 2025;1;Andalucía;14;Córdoba;14064;Valsequillo;26;<5;<5;<5;<5;12;8;0;0;5;19;<5
Enero de 2025;1;Andalucía;14;Córdoba;14065;Victoria, La;132;11;11;37;<5;37;32;10;6;27;79;10
Enero de 2025;1;Andalucía;14;Córdoba;14066;Villa del Río;467;13;52;115;23;98;166;51;114;33;236;33
Enero de 2025;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;324;11;34;66;15;84;114;25;30;27;222;20
Enero de 2025;1;Andalucía;14;Córdoba;14068;Villaharta;46;<5;<5;11;<5;10;17;0;<5;0;42;<5
Enero de 2025;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;425;15;54;90;17;126;123;50;28;36;288;23
Enero de 2025;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;87;0;6;24;<5;19;34;6;5;24;50;<5
Enero de 2025;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;89;<5;5;17;<5;27;35;6;6;6;65;6
Enero de 2025;1;Andalucía;14;Córdoba;14072;Villaralto;40;<5;<5;11;0;10;14;8;<5;5;21;<5
Enero de 2025;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;257;9;32;62;8;41;105;48;15;33;140;21
Enero de 2025;1;Andalucía;14;Córdoba;14074;Viso, El;156;8;23;33;11;41;40;13;7;12;112;12
Enero de 2025;1;Andalucía;14;Córdoba;14075;Zuheros;23;<5;<5;8;0;<5;9;0;<5;<5;17;<5
Enero de 2025;1;Andalucía;14;Córdoba;14901;Fuente Carreteros;44;<5;5;15;5;<5;14;5;<5;9;23;<5
Enero de 2025;1;Andalucía;14;Córdoba;14902;Guijarrosa, La;33;0;<5;8;<5;8;12;5;6;<5;19;<5
Enero de 2025;1;Andalucía;18;Granada;18001;Agrán;15;0;<5;<5;<5;5;<5;<5;<5;<5;8;<5
Enero de 2025;1;Andalucía;18;Granada;18002;Alamedilla;27;<5;<5;10;<5;6;7;<5;0;12;10;<5
Enero de 2025;1;Andalucía;18;Granada;18003;Albolote;1483;78;232;253;48;353;519;72;98;141;996;176
