;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Enero de 2024;1;Andalucía;4;Almería;04045;Fiíana;135;6;12;52;<5;34;29;29;10;13;76;7
Enero de 2024;1;Andalucía;4;Almería;04046;Fondán;64;<5;5;26;<5;10;18;<5;7;8;45;<5
Enero de 2024;1;Andalucía;4;Almería;04047;Gódor;322;20;50;63;13;93;83;29;18;25;206;44
Enero de 2024;1;Andalucía;4;Almería;04048;Gallardos, Los;119;6;19;25;5;21;43;12;5;13;81;8
Enero de 2024;1;Andalucía;4;Almería;04049;Garrucha;722;29;90;146;28;169;260;21;15;52;587;47
Enero de 2024;1;Andalucía;4;Almería;04050;Górgal;63;<5;10;22;<5;13;11;19;<5;7;28;7
Enero de 2024;1;Andalucía;4;Almería;04051;Huócija;26;0;6;<5;<5;10;5;<5;<5;0;21;<5
Enero de 2024;1;Andalucía;4;Almería;04052;Huórcal de Almería;1447;88;181;293;59;350;476;28;57;115;1106;141
Enero de 2024;1;Andalucía;4;Almería;04053;Huórcal-Overa;1093;54;153;220;46;269;351;134;88;83;677;111
Enero de 2024;1;Andalucía;4;Almería;04054;Illar;28;<5;<5;9;0;<5;10;<5;6;<5;18;<5
Enero de 2024;1;Andalucía;4;Almería;04055;Instincián;23;<5;<5;12;<5;0;8;0;0;<5;18;<5
Enero de 2024;1;Andalucía;4;Almería;04056;Laroya;17;0;6;<5;0;<5;7;0;0;<5;13;<5
Enero de 2024;1;Andalucía;4;Almería;04057;Líujar de Andarax;97;<5;8;30;<5;17;36;9;9;13;63;<5
Enero de 2024;1;Andalucía;4;Almería;04058;Lójar;20;0;<5;<5;0;6;9;<5;<5;<5;15;<5
Enero de 2024;1;Andalucía;4;Almería;04059;Lubrán;55;<5;9;22;0;12;11;5;<5;13;24;9
Enero de 2024;1;Andalucía;4;Almería;04060;Lucainena de las Torres;43;0;<5;14;<5;7;16;6;0;<5;30;<5
Enero de 2024;1;Andalucía;4;Almería;04061;Lócar;72;5;7;13;6;16;25;8;12;9;40;<5
Enero de 2024;1;Andalucía;4;Almería;04062;Macael;438;11;51;93;10;93;180;13;105;18;263;39
Enero de 2024;1;Andalucía;4;Almería;04063;María;45;0;8;18;0;6;13;9;7;5;24;0
Enero de 2024;1;Andalucía;4;Almería;04064;Mojócar;307;11;32;84;7;55;118;7;9;19;247;25
Enero de 2024;1;Andalucía;4;Almería;04065;Nacimiento;30;0;5;<5;<5;9;11;<5;<5;<5;19;<5
Enero de 2024;1;Andalucía;4;Almería;04066;Nójar;1672;75;288;397;56;415;441;440;49;93;884;206
Enero de 2024;1;Andalucía;4;Almería;04067;Ohanes;54;<5;6;23;<5;8;13;6;<5;<5;39;<5
Enero de 2024;1;Andalucía;4;Almería;04068;Olula de Castro;10;0;0;6;0;<5;<5;<5;0;<5;7;0
Enero de 2024;1;Andalucía;4;Almería;04069;Olula del Río;599;17;52;123;28;150;229;27;82;53;390;47
Enero de 2024;1;Andalucía;4;Almería;04070;Oria;89;10;12;22;<5;21;23;10;7;9;57;6
Enero de 2024;1;Andalucía;4;Almería;04071;Padules;18;0;<5;7;<5;5;<5;<5;0;<5;13;<5
Enero de 2024;1;Andalucía;4;Almería;04072;Partaloa;16;<5;<5;<5;<5;<5;5;0;<5;0;10;<5
Enero de 2024;1;Andalucía;4;Almería;04073;Paterna del Río;32;0;9;10;0;5;8;<5;0;<5;26;<5
Enero de 2024;1;Andalucía;4;Almería;04074;Pechina;407;17;66;89;18;99;118;46;15;41;253;52
Enero de 2024;1;Andalucía;4;Almería;04075;Pulpó;335;21;42;68;12;95;97;69;18;26;195;27
Enero de 2024;1;Andalucía;4;Almería;04076;Purchena;98;<5;16;19;5;26;28;8;14;7;62;7
Enero de 2024;1;Andalucía;4;Almería;04077;Rógol;14;<5;<5;5;<5;<5;5;<5;<5;0;9;0
Enero de 2024;1;Andalucía;4;Almería;04078;Rioja;182;7;26;44;<5;39;62;22;5;19;125;11
Enero de 2024;1;Andalucía;4;Almería;04079;Roquetas de Mar;7270;246;1121;1489;234;1863;2317;791;206;738;4826;709
Enero de 2024;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;14;<5;<5;6;0;0;5;<5;<5;<5;7;0
Enero de 2024;1;Andalucía;4;Almería;04081;Santa Fe de Mondójar;39;<5;5;9;<5;12;8;<5;<5;<5;24;5
Enero de 2024;1;Andalucía;4;Almería;04082;Senés;23;<5;<5;11;<5;<5;7;<5;0;<5;18;<5
Enero de 2024;1;Andalucía;4;Almería;04083;Serán;115;6;10;31;<5;24;40;6;12;8;76;13
Enero de 2024;1;Andalucía;4;Almería;04084;Sierro;35;<5;9;10;<5;5;8;<5;5;8;17;<5
Enero de 2024;1;Andalucía;4;Almería;04085;Somontán;17;0;<5;7;0;<5;<5;0;<5;<5;12;0
Enero de 2024;1;Andalucía;4;Almería;04086;Sorbas;184;10;37;37;10;37;53;30;12;18;107;17
Enero de 2024;1;Andalucía;4;Almería;04087;Sufló;22;<5;<5;11;0;<5;8;<5;<5;<5;15;0
Enero de 2024;1;Andalucía;4;Almería;04088;Tabernas;303;10;44;93;13;68;75;29;21;33;200;20
Enero de 2024;1;Andalucía;4;Almería;04089;Taberno;45;<5;11;10;6;13;<5;<5;5;<5;32;<5
Enero de 2024;1;Andalucía;4;Almería;04090;Tahal;16;0;5;7;0;<5;<5;<5;<5;<5;11;0
Enero de 2024;1;Andalucía;4;Almería;04091;Terque;32;<5;5;6;0;6;14;<5;<5;<5;20;<5
Enero de 2024;1;Andalucía;4;Almería;04092;Tójola;245;6;36;56;6;59;82;29;26;24;150;16
Enero de 2024;1;Andalucía;4;Almería;04093;Turre;287;14;52;63;11;67;80;12;5;37;202;31
Enero de 2024;1;Andalucía;4;Almería;04094;Turrillas;10;<5;<5;<5;0;<5;<5;0;<5;0;8;<5
Enero de 2024;1;Andalucía;4;Almería;04095;Uleila del Campo;52;<5;9;15;<5;9;15;6;0;6;33;7
Enero de 2024;1;Andalucía;4;Almería;04096;Urrócal;23;<5;<5;6;0;6;6;0;<5;5;13;<5
Enero de 2024;1;Andalucía;4;Almería;04097;Velefique;11;<5;<5;7;0;0;<5;<5;0;<5;7;<5
Enero de 2024;1;Andalucía;4;Almería;04098;Vélez-Blanco;87;<5;15;18;5;16;30;9;9;6;56;7
Enero de 2024;1;Andalucía;4;Almería;04099;Vélez-Rubio;376;17;56;91;18;97;97;39;35;34;238;30
Enero de 2024;1;Andalucía;4;Almería;04100;Vera;1245;49;194;263;66;277;396;83;56;95;890;121
Enero de 2024;1;Andalucía;4;Almería;04101;Viator;481;17;75;93;25;138;133;26;16;36;357;46
Enero de 2024;1;Andalucía;4;Almería;04102;Vócar;1709;80;320;359;75;446;429;287;53;177;989;203
Enero de 2024;1;Andalucía;4;Almería;04103;Zurgena;142;12;20;42;5;26;37;15;7;24;79;17
Enero de 2024;1;Andalucía;4;Almería;04901;Tres Villas, Las;30;0;5;11;<5;7;5;5;<5;5;16;<5
Enero de 2024;1;Andalucía;4;Almería;04902;Ejido, El;4890;214;775;961;213;1287;1440;1035;144;312;2817;582
Enero de 2024;1;Andalucía;4;Almería;04903;Mojonera, La;381;26;74;84;19;83;95;111;12;36;167;55
Enero de 2024;1;Andalucía;4;Almería;04904;Balanegra;148;6;28;32;6;39;37;32;<5;9;84;19
Enero de 2024;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;663;21;81;116;40;174;231;44;30;60;479;50
Enero de 2024;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;325;26;55;105;16;55;68;74;<5;32;198;17
Enero de 2024;1;Andalucía;11;Cádiz;11003;Algar;150;8;17;27;8;30;60;13;14;14;99;10
Enero de 2024;1;Andalucía;11;Cádiz;11004;Algeciras;14290;648;2058;2665;653;3693;4573;251;572;1139;9821;2507
Enero de 2024;1;Andalucía;11;Cádiz;11005;Algodonales;508;32;70;120;36;120;130;76;13;24;362;33
Enero de 2024;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;3823;145;368;684;186;972;1468;273;128;430;2701;291
Enero de 2024;1;Andalucía;11;Cádiz;11007;Barbate;2761;113;416;563;117;593;959;104;201;222;1938;296
Enero de 2024;1;Andalucía;11;Cádiz;11008;Barrios, Los;2317;110;303;338;112;626;828;45;126;176;1708;262
Enero de 2024;1;Andalucía;11;Cádiz;11009;Benaocaz;67;<5;6;12;<5;20;27;<5;8;<5;49;7
Enero de 2024;1;Andalucía;11;Cádiz;11010;Bornos;669;25;120;168;41;172;143;86;15;66;448;54
Enero de 2024;1;Andalucía;11;Cádiz;11011;Bosque, El;187;6;21;51;<5;39;67;<5;35;8;137;6
Enero de 2024;1;Andalucía;11;Cádiz;11012;Cádiz;10666;321;1552;2492;331;2250;3720;65;562;716;8105;1218
Enero de 2024;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;278;6;30;55;19;58;110;6;12;16;224;20
Enero de 2024;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;1926;69;254;432;73;448;650;67;58;176;1435;190
Enero de 2024;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;9607;376;1327;1920;347;2312;3325;117;457;1332;6296;1405
Enero de 2024;1;Andalucía;11;Cádiz;11016;Chipiona;2074;91;326;426;95;504;632;158;65;200;1471;180
Enero de 2024;1;Andalucía;11;Cádiz;11017;Espera;302;26;47;77;30;72;50;37;12;41;180;32
Enero de 2024;1;Andalucía;11;Cádiz;11018;Gastor, El;156;<5;18;63;8;30;33;12;5;28;105;6
Enero de 2024;1;Andalucía;11;Cádiz;11019;Grazalema;196;<5;21;54;7;30;82;<5;16;11;159;6
Enero de 2024;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;25116;912;3107;4869;982;5718;9528;839;1209;2086;17564;3418
Enero de 2024;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;666;34;63;127;25;170;247;52;25;67;463;59
Enero de 2024;1;Andalucía;11;Cádiz;11022;Lánea de la Concepcián, La;9348;420;1528;1884;460;2389;2667;106;593;971;5779;1899
Enero de 2024;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;1381;50;144;280;51;362;494;81;48;121;1031;100
Enero de 2024;1;Andalucía;11;Cádiz;11024;Olvera;544;30;73;149;27;129;136;72;29;56;348;39
Enero de 2024;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;642;29;83;121;24;168;217;49;26;276;249;42
Enero de 2024;1;Andalucía;11;Cádiz;11026;Prado del Rey;658;15;78;177;24;131;233;29;110;43;445;31
Enero de 2024;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;8994;276;1151;1790;288;2134;3355;121;375;675;6661;1162
Enero de 2024;1;Andalucía;11;Cádiz;11028;Puerto Real;4219;190;550;788;143;1005;1543;53;317;309;2985;555
Enero de 2024;1;Andalucía;11;Cádiz;11029;Puerto Serrano;385;30;58;111;40;88;58;73;10;39;230;33
Enero de 2024;1;Andalucía;11;Cádiz;11030;Rota;2636;93;398;478;121;636;910;41;355;179;1793;268
Enero de 2024;1;Andalucía;11;Cádiz;11031;San Fernando;10010;379;1298;1852;356;2322;3803;99;417;739;7196;1559
Enero de 2024;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;7705;306;1087;1489;288;1945;2590;747;332;677;4979;970
Enero de 2024;1;Andalucía;11;Cádiz;11033;San Roque;3368;176;493;582;153;874;1090;37;191;543;2177;420
Enero de 2024;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;202;10;34;67;7;43;41;23;6;33;125;15
Enero de 2024;1;Andalucía;11;Cádiz;11035;Tarifa;1450;56;223;310;55;283;523;31;48;93;1169;109
Enero de 2024;1;Andalucía;11;Cádiz;11036;Torre Alhóquime;71;6;15;21;6;15;8;16;0;7;46;<5
Enero de 2024;1;Andalucía;11;Cádiz;11037;Trebujena;641;47;127;125;32;189;121;88;17;31;444;61
Enero de 2024;1;Andalucía;11;Cádiz;11038;Ubrique;1453;40;175;358;46;262;572;16;618;62;670;87
Enero de 2024;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;1477;36;195;352;63;286;545;56;43;158;1089;131
Enero de 2024;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;34;0;6;8;<5;5;14;<5;<5;<5;28;<5
Enero de 2024;1;Andalucía;11;Cádiz;11041;Villamartán;1379;80;201;335;85;312;366;132;57;141;928;121
Enero de 2024;1;Andalucía;11;Cádiz;11042;Zahara;92;<5;12;28;6;24;18;10;8;20;51;<5
Enero de 2024;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;790;43;95;143;38;167;304;96;20;104;517;53
Enero de 2024;1;Andalucía;11;Cádiz;11902;San José del Valle;453;25;53;102;16;135;122;61;20;63;284;25
Enero de 2024;1;Andalucía;11;Cádiz;11903;San Martín del Tesorillo;240;10;40;60;9;56;65;8;<5;18;190;20
Enero de 2024;1;Andalucía;14;Córdoba;14001;Adamuz;124;<5;15;31;7;40;29;26;5;6;82;5
Enero de 2024;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;592;27;84;133;38;181;129;58;43;64;367;60
Enero de 2024;1;Andalucía;14;Córdoba;14003;Alcaracejos;111;9;9;36;<5;26;29;7;5;20;77;<5
Enero de 2024;1;Andalucía;14;Córdoba;14004;Almedinilla;113;8;11;25;5;38;26;10;14;8;76;5
Enero de 2024;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;769;33;115;168;27;201;225;93;28;67;531;50
Enero de 2024;1;Andalucía;14;Córdoba;14006;Aíora;112;5;16;18;9;24;40;5;<5;38;62;5
Enero de 2024;1;Andalucía;14;Córdoba;14007;Baena;1126;49;143;208;86;326;314;149;85;93;694;105
Enero de 2024;1;Andalucía;14;Córdoba;14008;Belalcózar;328;20;42;64;14;82;106;19;23;32;237;17
Enero de 2024;1;Andalucía;14;Córdoba;14009;Belmez;335;12;48;66;14;92;103;17;19;89;188;22
Enero de 2024;1;Andalucía;14;Córdoba;14010;Benamejó;231;13;24;48;14;80;52;32;23;21;134;21
Enero de 2024;1;Andalucía;14;Córdoba;14011;Blózquez, Los;80;5;10;10;7;15;33;6;<5;<5;64;5
Enero de 2024;1;Andalucía;14;Córdoba;14012;Bujalance;352;15;41;72;29;115;80;97;16;37;169;33
Enero de 2024;1;Andalucía;14;Córdoba;14013;Cabra;1372;47;180;266;73;358;448;147;114;91;880;140
Enero de 2024;1;Andalucía;14;Córdoba;14014;Caíete de las Torres;97;<5;17;20;<5;24;32;14;7;12;55;9
Enero de 2024;1;Andalucía;14;Córdoba;14015;Carcabuey;110;7;9;16;8;35;35;12;8;6;75;9
Enero de 2024;1;Andalucía;14;Córdoba;14016;Cardeía;94;<5;14;23;5;19;29;8;<5;15;67;<5
Enero de 2024;1;Andalucía;14;Córdoba;14017;Carlota, La;894;28;125;194;45;243;259;128;68;78;558;62
Enero de 2024;1;Andalucía;14;Córdoba;14018;Carpio, El;318;12;34;63;20;80;109;24;35;28;208;23
Enero de 2024;1;Andalucía;14;Córdoba;14019;Castro del Río;337;10;39;68;29;116;75;62;17;35;187;36
Enero de 2024;1;Andalucía;14;Córdoba;14020;Conquista;21;<5;<5;<5;0;8;8;<5;0;<5;16;<5
Enero de 2024;1;Andalucía;14;Córdoba;14021;Córdoba;30761;1176;4315;6570;1147;6719;10834;1398;2471;2138;21209;3545
Enero de 2024;1;Andalucía;14;Córdoba;14022;Doía Mencía;174;11;20;36;12;55;40;16;27;18;91;22
Enero de 2024;1;Andalucía;14;Córdoba;14023;Dos Torres;185;6;12;29;11;51;76;8;18;41;114;<5
Enero de 2024;1;Andalucía;14;Córdoba;14024;Encinas Reales;165;9;20;33;12;40;51;13;8;24;108;12
Enero de 2024;1;Andalucía;14;Córdoba;14025;Espejo;83;<5;<5;19;5;32;21;11;<5;11;56;<5
Enero de 2024;1;Andalucía;14;Córdoba;14026;Espiel;199;11;18;34;10;38;88;18;22;20;127;12
Enero de 2024;1;Andalucía;14;Córdoba;14027;Fernán-Nóáez;647;29;111;136;24;184;163;61;33;53;442;58
Enero de 2024;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;38;<5;7;9;0;8;12;<5;0;11;25;<5
Enero de 2024;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;566;24;55;133;17;123;214;55;28;52;404;27
Enero de 2024;1;Andalucía;14;Córdoba;14030;Fuente Palmera;481;23;73;115;20;135;115;75;42;76;262;26
Enero de 2024;1;Andalucía;14;Córdoba;14031;Fuente-Téjar;30;<5;5;6;<5;9;8;<5;<5;0;24;0
Enero de 2024;1;Andalucía;14;Córdoba;14032;Granjuela, La;61;<5;5;11;<5;12;31;5;<5;13;40;<5
Enero de 2024;1;Andalucía;14;Córdoba;14033;Guadalcózar;83;<5;11;12;5;28;24;5;<5;<5;68;<5
Enero de 2024;1;Andalucía;14;Córdoba;14034;Guijo, El;22;<5;7;<5;<5;<5;6;<5;0;<5;20;0
Enero de 2024;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;684;25;81;110;30;151;287;36;50;73;461;64
Enero de 2024;1;Andalucía;14;Córdoba;14036;Hornachuelos;250;12;32;54;20;62;70;33;6;43;154;14
Enero de 2024;1;Andalucía;14;Córdoba;14037;Iznójar;110;<5;10;28;9;30;32;8;10;5;80;7
Enero de 2024;1;Andalucía;14;Córdoba;14038;Lucena;3665;150;445;658;181;994;1237;281;719;169;2121;375
Enero de 2024;1;Andalucía;14;Córdoba;14039;Luque;151;5;19;32;15;39;41;11;14;12;94;20
Enero de 2024;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;140;<5;24;18;11;58;25;21;14;14;84;7
Enero de 2024;1;Andalucía;14;Córdoba;14041;Montemayor;208;10;36;48;6;65;43;25;19;34;117;13
Enero de 2024;1;Andalucía;14;Córdoba;14042;Montilla;1545;55;167;261;66;380;616;160;207;102;940;136
Enero de 2024;1;Andalucía;14;Córdoba;14043;Montoro;512;22;40;100;32;148;170;77;35;52;309;39
Enero de 2024;1;Andalucía;14;Córdoba;14044;Monturque;111;<5;13;23;6;39;27;17;6;13;71;<5
Enero de 2024;1;Andalucía;14;Córdoba;14045;Moriles;205;6;41;56;15;48;39;30;23;35;107;10
Enero de 2024;1;Andalucía;14;Córdoba;14046;Nueva Carteya;146;6;27;31;12;34;36;25;7;16;80;18
Enero de 2024;1;Andalucía;14;Córdoba;14047;Obejo;190;7;15;49;14;42;63;9;5;26;137;13
Enero de 2024;1;Andalucía;14;Córdoba;14048;Palenciana;65;6;9;15;<5;17;15;11;<5;5;38;7
Enero de 2024;1;Andalucía;14;Córdoba;14049;Palma del Río;1349;64;151;279;86;371;398;221;65;116;839;108
Enero de 2024;1;Andalucía;14;Córdoba;14050;Pedro Abad;219;7;23;48;12;56;73;17;15;37;134;16
Enero de 2024;1;Andalucía;14;Córdoba;14051;Pedroche;112;5;9;24;9;27;38;7;5;20;76;<5
Enero de 2024;1;Andalucía;14;Córdoba;14052;Peíarroya-Pueblonuevo;1340;58;201;253;54;358;416;54;51;130;970;135
Enero de 2024;1;Andalucía;14;Córdoba;14053;Posadas;488;13;59;107;30;118;161;66;22;48;321;31
Enero de 2024;1;Andalucía;14;Córdoba;14054;Pozoblanco;1297;43;149;230;60;358;457;114;96;103;862;122
Enero de 2024;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1451;51;155;266;59;390;530;120;217;98;893;123
Enero de 2024;1;Andalucía;14;Córdoba;14056;Puente Genil;2631;99;387;464;123;736;822;383;347;195;1416;290
Enero de 2024;1;Andalucía;14;Córdoba;14057;Rambla, La;401;10;68;79;18;126;100;37;58;28;248;30
Enero de 2024;1;Andalucía;14;Córdoba;14058;Rute;441;19;40;112;26;116;128;45;72;48;227;49
Enero de 2024;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;45;<5;<5;18;0;14;8;<5;0;9;30;<5
Enero de 2024;1;Andalucía;14;Córdoba;14060;Santaella;150;9;23;24;5;53;36;22;9;10;101;8
Enero de 2024;1;Andalucía;14;Córdoba;14061;Santa Eufemia;72;0;5;18;5;19;25;<5;<5;7;59;0
Enero de 2024;1;Andalucía;14;Córdoba;14062;Torrecampo;67;<5;6;21;<5;17;21;6;<5;16;42;<5
Enero de 2024;1;Andalucía;14;Córdoba;14063;Valenzuela;21;0;<5;5;<5;5;6;<5;<5;<5;15;<5
Enero de 2024;1;Andalucía;14;Córdoba;14064;Valsequillo;44;<5;6;<5;<5;17;13;<5;0;19;22;<5
Enero de 2024;1;Andalucía;14;Córdoba;14065;Victoria, La;155;5;23;36;10;45;36;13;7;19;102;14
Enero de 2024;1;Andalucía;14;Córdoba;14066;Villa del Río;518;24;79;114;23;113;165;75;115;28;266;34
Enero de 2024;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;370;13;30;77;19;103;128;26;31;27;263;23
Enero de 2024;1;Andalucía;14;Córdoba;14068;Villaharta;62;<5;9;17;<5;15;18;0;<5;<5;56;<5
Enero de 2024;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;492;17;63;117;22;126;147;63;28;53;322;26
Enero de 2024;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;111;<5;11;24;<5;31;39;7;<5;26;72;<5
Enero de 2024;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;108;<5;13;20;<5;27;44;10;<5;12;78;5
Enero de 2024;1;Andalucía;14;Córdoba;14072;Villaralto;51;<5;5;13;<5;12;16;12;<5;10;24;<5
Enero de 2024;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;278;10;32;75;6;61;94;59;16;35;150;18
Enero de 2024;1;Andalucía;14;Córdoba;14074;Viso, El;162;10;18;35;7;46;46;13;12;10;119;8
Enero de 2024;1;Andalucía;14;Córdoba;14075;Zuheros;28;<5;<5;11;0;5;8;0;<5;<5;20;<5
Enero de 2024;1;Andalucía;14;Córdoba;14901;Fuente Carreteros;45;<5;5;12;5;8;14;8;<5;8;22;<5
Enero de 2024;1;Andalucía;14;Córdoba;14902;Guijarrosa, La;49;0;10;7;<5;18;12;7;5;0;36;<5
Enero de 2024;1;Andalucía;18;Granada;18001;Agrán;16;0;<5;<5;<5;6;<5;0;<5;0;11;<5
Enero de 2024;1;Andalucía;18;Granada;18002;Alamedilla;28;<5;0;9;<5;7;8;6;0;12;9;<5
Enero de 2024;1;Andalucía;18;Granada;18003;Albolote;1549;78;238;274;46;381;532;67;127;138;1073;144
