;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Enero de 2022;1;Andalucía;23;Jaén;23054;Larva;20;<5;<5;<5;<5;5;5;8;0;0;11;<5
Enero de 2022;1;Andalucía;23;Jaén;23055;Linares;6455;242;987;1155;275;1740;2056;824;379;333;4059;860
Enero de 2022;1;Andalucía;23;Jaén;23056;Lopera;159;6;25;36;19;46;27;33;7;14;97;8
Enero de 2022;1;Andalucía;23;Jaén;23057;Lupián;36;<5;5;9;<5;10;7;10;<5;<5;19;<5
Enero de 2022;1;Andalucía;23;Jaén;23058;Mancha Real;631;23;74;97;38;208;191;159;43;45;329;55
Enero de 2022;1;Andalucía;23;Jaén;23059;Marmolejo;373;13;44;96;17;120;83;78;29;34;203;29
Enero de 2022;1;Andalucía;23;Jaén;23060;Martos;1611;101;229;206;106;488;481;238;347;59;842;125
Enero de 2022;1;Andalucía;23;Jaén;23061;Mengóbar;978;36;141;163;65;295;278;210;58;104;502;104
Enero de 2022;1;Andalucía;23;Jaén;23062;Montizán;36;<5;5;7;<5;13;7;15;<5;<5;11;<5
Enero de 2022;1;Andalucía;23;Jaén;23063;Navas de San Juan;175;6;27;46;10;45;41;70;<5;15;83;6
Enero de 2022;1;Andalucía;23;Jaén;23064;Noalejo;57;<5;10;16;<5;25;<5;13;<5;5;31;<5
Enero de 2022;1;Andalucía;23;Jaén;23065;Orcera;122;6;12;32;<5;38;31;31;5;7;70;9
Enero de 2022;1;Andalucía;23;Jaén;23066;Peal de Becerro;313;14;42;60;22;112;63;114;12;12;152;23
Enero de 2022;1;Andalucía;23;Jaén;23067;Pegalajar;193;6;28;27;13;64;55;50;10;22;94;17
Enero de 2022;1;Andalucía;23;Jaén;23069;Porcuna;235;12;44;32;18;87;42;73;16;6;121;19
Enero de 2022;1;Andalucía;23;Jaén;23070;Pozo Alcán;405;21;54;106;17;104;103;147;15;18;203;22
Enero de 2022;1;Andalucía;23;Jaén;23071;Puente de Gánave;109;8;6;21;5;29;40;35;<5;5;59;8
Enero de 2022;1;Andalucía;23;Jaén;23072;Puerta de Segura, La;143;<5;18;42;5;36;38;47;6;24;61;5
Enero de 2022;1;Andalucía;23;Jaén;23073;Quesada;225;12;43;66;9;45;50;90;6;14;105;10
Enero de 2022;1;Andalucía;23;Jaén;23074;Rus;250;7;28;49;8;72;86;46;19;20;151;14
Enero de 2022;1;Andalucía;23;Jaén;23075;Sabiote;258;5;24;46;18;83;82;65;6;14;155;18
Enero de 2022;1;Andalucía;23;Jaén;23076;Santa Elena;113;5;12;28;<5;22;43;12;5;7;89;0
Enero de 2022;1;Andalucía;23;Jaén;23077;Santiago de Calatrava;14;<5;<5;0;<5;<5;6;<5;<5;0;9;<5
Enero de 2022;1;Andalucía;23;Jaén;23079;Santisteban del Puerto;156;7;20;34;10;38;47;49;11;8;84;<5
Enero de 2022;1;Andalucía;23;Jaén;23080;Santo Tomé;78;<5;14;16;6;23;17;21;<5;<5;47;5
Enero de 2022;1;Andalucía;23;Jaén;23081;Segura de la Sierra;88;<5;11;21;6;30;19;21;<5;<5;59;<5
Enero de 2022;1;Andalucía;23;Jaén;23082;Siles;104;10;11;27;5;17;34;22;5;5;65;7
Enero de 2022;1;Andalucía;23;Jaén;23084;Sorihuela del Guadalimar;68;<5;8;21;<5;13;20;24;<5;<5;37;<5
Enero de 2022;1;Andalucía;23;Jaén;23085;Torreblascopedro;115;6;27;20;8;29;25;28;<5;<5;71;10
Enero de 2022;1;Andalucía;23;Jaén;23086;Torre del Campo;949;31;129;136;40;323;290;195;62;34;599;59
Enero de 2022;1;Andalucía;23;Jaén;23087;Torredonjimeno;972;38;108;147;50;291;338;172;110;22;596;72
Enero de 2022;1;Andalucía;23;Jaén;23088;Torreperogil;602;20;56;128;21;184;193;163;24;50;325;40
Enero de 2022;1;Andalucía;23;Jaén;23090;Torres;49;<5;8;10;<5;13;15;23;0;<5;23;<5
Enero de 2022;1;Andalucía;23;Jaén;23091;Torres de Albánchez;56;<5;12;8;<5;16;14;19;<5;<5;31;0
Enero de 2022;1;Andalucía;23;Jaén;23092;óbeda;3002;78;368;549;129;819;1059;491;147;119;1904;341
Enero de 2022;1;Andalucía;23;Jaén;23093;Valdepeías de Jaén;99;<5;17;16;8;38;18;24;<5;9;56;7
Enero de 2022;1;Andalucía;23;Jaén;23094;Vilches;321;10;35;62;15;95;104;35;13;10;247;16
Enero de 2022;1;Andalucía;23;Jaén;23095;Villacarrillo;449;19;60;87;31;130;122;127;15;10;272;25
Enero de 2022;1;Andalucía;23;Jaén;23096;Villanueva de la Reina;186;10;34;31;<5;58;51;37;10;5;121;13
Enero de 2022;1;Andalucía;23;Jaén;23097;Villanueva del Arzobispo;393;16;54;65;36;110;112;161;9;20;171;32
Enero de 2022;1;Andalucía;23;Jaén;23098;Villardompardo;34;<5;<5;6;5;14;<5;11;<5;<5;12;6
Enero de 2022;1;Andalucía;23;Jaén;23099;Villares, Los;253;17;37;45;16;94;44;44;16;10;160;23
Enero de 2022;1;Andalucía;23;Jaén;23101;Villarrodrigo;25;0;6;<5;<5;<5;11;9;<5;0;13;<5
Enero de 2022;1;Andalucía;23;Jaén;23901;Córcheles;61;<5;11;14;<5;18;10;15;6;5;29;6
Enero de 2022;1;Andalucía;23;Jaén;23902;Bedmar y Garcáez;145;5;18;43;13;35;31;56;7;9;67;6
Enero de 2022;1;Andalucía;23;Jaén;23903;Villatorres;175;7;21;30;14;65;38;44;8;<5;112;8
Enero de 2022;1;Andalucía;23;Jaén;23904;Santiago-Pontones;126;5;23;42;7;28;21;31;<5;16;65;10
Enero de 2022;1;Andalucía;23;Jaén;23905;Arroyo del Ojanco;102;5;13;21;11;35;17;30;<5;18;46;5
Enero de 2022;1;Andalucía;29;Málaga;29001;Alameda;347;21;54;104;23;87;58;82;26;53;165;21
Enero de 2022;1;Andalucía;29;Málaga;29002;Alcaucán;171;14;20;43;<5;52;38;11;13;20;112;15
Enero de 2022;1;Andalucía;29;Málaga;29003;Alfarnate;36;<5;6;9;<5;14;5;9;<5;<5;18;<5
Enero de 2022;1;Andalucía;29;Málaga;29004;Alfarnatejo;26;<5;<5;7;<5;6;5;<5;<5;<5;18;<5
Enero de 2022;1;Andalucía;29;Málaga;29005;Algarrobo;516;20;108;115;18;136;119;73;14;67;326;36
Enero de 2022;1;Andalucía;29;Málaga;29006;Algatocán;84;<5;6;24;<5;14;37;<5;0;21;56;6
Enero de 2022;1;Andalucía;29;Málaga;29007;Alhaurán de la Torre;3583;195;506;614;152;847;1269;56;193;274;2630;430
Enero de 2022;1;Andalucía;29;Málaga;29008;Alhaurán el Grande;2640;101;317;495;126;703;898;71;213;380;1572;404
Enero de 2022;1;Andalucía;29;Málaga;29009;Almóchar;136;6;26;58;6;25;15;8;<5;39;73;12
Enero de 2022;1;Andalucía;29;Málaga;29010;Almargen;139;5;18;30;10;44;32;28;7;5;91;8
Enero de 2022;1;Andalucía;29;Málaga;29011;Almogía;344;15;45;82;14;75;113;12;37;80;178;37
Enero de 2022;1;Andalucía;29;Málaga;29012;ólora;1434;69;208;300;56;391;410;100;63;179;948;144
Enero de 2022;1;Andalucía;29;Málaga;29013;Alozaina;212;7;31;52;15;38;69;22;21;21;128;20
Enero de 2022;1;Andalucía;29;Málaga;29014;Alpandeire;23;<5;<5;6;0;7;<5;<5;0;12;8;<5
Enero de 2022;1;Andalucía;29;Málaga;29015;Antequera;3486;162;478;607;189;937;1113;329;396;312;2139;310
Enero de 2022;1;Andalucía;29;Málaga;29016;órchez;37;<5;6;19;<5;<5;<5;<5;0;16;16;<5
Enero de 2022;1;Andalucía;29;Málaga;29017;Archidona;543;22;69;96;31;173;152;77;32;44;355;35
Enero de 2022;1;Andalucía;29;Málaga;29018;Ardales;195;<5;36;42;8;59;46;10;5;32;142;6
Enero de 2022;1;Andalucía;29;Málaga;29019;Arenas;89;8;17;28;5;24;7;9;<5;8;59;9
Enero de 2022;1;Andalucía;29;Málaga;29020;Arriate;343;15;40;85;7;99;97;28;12;39;248;16
Enero de 2022;1;Andalucía;29;Málaga;29021;Atajate;21;0;<5;9;<5;<5;6;0;0;5;16;0
Enero de 2022;1;Andalucía;29;Málaga;29022;Benadalid;20;0;<5;6;<5;<5;7;<5;0;<5;17;0
Enero de 2022;1;Andalucía;29;Málaga;29023;Benahavós;221;5;22;38;5;65;86;<5;8;18;176;16
Enero de 2022;1;Andalucía;29;Málaga;29024;Benalauría;36;0;<5;11;0;10;11;<5;<5;7;23;<5
Enero de 2022;1;Andalucía;29;Málaga;29025;Benalmódena;6360;203;948;1319;163;1573;2154;54;159;415;5280;452
Enero de 2022;1;Andalucía;29;Málaga;29026;Benamargosa;85;<5;12;28;<5;21;20;10;<5;<5;65;5
Enero de 2022;1;Andalucía;29;Málaga;29027;Benamocarra;176;9;32;47;13;44;31;30;5;20;102;19
Enero de 2022;1;Andalucía;29;Málaga;29028;Benaoján;204;9;29;51;<5;52;61;8;22;11;151;12
Enero de 2022;1;Andalucía;29;Málaga;29029;Benarrabó;31;<5;8;6;0;6;9;0;<5;<5;25;<5
Enero de 2022;1;Andalucía;29;Málaga;29030;Borge, El;69;<5;12;32;5;11;8;5;<5;9;53;<5
Enero de 2022;1;Andalucía;29;Málaga;29031;Burgo, El;169;6;21;38;14;43;47;22;5;14;121;7
Enero de 2022;1;Andalucía;29;Málaga;29032;Campillos;835;46;108;155;50;233;243;132;37;26;598;42
Enero de 2022;1;Andalucía;29;Málaga;29033;Canillas de Aceituno;109;5;20;45;8;14;17;7;5;37;53;7
Enero de 2022;1;Andalucía;29;Málaga;29034;Canillas de Albaida;58;9;9;15;5;15;5;<5;0;9;38;7
Enero de 2022;1;Andalucía;29;Málaga;29035;Caíete la Real;128;<5;14;46;6;27;32;25;<5;16;79;5
Enero de 2022;1;Andalucía;29;Málaga;29036;Carratraca;80;<5;13;24;<5;18;18;<5;<5;11;60;<5
Enero de 2022;1;Andalucía;29;Málaga;29037;Cartajima;19;<5;5;6;<5;<5;<5;0;0;6;12;<5
Enero de 2022;1;Andalucía;29;Málaga;29038;Córtama;2572;87;361;486;97;744;797;113;211;408;1581;259
Enero de 2022;1;Andalucía;29;Málaga;29039;Casabermeja;244;7;40;71;5;61;60;5;15;47;169;8
Enero de 2022;1;Andalucía;29;Málaga;29040;Casarabonela;223;11;31;49;10;61;61;10;7;22;173;11
Enero de 2022;1;Andalucía;29;Málaga;29041;Casares;517;15;67;111;17;136;171;5;13;46;420;33
Enero de 2022;1;Andalucía;29;Málaga;29042;Coán;2204;65;288;414;79;636;722;71;185;312;1376;260
Enero de 2022;1;Andalucía;29;Málaga;29043;Colmenar;279;14;33;85;13;72;62;17;19;42;168;33
Enero de 2022;1;Andalucía;29;Málaga;29044;Comares;58;<5;6;24;0;10;16;5;<5;15;36;<5
Enero de 2022;1;Andalucía;29;Málaga;29045;Cómpeta;261;8;58;67;14;61;53;14;10;49;166;22
Enero de 2022;1;Andalucía;29;Málaga;29046;Cortes de la Frontera;384;19;43;74;12;78;158;24;13;22;300;25
Enero de 2022;1;Andalucía;29;Málaga;29047;Cuevas Bajas;89;<5;14;23;<5;27;19;21;8;13;43;<5
Enero de 2022;1;Andalucía;29;Málaga;29048;Cuevas del Becerro;135;5;25;30;5;44;26;16;6;13;94;6
Enero de 2022;1;Andalucía;29;Málaga;29049;Cuevas de San Marcos;209;7;30;66;10;53;43;36;20;32;110;11
Enero de 2022;1;Andalucía;29;Málaga;29050;Cótar;25;<5;5;10;<5;<5;<5;<5;0;<5;18;<5
Enero de 2022;1;Andalucía;29;Málaga;29051;Estepona;5695;179;852;1117;169;1460;1918;64;130;690;4338;473
Enero de 2022;1;Andalucía;29;Málaga;29052;Faraján;17;<5;<5;<5;<5;6;0;0;0;12;<5;<5
Enero de 2022;1;Andalucía;29;Málaga;29053;Frigiliana;260;9;39;63;6;60;83;6;7;26;207;14
Enero de 2022;1;Andalucía;29;Málaga;29054;Fuengirola;6867;254;987;1498;194;1628;2306;75;213;632;5351;596
Enero de 2022;1;Andalucía;29;Málaga;29055;Fuente de Piedra;209;6;29;36;10;66;62;33;8;51;102;15
Enero de 2022;1;Andalucía;29;Málaga;29056;Gaucán;130;<5;19;38;<5;29;40;5;5;22;92;6
Enero de 2022;1;Andalucía;29;Málaga;29057;Genalguacil;49;<5;7;13;0;10;18;<5;<5;5;40;<5
Enero de 2022;1;Andalucía;29;Málaga;29058;Guaro;216;9;25;55;19;63;45;5;8;43;133;27
Enero de 2022;1;Andalucía;29;Málaga;29059;Humilladero;274;16;38;56;21;83;60;66;11;20;160;17
Enero de 2022;1;Andalucía;29;Málaga;29060;Igualeja;35;<5;<5;11;<5;13;5;5;0;<5;29;0
Enero de 2022;1;Andalucía;29;Málaga;29061;Istán;111;<5;15;19;8;30;37;<5;<5;6;92;9
Enero de 2022;1;Andalucía;29;Málaga;29062;Iznate;60;<5;16;16;6;12;9;10;<5;14;27;6
Enero de 2022;1;Andalucía;29;Málaga;29063;Jimera de Lóbar;41;<5;8;12;<5;6;10;<5;<5;<5;35;<5
Enero de 2022;1;Andalucía;29;Málaga;29064;Jubrique;46;<5;9;9;<5;11;13;<5;0;<5;36;<5
Enero de 2022;1;Andalucía;29;Málaga;29065;Józcar;23;<5;6;5;0;<5;9;<5;0;9;13;0
Enero de 2022;1;Andalucía;29;Málaga;29066;Macharaviaya;30;<5;<5;8;<5;6;6;0;0;<5;22;5
Enero de 2022;1;Andalucía;29;Málaga;29067;Málaga;59917;2416;9563;12798;2133;14222;18785;707;3009;5594;43196;7411
Enero de 2022;1;Andalucía;29;Málaga;29068;Manilva;1367;37;225;281;38;386;400;26;41;167;1003;130
Enero de 2022;1;Andalucía;29;Málaga;29069;Marbella;11502;360;1790;2398;343;2663;3948;131;298;1061;9269;743
Enero de 2022;1;Andalucía;29;Málaga;29070;Mijas;8107;343;1201;1600;265;2062;2636;68;208;652;6585;594
Enero de 2022;1;Andalucía;29;Málaga;29071;Moclinejo;109;<5;15;36;<5;30;22;5;0;23;78;<5
Enero de 2022;1;Andalucía;29;Málaga;29072;Mollina;341;12;51;73;21;103;81;71;17;14;219;20
Enero de 2022;1;Andalucía;29;Málaga;29073;Monda;288;9;40;75;9;66;89;5;11;46;205;21
Enero de 2022;1;Andalucía;29;Málaga;29074;Montejaque;81;6;12;15;<5;27;20;7;5;<5;61;6
Enero de 2022;1;Andalucía;29;Málaga;29075;Nerja;2332;92;418;496;84;550;692;34;54;163;1963;118
Enero de 2022;1;Andalucía;29;Málaga;29076;Oján;329;17;49;62;8;85;108;7;9;28;259;26
Enero de 2022;1;Andalucía;29;Málaga;29077;Parauta;16;0;<5;<5;<5;5;<5;0;<5;<5;11;<5
Enero de 2022;1;Andalucía;29;Málaga;29079;Periana;295;13;51;74;16;97;44;34;<5;31;202;24
Enero de 2022;1;Andalucía;29;Málaga;29080;Pizarra;1005;47;121;174;42;275;346;71;66;125;644;99
Enero de 2022;1;Andalucía;29;Málaga;29081;Pujerra;20;0;<5;7;<5;7;<5;0;0;7;11;<5
Enero de 2022;1;Andalucía;29;Málaga;29082;Rincán de la Victoria;3875;133;560;829;124;900;1329;43;203;346;2959;324
Enero de 2022;1;Andalucía;29;Málaga;29083;Riogordo;172;8;27;42;9;51;35;26;<5;17;115;10
Enero de 2022;1;Andalucía;29;Málaga;29084;Ronda;3310;115;450;717;108;842;1078;158;180;394;2266;312
Enero de 2022;1;Andalucía;29;Málaga;29085;Salares;16;<5;<5;6;0;<5;<5;<5;0;8;7;0
Enero de 2022;1;Andalucía;29;Málaga;29086;Sayalonga;98;<5;15;35;8;22;16;9;14;25;47;<5
Enero de 2022;1;Andalucía;29;Málaga;29087;Sedella;40;<5;7;15;<5;9;7;<5;0;7;30;<5
Enero de 2022;1;Andalucía;29;Málaga;29088;Sierra de Yeguas;259;10;38;51;11;71;78;70;21;16;136;16
Enero de 2022;1;Andalucía;29;Málaga;29089;Teba;247;14;36;67;16;57;57;47;11;32;150;7
Enero de 2022;1;Andalucía;29;Málaga;29090;Tolox;199;7;34;44;6;55;53;18;15;29;120;17
Enero de 2022;1;Andalucía;29;Málaga;29091;Torrox;1638;57;274;370;53;429;455;94;75;122;1220;127
Enero de 2022;1;Andalucía;29;Málaga;29092;Totalán;72;<5;16;21;<5;16;11;<5;0;10;52;6
Enero de 2022;1;Andalucía;29;Málaga;29093;Valle de Abdalajós;231;16;31;59;24;51;50;23;10;41;139;18
Enero de 2022;1;Andalucía;29;Málaga;29094;Vélez-Málaga;7364;317;1242;1610;282;1963;1950;505;334;787;4990;748
Enero de 2022;1;Andalucía;29;Málaga;29095;Villanueva de Algaidas;185;7;21;36;9;57;55;29;19;8;118;11
Enero de 2022;1;Andalucía;29;Málaga;29096;Villanueva del Rosario;226;12;46;70;13;53;32;28;<5;39;138;17
Enero de 2022;1;Andalucía;29;Málaga;29097;Villanueva del Trabuco;370;17;49;94;22;117;71;44;32;54;213;27
Enero de 2022;1;Andalucía;29;Málaga;29098;Villanueva de Tapia;68;<5;9;16;<5;24;12;8;<5;8;45;<5
Enero de 2022;1;Andalucía;29;Málaga;29099;Viíuela;123;<5;24;36;7;29;26;14;<5;14;82;10
Enero de 2022;1;Andalucía;29;Málaga;29100;Yunquera;348;12;27;58;14;58;179;32;53;62;178;23
Enero de 2022;1;Andalucía;29;Málaga;29901;Torremolinos;7006;253;1117;1547;191;1574;2324;59;198;438;5619;692
Enero de 2022;1;Andalucía;29;Málaga;29902;Villanueva de la Concepcián;211;6;26;76;12;56;35;27;<5;27;140;14
Enero de 2022;1;Andalucía;29;Málaga;29903;Montecorto;60;<5;<5;18;<5;13;22;<5;<5;<5;52;<5
Enero de 2022;1;Andalucía;29;Málaga;29904;Serrato;46;<5;7;10;<5;11;12;<5;0;5;37;<5
Enero de 2022;1;Andalucía;41;Sevilla;41001;Aguadulce;133;6;23;25;6;40;33;35;14;26;53;5
Enero de 2022;1;Andalucía;41;Sevilla;41002;Alanés;126;<5;17;29;<5;32;42;15;5;14;88;<5
Enero de 2022;1;Andalucía;41;Sevilla;41003;Albaida del Aljarafe;313;12;46;48;15;102;90;17;15;27;232;22
Enero de 2022;1;Andalucía;41;Sevilla;41004;Alcalá de Guadaóra;8310;307;1154;1496;278;2063;3012;229;764;691;5875;751
Enero de 2022;1;Andalucía;41;Sevilla;41005;Alcalá del Río;1106;52;179;207;55;334;279;145;53;170;643;95
Enero de 2022;1;Andalucía;41;Sevilla;41006;Alcolea del Río;225;14;28;49;19;68;47;68;11;11;118;17
Enero de 2022;1;Andalucía;41;Sevilla;41007;Algaba, La;1982;70;306;408;73;491;634;127;86;208;1319;242
Enero de 2022;1;Andalucía;41;Sevilla;41008;Algómitas;118;<5;18;30;11;25;30;14;<5;42;54;<5
Enero de 2022;1;Andalucía;41;Sevilla;41009;Almadán de la Plata;135;7;17;23;10;38;40;16;5;27;76;11
Enero de 2022;1;Andalucía;41;Sevilla;41010;Almensilla;589;24;91;130;24;157;163;27;28;111;387;36
Enero de 2022;1;Andalucía;41;Sevilla;41011;Arahal;1305;73;251;277;76;386;242;221;103;138;778;65
Enero de 2022;1;Andalucía;41;Sevilla;41012;Aznalcózar;434;18;79;72;19;137;109;69;31;45;276;13
Enero de 2022;1;Andalucía;41;Sevilla;41013;Aznalcóllar;744;44;108;107;38;237;210;123;59;78;425;59
Enero de 2022;1;Andalucía;41;Sevilla;41014;Badolatosa;156;11;29;38;13;45;20;26;12;36;70;12
Enero de 2022;1;Andalucía;41;Sevilla;41015;Benacazán;683;35;107;146;20;198;177;86;37;86;433;41
Enero de 2022;1;Andalucía;41;Sevilla;41016;Bollullos de la Mitacián;934;38;127;204;24;260;281;73;52;89;656;64
Enero de 2022;1;Andalucía;41;Sevilla;41017;Bormujos;1885;71;250;394;53;392;725;44;100;206;1388;147
Enero de 2022;1;Andalucía;41;Sevilla;41018;Brenes;909;45;162;179;55;258;210;182;50;78;539;60
Enero de 2022;1;Andalucía;41;Sevilla;41019;Burguillos;691;20;82;133;36;218;202;100;48;34;468;41
Enero de 2022;1;Andalucía;41;Sevilla;41020;Cabezas de San Juan, Las;1963;118;348;433;125;553;386;331;128;339;1048;117
Enero de 2022;1;Andalucía;41;Sevilla;41021;Camas;3637;146;532;771;123;882;1183;103;173;307;2698;356
Enero de 2022;1;Andalucía;41;Sevilla;41022;Campana, La;299;15;76;52;30;86;40;68;24;30;151;26
Enero de 2022;1;Andalucía;41;Sevilla;41023;Cantillana;905;32;170;185;47;234;237;229;29;131;435;81
Enero de 2022;1;Andalucía;41;Sevilla;41024;Carmona;2714;117;447;533;120;673;824;303;245;296;1617;253
Enero de 2022;1;Andalucía;41;Sevilla;41025;Carrián de los Cóspedes;216;10;32;51;5;58;60;15;8;27;155;11
Enero de 2022;1;Andalucía;41;Sevilla;41026;Casariche;376;14;78;83;17;115;69;77;94;33;164;8
Enero de 2022;1;Andalucía;41;Sevilla;41027;Castilblanco de los Arroyos;610;15;75;132;19;166;203;40;22;40;472;36
Enero de 2022;1;Andalucía;41;Sevilla;41028;Castilleja de Guzmán;258;17;37;52;8;45;99;<5;14;37;182;24
Enero de 2022;1;Andalucía;41;Sevilla;41029;Castilleja de la Cuesta;1678;61;246;365;50;380;576;27;85;152;1252;162
Enero de 2022;1;Andalucía;41;Sevilla;41030;Castilleja del Campo;58;5;10;13;<5;11;15;<5;7;5;39;<5
Enero de 2022;1;Andalucía;41;Sevilla;41031;Castillo de las Guardas, El;168;10;21;49;8;28;52;6;8;46;97;11
Enero de 2022;1;Andalucía;41;Sevilla;41032;Cazalla de la Sierra;450;5;64;112;13;108;148;38;55;55;275;27
Enero de 2022;1;Andalucía;41;Sevilla;41033;Constantina;490;12;74;120;29;132;123;78;36;77;275;24
Enero de 2022;1;Andalucía;41;Sevilla;41034;Coria del Río;3484;139;586;695;142;927;995;359;206;320;2340;259
Enero de 2022;1;Andalucía;41;Sevilla;41035;Coripe;105;12;17;16;8;26;26;22;5;13;57;8
Enero de 2022;1;Andalucía;41;Sevilla;41036;Coronil, El;341;14;64;90;21;89;63;59;11;39;206;26
Enero de 2022;1;Andalucía;41;Sevilla;41037;Corrales, Los;228;17;43;39;23;66;40;65;21;28;102;12
Enero de 2022;1;Andalucía;41;Sevilla;41038;Dos Hermanas;14039;607;2103;2439;628;3502;4760;309;788;1336;10249;1357
Enero de 2022;1;Andalucía;41;Sevilla;41039;ócija;3830;148;582;800;185;1103;1012;552;468;430;2125;255
Enero de 2022;1;Andalucía;41;Sevilla;41040;Espartinas;1119;40;151;210;27;247;444;35;54;81;871;78
Enero de 2022;1;Andalucía;41;Sevilla;41041;Estepa;1188;46;174;173;74;340;381;193;473;92;378;52
Enero de 2022;1;Andalucía;41;Sevilla;41042;Fuentes de Andalucía;441;22;76;87;27;141;88;54;22;27;293;45
Enero de 2022;1;Andalucía;41;Sevilla;41043;Garrobo, El;89;6;9;20;<5;25;25;5;7;24;46;7
Enero de 2022;1;Andalucía;41;Sevilla;41044;Gelves;927;43;137;198;24;193;332;20;62;71;694;80
Enero de 2022;1;Andalucía;41;Sevilla;41045;Gerena;847;20;115;161;29;244;278;57;66;83;579;62
Enero de 2022;1;Andalucía;41;Sevilla;41046;Gilena;210;16;39;44;15;66;30;59;38;32;70;11
Enero de 2022;1;Andalucía;41;Sevilla;41047;Gines;1012;44;154;202;30;192;390;15;54;79;755;109
Enero de 2022;1;Andalucía;41;Sevilla;41048;Guadalcanal;193;<5;27;46;8;56;53;35;<5;37;104;13
Enero de 2022;1;Andalucía;41;Sevilla;41049;Guillena;1569;63;252;320;64;456;414;134;169;388;766;112
Enero de 2022;1;Andalucía;41;Sevilla;41050;Herrera;409;19;72;66;20;128;104;80;80;24;208;17
Enero de 2022;1;Andalucía;41;Sevilla;41051;Huóvar del Aljarafe;268;13;35;66;17;63;74;33;21;34;165;15
Enero de 2022;1;Andalucía;41;Sevilla;41052;Lantejuela, La;257;12;35;70;25;71;44;49;28;63;109;8
Enero de 2022;1;Andalucía;41;Sevilla;41053;Lebrija;2790;111;461;626;122;790;680;514;119;298;1602;257
Enero de 2022;1;Andalucía;41;Sevilla;41054;Lora de Estepa;58;<5;10;6;5;14;22;11;7;7;32;<5
Enero de 2022;1;Andalucía;41;Sevilla;41055;Lora del Río;1324;65;243;286;92;384;254;274;52;175;716;107
Enero de 2022;1;Andalucía;41;Sevilla;41056;Luisiana, La;363;16;72;69;18;118;70;63;62;73;144;21
Enero de 2022;1;Andalucía;41;Sevilla;41057;Madroío, El;23;0;<5;7;0;6;7;<5;<5;8;13;0
Enero de 2022;1;Andalucía;41;Sevilla;41058;Mairena del Alcor;2337;95;331;365;91;665;790;128;177;323;1527;182
Enero de 2022;1;Andalucía;41;Sevilla;41059;Mairena del Aljarafe;3898;145;617;762;136;909;1329;83;194;242;3016;363
Enero de 2022;1;Andalucía;41;Sevilla;41060;Marchena;1707;74;273;315;82;501;462;155;267;167;974;144
Enero de 2022;1;Andalucía;41;Sevilla;41061;Marinaleda;127;13;26;28;11;30;19;39;14;14;51;9
Enero de 2022;1;Andalucía;41;Sevilla;41062;Martín de la Jara;169;10;34;37;16;51;21;61;12;<5;71;21
Enero de 2022;1;Andalucía;41;Sevilla;41063;Molares, Los;383;20;69;92;15;103;84;53;21;51;244;14
Enero de 2022;1;Andalucía;41;Sevilla;41064;Montellano;537;30;111;122;35;152;87;93;30;104;282;28
Enero de 2022;1;Andalucía;41;Sevilla;41065;Morán de la Frontera;2781;139;408;595;141;672;826;394;416;198;1550;223
Enero de 2022;1;Andalucía;41;Sevilla;41066;Navas de la Concepcián, Las;93;5;10;28;5;26;19;16;<5;13;55;5
Enero de 2022;1;Andalucía;41;Sevilla;41067;Olivares;1042;43;126;212;54;243;364;71;55;158;665;93
Enero de 2022;1;Andalucía;41;Sevilla;41068;Osuna;1569;93;301;261;111;450;353;262;62;99;1044;102
Enero de 2022;1;Andalucía;41;Sevilla;41069;Palacios y Villafranca, Los;3912;222;751;837;220;1134;748;505;237;585;2309;276
Enero de 2022;1;Andalucía;41;Sevilla;41070;Palomares del Río;628;24;89;119;13;166;217;8;35;53;480;52
Enero de 2022;1;Andalucía;41;Sevilla;41071;Paradas;442;32;77;104;26;126;77;69;39;64;237;33
Enero de 2022;1;Andalucía;41;Sevilla;41072;Pedrera;381;21;52;104;26;88;90;138;25;44;158;16
Enero de 2022;1;Andalucía;41;Sevilla;41073;Pedroso, El;249;<5;35;48;5;68;91;23;12;15;196;<5
Enero de 2022;1;Andalucía;41;Sevilla;41074;Peíaflor;165;5;31;50;8;34;37;49;5;26;77;8
Enero de 2022;1;Andalucía;41;Sevilla;41075;Pilas;1143;70;200;239;66;303;265;207;92;156;658;30
Enero de 2022;1;Andalucía;41;Sevilla;41076;Pruna;187;17;44;48;12;42;24;59;7;31;74;16
Enero de 2022;1;Andalucía;41;Sevilla;41077;Puebla de Cazalla, La;906;44;136;216;53;251;206;205;49;111;487;54
Enero de 2022;1;Andalucía;41;Sevilla;41078;Puebla de los Infantes, La;182;13;31;42;14;50;32;57;7;5;101;12
Enero de 2022;1;Andalucía;41;Sevilla;41079;Puebla del Río, La;1468;74;247;293;71;364;419;158;98;141;960;111
