;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Enero de 2019;1;Andalucía;4;Almería;04076;Purchena;123;5;16;26;2;42;32;7;32;14;61;9
Enero de 2019;1;Andalucía;4;Almería;04077;Rógol;11;0;1;3;1;3;3;1;0;0;10;0
Enero de 2019;1;Andalucía;4;Almería;04078;Rioja;173;8;25;47;7;34;52;19;7;19;117;11
Enero de 2019;1;Andalucía;4;Almería;04079;Roquetas de Mar;8565;286;1701;1705;271;2468;2134;1046;284;966;5683;586
Enero de 2019;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;11;0;4;6;0;0;1;0;2;3;6;0
Enero de 2019;1;Andalucía;4;Almería;04081;Santa Fe de Mondójar;42;0;13;10;2;9;8;6;2;2;32;0
Enero de 2019;1;Andalucía;4;Almería;04082;Senés;18;0;4;6;2;2;4;1;0;3;14;0
Enero de 2019;1;Andalucía;4;Almería;04083;Serán;112;3;10;36;3;26;34;6;12;8;79;7
Enero de 2019;1;Andalucía;4;Almería;04084;Sierro;30;1;8;10;3;4;4;2;5;4;17;2
Enero de 2019;1;Andalucía;4;Almería;04085;Somontán;29;0;7;9;2;4;7;3;3;3;20;0
Enero de 2019;1;Andalucía;4;Almería;04086;Sorbas;176;13;34;46;8;40;35;25;12;22;103;14
Enero de 2019;1;Andalucía;4;Almería;04087;Sufló;23;3;3;8;0;4;5;0;2;7;12;2
Enero de 2019;1;Andalucía;4;Almería;04088;Tabernas;372;23;73;106;14;90;66;64;21;34;238;15
Enero de 2019;1;Andalucía;4;Almería;04089;Taberno;38;5;5;9;0;11;8;1;1;7;25;4
Enero de 2019;1;Andalucía;4;Almería;04090;Tahal;18;0;5;6;0;1;6;1;0;3;14;0
Enero de 2019;1;Andalucía;4;Almería;04091;Terque;35;2;5;10;0;9;9;0;0;2;30;3
Enero de 2019;1;Andalucía;4;Almería;04092;Tójola;247;4;34;57;10;75;67;23;27;24;157;16
Enero de 2019;1;Andalucía;4;Almería;04093;Turre;367;11;68;78;12;113;85;5;10;42;284;26
Enero de 2019;1;Andalucía;4;Almería;04094;Turrillas;9;0;2;4;0;3;0;2;0;1;6;0
Enero de 2019;1;Andalucía;4;Almería;04095;Uleila del Campo;54;1;5;19;1;11;17;3;2;5;40;4
Enero de 2019;1;Andalucía;4;Almería;04096;Urrócal;18;0;3;2;1;8;4;1;2;2;11;2
Enero de 2019;1;Andalucía;4;Almería;04097;Velefique;14;0;2;8;0;3;1;1;0;6;7;0
Enero de 2019;1;Andalucía;4;Almería;04098;Vélez-Blanco;89;5;20;20;3;18;23;9;5;8;62;5
Enero de 2019;1;Andalucía;4;Almería;04099;Vélez-Rubio;422;15;76;106;16;110;99;34;39;47;274;28
Enero de 2019;1;Andalucía;4;Almería;04100;Vera;1424;59;268;269;68;415;345;114;43;114;1069;84
Enero de 2019;1;Andalucía;4;Almería;04101;Viator;509;22;103;90;23;157;114;27;17;47;373;45
Enero de 2019;1;Andalucía;4;Almería;04102;Vócar;1862;87;364;415;88;546;362;374;53;204;1083;148
Enero de 2019;1;Andalucía;4;Almería;04103;Zurgena;151;13;29;35;6;40;28;18;1;21;102;9
Enero de 2019;1;Andalucía;4;Almería;04901;Tres Villas, Las;35;3;5;16;1;8;2;3;2;2;26;2
Enero de 2019;1;Andalucía;4;Almería;04902;Ejido, El;5356;205;995;1096;233;1594;1233;1256;168;409;2987;536
Enero de 2019;1;Andalucía;4;Almería;04903;Mojonera, La;510;17;104;116;17;136;120;154;18;48;244;46
Enero de 2019;1;Andalucía;4;Almería;04904;Balanegra;158;5;32;41;5;42;33;29;4;18;92;15
Enero de 2019;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;721;28;111;127;45;207;203;76;17;49;533;46
Enero de 2019;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;276;21;59;83;19;48;46;70;4;39;145;18
Enero de 2019;1;Andalucía;11;Cádiz;11003;Algar;161;8;22;26;10;45;50;5;12;16;123;5
Enero de 2019;1;Andalucía;11;Cádiz;11004;Algeciras;13674;544;2258;2537;574;3971;3790;256;566;1201;9567;2084
Enero de 2019;1;Andalucía;11;Cádiz;11005;Algodonales;497;27;70;127;30;150;93;104;10;26;330;27
Enero de 2019;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;4861;215;725;872;218;1450;1381;329;168;668;3361;335
Enero de 2019;1;Andalucía;11;Cádiz;11007;Barbate;4302;197;854;731;189;1260;1071;247;293;327;3084;351
Enero de 2019;1;Andalucía;11;Cádiz;11008;Barrios, Los;2427;111;374;356;116;749;721;59;168;184;1715;301
Enero de 2019;1;Andalucía;11;Cádiz;11009;Benaocaz;85;2;14;12;4;21;32;0;8;2;71;4
Enero de 2019;1;Andalucía;11;Cádiz;11010;Bornos;754;50;148;169;51;220;116;114;24;87;486;43
Enero de 2019;1;Andalucía;11;Cádiz;11011;Bosque, El;233;12;44;45;10;61;61;4;19;14;181;15
Enero de 2019;1;Andalucía;11;Cádiz;11012;Cádiz;13348;367;2590;2887;347;3476;3681;95;896;901;9988;1468
Enero de 2019;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;357;15;51;62;14;110;105;23;13;24;271;26
Enero de 2019;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;2692;121;558;498;108;812;595;80;63;208;2139;202
Enero de 2019;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;11091;431;1887;1986;438;3294;3055;139;624;1419;7257;1652
Enero de 2019;1;Andalucía;11;Cádiz;11016;Chipiona;3060;138;570;541;140;924;747;229;94;266;2228;243
Enero de 2019;1;Andalucía;11;Cádiz;11017;Espera;359;22;76;95;26;102;38;52;17;73;192;25
Enero de 2019;1;Andalucía;11;Cádiz;11018;Gastor, El;162;8;32;54;5;43;20;30;2;27;99;4
Enero de 2019;1;Andalucía;11;Cádiz;11019;Grazalema;245;14;34;49;10;48;90;7;15;14;195;14
Enero de 2019;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;28603;1037;4550;5411;933;7540;9132;1081;1527;2678;19603;3714
Enero de 2019;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;957;31;145;189;47;277;268;104;36;91;657;69
Enero de 2019;1;Andalucía;11;Cádiz;11022;Lánea de la Concepcián, La;8439;338;1482;1848;392;2099;2280;91;605;1058;5169;1516
Enero de 2019;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;1664;54;235;309;75;520;471;129;85;170;1130;150
Enero de 2019;1;Andalucía;11;Cádiz;11024;Olvera;571;39;98;135;42;159;98;96;18;62;343;52
Enero de 2019;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;813;40;149;130;26;261;207;55;55;372;290;41
Enero de 2019;1;Andalucía;11;Cádiz;11026;Prado del Rey;811;40;116;181;17;203;254;40;130;47;534;60
Enero de 2019;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;10504;326;1836;2020;323;2890;3109;130;516;941;7478;1439
Enero de 2019;1;Andalucía;11;Cádiz;11028;Puerto Real;5344;167;1065;1051;169;1486;1406;80;589;543;3467;665
Enero de 2019;1;Andalucía;11;Cádiz;11029;Puerto Serrano;444;40;88;109;50;108;49;119;21;53;217;34
Enero de 2019;1;Andalucía;11;Cádiz;11030;Rota;3223;132;541;561;111;1036;842;40;458;195;2246;284
Enero de 2019;1;Andalucía;11;Cádiz;11031;San Fernando;11360;375;2023;2012;391;3203;3356;84;674;939;7854;1809
Enero de 2019;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;9334;368;1646;1802;372;2558;2588;953;487;960;5736;1198
Enero de 2019;1;Andalucía;11;Cádiz;11033;San Roque;3403;160;615;627;134;983;884;57;200;563;2148;435
Enero de 2019;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;185;11;23;50;15;50;36;30;3;28;107;17
Enero de 2019;1;Andalucía;11;Cádiz;11035;Tarifa;2208;83;423;355;94;645;608;35;84;102;1853;134
Enero de 2019;1;Andalucía;11;Cádiz;11036;Torre Alhóquime;60;1;10;19;4;20;6;10;1;10;37;2
Enero de 2019;1;Andalucía;11;Cádiz;11037;Trebujena;704;34;177;151;38;205;99;111;20;68;438;67
Enero de 2019;1;Andalucía;11;Cádiz;11038;Ubrique;2206;60;263;488;59;518;818;18;936;95;1030;127
Enero de 2019;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;2109;96;338;400;88;611;576;80;51;186;1620;172
Enero de 2019;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;32;3;6;9;0;7;7;1;0;3;26;2
Enero de 2019;1;Andalucía;11;Cádiz;11041;Villamartán;1685;128;293;372;112;465;315;198;90;171;1113;113
Enero de 2019;1;Andalucía;11;Cádiz;11042;Zahara;124;8;29;37;5;26;19;32;6;45;37;4
Enero de 2019;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;900;29;112;148;44;255;312;114;19;102;595;70
Enero de 2019;1;Andalucía;11;Cádiz;11902;San José del Valle;559;36;86;123;34;150;130;67;32;67;346;47
Enero de 2019;1;Andalucía;14;Córdoba;14001;Adamuz;211;5;35;53;10;77;31;69;2;21;115;4
Enero de 2019;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;712;40;114;160;66;233;99;88;49;68;445;62
Enero de 2019;1;Andalucía;14;Córdoba;14003;Alcaracejos;152;5;24;32;10;42;39;13;4;20;112;3
Enero de 2019;1;Andalucía;14;Córdoba;14004;Almedinilla;107;1;10;22;6;45;23;9;10;8;69;11
Enero de 2019;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;854;44;125;183;54;246;202;153;40;72;524;65
Enero de 2019;1;Andalucía;14;Córdoba;14006;Aíora;130;4;10;19;13;32;52;8;5;17;89;11
Enero de 2019;1;Andalucía;14;Córdoba;14007;Baena;1113;34;122;209;81;397;270;159;92;103;670;89
Enero de 2019;1;Andalucía;14;Córdoba;14008;Belalcózar;357;16;36;68;13;104;120;20;26;33;255;23
Enero de 2019;1;Andalucía;14;Córdoba;14009;Belmez;409;17;68;82;26;107;109;33;27;79;231;39
Enero de 2019;1;Andalucía;14;Córdoba;14010;Benamejó;205;6;24;43;25;77;30;22;20;19;126;18
Enero de 2019;1;Andalucía;14;Córdoba;14011;Blózquez, Los;90;5;13;11;6;24;31;6;4;6;69;5
Enero de 2019;1;Andalucía;14;Córdoba;14012;Bujalance;389;16;36;87;47;121;82;143;16;31;168;31
Enero de 2019;1;Andalucía;14;Córdoba;14013;Cabra;1387;48;206;257;83;417;376;155;143;74;890;125
Enero de 2019;1;Andalucía;14;Córdoba;14014;Caíete de las Torres;104;5;14;18;9;35;23;29;3;5;57;10
Enero de 2019;1;Andalucía;14;Córdoba;14015;Carcabuey;118;8;14;23;3;43;27;18;15;4;76;5
Enero de 2019;1;Andalucía;14;Córdoba;14016;Cardeía;106;10;14;25;3;19;35;17;3;12;68;6
Enero de 2019;1;Andalucía;14;Córdoba;14017;Carlota, La;1081;50;184;214;54;340;239;165;77;102;678;59
Enero de 2019;1;Andalucía;14;Córdoba;14018;Carpio, El;435;16;66;89;15;138;111;49;45;33;286;22
Enero de 2019;1;Andalucía;14;Córdoba;14019;Castro del Río;339;16;45;68;24;125;61;57;25;44;179;34
Enero de 2019;1;Andalucía;14;Córdoba;14020;Conquista;26;1;2;3;1;10;9;3;0;10;13;0
Enero de 2019;1;Andalucía;14;Córdoba;14021;Córdoba;34802;1213;5730;7128;1222;8842;10667;1513;2986;2517;24019;3767
Enero de 2019;1;Andalucía;14;Córdoba;14022;Doía Mencía;191;8;29;40;13;68;33;38;17;17;101;18
Enero de 2019;1;Andalucía;14;Córdoba;14023;Dos Torres;226;4;23;39;14;62;84;14;15;54;133;10
Enero de 2019;1;Andalucía;14;Córdoba;14024;Encinas Reales;165;7;25;33;8;55;37;20;21;23;93;8
Enero de 2019;1;Andalucía;14;Córdoba;14025;Espejo;97;6;8;22;11;37;13;11;3;13;61;9
Enero de 2019;1;Andalucía;14;Córdoba;14026;Espiel;251;6;32;40;17;62;94;32;25;41;140;13
Enero de 2019;1;Andalucía;14;Córdoba;14027;Fernán-Nóáez;729;30;131;178;39;236;115;91;38;64;458;78
Enero de 2019;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;64;2;13;8;3;16;22;4;1;17;42;0
Enero de 2019;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;671;36;100;134;25;170;206;64;37;64;449;57
Enero de 2019;1;Andalucía;14;Córdoba;14030;Fuente Palmera;629;28;95;140;50;208;108;154;60;70;317;28
Enero de 2019;1;Andalucía;14;Córdoba;14031;Fuente-Téjar;27;1;2;5;5;9;5;2;2;0;21;2
Enero de 2019;1;Andalucía;14;Córdoba;14032;Granjuela, La;67;5;10;10;4;9;29;6;1;30;27;3
Enero de 2019;1;Andalucía;14;Córdoba;14033;Guadalcózar;109;1;16;22;9;40;21;10;7;11;79;2
Enero de 2019;1;Andalucía;14;Córdoba;14034;Guijo, El;27;6;4;5;3;6;3;2;1;0;23;1
Enero de 2019;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;859;41;90;128;41;238;321;54;76;102;542;85
Enero de 2019;1;Andalucía;14;Córdoba;14036;Hornachuelos;286;8;48;71;15;84;60;63;7;112;99;5
Enero de 2019;1;Andalucía;14;Córdoba;14037;Iznójar;142;4;16;29;14;50;29;19;14;9;90;10
Enero de 2019;1;Andalucía;14;Córdoba;14038;Lucena;4075;182;513;719;204;1421;1036;335;851;207;2341;341
Enero de 2019;1;Andalucía;14;Córdoba;14039;Luque;135;1;13;36;14;40;31;28;10;9;80;8
Enero de 2019;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;128;7;16;27;7;56;15;26;16;5;72;9
Enero de 2019;1;Andalucía;14;Córdoba;14041;Montemayor;228;8;37;58;14;89;22;41;23;25;123;16
Enero de 2019;1;Andalucía;14;Córdoba;14042;Montilla;1864;64;251;327;63;554;605;166;270;118;1162;148
Enero de 2019;1;Andalucía;14;Córdoba;14043;Montoro;662;20;91;152;38;190;171;162;43;55;350;52
Enero de 2019;1;Andalucía;14;Córdoba;14044;Monturque;89;5;14;15;9;32;14;21;8;7;46;7
Enero de 2019;1;Andalucía;14;Córdoba;14045;Moriles;203;14;26;41;19;80;23;34;8;35;108;18
Enero de 2019;1;Andalucía;14;Córdoba;14046;Nueva Carteya;137;6;20;33;11;41;26;31;8;18;64;16
Enero de 2019;1;Andalucía;14;Córdoba;14047;Obejo;222;10;25;42;17;72;56;21;9;16;155;21
Enero de 2019;1;Andalucía;14;Córdoba;14048;Palenciana;75;2;6;17;9;29;12;10;6;1;53;5
Enero de 2019;1;Andalucía;14;Córdoba;14049;Palma del Río;1471;64;239;304;115;435;314;316;87;108;840;120
Enero de 2019;1;Andalucía;14;Córdoba;14050;Pedro Abad;221;7;30;38;12;68;66;26;12;26;142;15
Enero de 2019;1;Andalucía;14;Córdoba;14051;Pedroche;129;1;15;20;11;42;40;13;2;4;106;4
Enero de 2019;1;Andalucía;14;Córdoba;14052;Peíarroya-Pueblonuevo;1471;71;256;269;79;422;374;91;74;266;863;177
Enero de 2019;1;Andalucía;14;Córdoba;14053;Posadas;627;32;111;119;29;181;155;121;37;48;385;36
Enero de 2019;1;Andalucía;14;Córdoba;14054;Pozoblanco;1448;52;177;229;79;439;472;132;172;162;853;129
Enero de 2019;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1477;45;170;269;101;458;434;137;206;91;913;130
Enero de 2019;1;Andalucía;14;Córdoba;14056;Puente Genil;2887;119;436;502;171;934;725;376;384;270;1557;300
Enero de 2019;1;Andalucía;14;Córdoba;14057;Rambla, La;442;17;68;75;29;166;87;56;84;26;240;36
Enero de 2019;1;Andalucía;14;Córdoba;14058;Rute;459;22;58;95;30;151;103;66;80;37;239;37
Enero de 2019;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;43;2;8;9;1;17;6;5;2;6;26;4
Enero de 2019;1;Andalucía;14;Córdoba;14060;Santaella;274;18;45;55;25;103;28;56;26;20;144;28
Enero de 2019;1;Andalucía;14;Córdoba;14061;Santa Eufemia;62;3;6;16;0;13;24;4;2;20;36;0
Enero de 2019;1;Andalucía;14;Córdoba;14062;Torrecampo;73;3;11;12;4;19;24;6;3;3;58;3
Enero de 2019;1;Andalucía;14;Córdoba;14063;Valenzuela;16;0;5;3;0;4;4;5;0;1;10;0
Enero de 2019;1;Andalucía;14;Córdoba;14064;Valsequillo;40;2;4;7;4;13;10;3;0;25;11;1
Enero de 2019;1;Andalucía;14;Córdoba;14065;Victoria, La;132;9;14;34;7;43;25;21;5;16;76;14
Enero de 2019;1;Andalucía;14;Córdoba;14066;Villa del Río;580;23;79;102;35;171;170;92;108;23;311;46
Enero de 2019;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;430;18;67;74;27;147;97;57;46;28;276;23
Enero de 2019;1;Andalucía;14;Córdoba;14068;Villaharta;60;0;11;16;3;16;14;7;2;2;46;3
Enero de 2019;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;580;24;84;142;43;157;130;111;49;49;317;54
Enero de 2019;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;112;6;11;28;5;24;38;11;1;25;74;1
Enero de 2019;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;113;2;15;18;6;30;42;17;4;8;76;8
Enero de 2019;1;Andalucía;14;Córdoba;14072;Villaralto;59;2;7;14;5;26;5;13;2;3;38;3
Enero de 2019;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;286;8;43;54;17;81;83;69;9;31;154;23
Enero de 2019;1;Andalucía;14;Córdoba;14074;Viso, El;174;6;31;33;7;58;39;28;9;17;112;8
Enero de 2019;1;Andalucía;14;Córdoba;14075;Zuheros;28;2;4;6;4;7;5;3;3;3;18;1
Enero de 2019;1;Andalucía;18;Granada;18001;Agrán;27;1;8;3;2;11;2;1;2;2;20;2
Enero de 2019;1;Andalucía;18;Granada;18002;Alamedilla;35;2;6;9;4;8;6;7;0;15;11;2
Enero de 2019;1;Andalucía;18;Granada;18003;Albolote;1672;61;275;320;46;462;508;92;123;162;1132;163
Enero de 2019;1;Andalucía;18;Granada;18004;Albondán;55;4;14;8;7;12;10;6;2;10;30;7
Enero de 2019;1;Andalucía;18;Granada;18005;Albuóán;38;4;4;8;1;12;9;3;3;8;23;1
Enero de 2019;1;Andalucía;18;Granada;18006;Albuíol;492;30;112;92;35;152;71;146;11;42;249;44
Enero de 2019;1;Andalucía;18;Granada;18007;Albuíuelas;46;1;6;9;1;15;14;10;1;13;22;0
Enero de 2019;1;Andalucía;18;Granada;18010;Aldeire;53;1;9;17;5;12;9;4;1;29;17;2
Enero de 2019;1;Andalucía;18;Granada;18011;Alfacar;491;21;83;109;22;143;113;20;47;70;304;50
Enero de 2019;1;Andalucía;18;Granada;18012;Algarinejo;68;5;11;22;4;18;8;11;1;13;39;4
Enero de 2019;1;Andalucía;18;Granada;18013;Alhama de Granada;321;14;51;71;21;95;69;71;16;32;182;20
Enero de 2019;1;Andalucía;18;Granada;18014;Alhendán;951;44;185;164;32;305;221;26;46;82;704;93
Enero de 2019;1;Andalucía;18;Granada;18015;Alicán de Ortega;23;1;2;5;2;11;2;5;1;3;11;3
Enero de 2019;1;Andalucía;18;Granada;18016;Almegójar;19;1;5;6;2;2;3;2;1;2;13;1
