;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Enero de 2026;1;Andalucía;4;Almería;04068;Olula de Castro;8;0;0;5;0;<5;<5;0;<5;<5;6;0
Enero de 2026;1;Andalucía;4;Almería;04069;Olula del Río;500;15;78;108;23;104;172;22;78;37;310;53
Enero de 2026;1;Andalucía;4;Almería;04070;Oria;75;5;14;16;<5;14;24;6;7;7;46;9
Enero de 2026;1;Andalucía;4;Almería;04071;Padules;22;0;<5;8;<5;<5;6;<5;<5;<5;13;<5
Enero de 2026;1;Andalucía;4;Almería;04072;Partaloa;15;0;<5;<5;<5;<5;5;0;<5;<5;11;<5
Enero de 2026;1;Andalucía;4;Almería;04073;Paterna del Río;35;<5;5;8;<5;<5;16;<5;<5;<5;27;<5
Enero de 2026;1;Andalucía;4;Almería;04074;Pechina;352;26;40;84;19;72;111;26;8;34;229;55
Enero de 2026;1;Andalucía;4;Almería;04075;Pulpó;296;13;36;60;15;77;95;44;16;24;188;24
Enero de 2026;1;Andalucía;4;Almería;04076;Purchena;81;<5;12;21;<5;19;23;8;15;6;43;9
Enero de 2026;1;Andalucía;4;Almería;04077;Rógol;10;<5;<5;<5;0;<5;<5;<5;0;<5;6;<5
Enero de 2026;1;Andalucía;4;Almería;04078;Rioja;161;13;22;37;6;28;55;15;5;17;115;9
Enero de 2026;1;Andalucía;4;Almería;04079;Roquetas de Mar;5890;281;876;1278;190;1315;1950;570;169;619;3877;655
Enero de 2026;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;19;0;<5;8;<5;0;7;<5;<5;<5;11;<5
Enero de 2026;1;Andalucía;4;Almería;04081;Santa Fe de Mondójar;40;5;5;10;<5;7;9;6;<5;<5;22;5
Enero de 2026;1;Andalucía;4;Almería;04082;Senés;23;<5;<5;7;0;<5;8;<5;0;<5;19;<5
Enero de 2026;1;Andalucía;4;Almería;04083;Serán;105;8;11;25;5;22;34;<5;13;9;69;10
Enero de 2026;1;Andalucía;4;Almería;04084;Sierro;35;<5;12;8;0;<5;9;<5;8;<5;18;<5
Enero de 2026;1;Andalucía;4;Almería;04085;Somontán;20;0;<5;7;0;<5;7;0;<5;<5;12;0
Enero de 2026;1;Andalucía;4;Almería;04086;Sorbas;155;7;17;36;9;33;53;23;8;10;97;17
Enero de 2026;1;Andalucía;4;Almería;04087;Sufló;17;<5;<5;<5;<5;<5;8;<5;<5;<5;7;<5
Enero de 2026;1;Andalucía;4;Almería;04088;Tabernas;267;14;25;78;15;66;69;29;16;35;158;29
Enero de 2026;1;Andalucía;4;Almería;04089;Taberno;38;<5;<5;11;<5;13;6;5;<5;<5;24;<5
Enero de 2026;1;Andalucía;4;Almería;04090;Tahal;22;0;<5;10;<5;<5;6;<5;<5;<5;16;0
Enero de 2026;1;Andalucía;4;Almería;04091;Terque;30;0;<5;6;<5;5;12;<5;<5;<5;19;<5
Enero de 2026;1;Andalucía;4;Almería;04092;Tójola;209;8;36;50;8;50;57;22;20;21;128;18
Enero de 2026;1;Andalucía;4;Almería;04093;Turre;243;12;27;52;15;56;81;10;11;25;162;35
Enero de 2026;1;Andalucía;4;Almería;04094;Turrillas;10;0;<5;<5;<5;<5;<5;0;<5;0;6;<5
Enero de 2026;1;Andalucía;4;Almería;04095;Uleila del Campo;42;<5;5;13;<5;7;15;<5;<5;<5;29;<5
Enero de 2026;1;Andalucía;4;Almería;04096;Urrócal;16;0;<5;5;<5;<5;6;<5;<5;<5;11;<5
Enero de 2026;1;Andalucía;4;Almería;04097;Velefique;10;<5;<5;<5;<5;<5;<5;<5;0;<5;7;<5
Enero de 2026;1;Andalucía;4;Almería;04098;Vélez-Blanco;87;<5;17;18;<5;17;27;6;<5;5;65;7
Enero de 2026;1;Andalucía;4;Almería;04099;Vélez-Rubio;296;12;29;71;15;84;85;19;39;30;175;33
Enero de 2026;1;Andalucía;4;Almería;04100;Vera;1053;43;165;219;43;226;357;60;40;89;750;114
Enero de 2026;1;Andalucía;4;Almería;04101;Viator;425;22;67;81;11;115;129;19;15;46;303;42
Enero de 2026;1;Andalucía;4;Almería;04102;Vócar;1356;87;220;287;69;323;370;186;44;118;813;195
Enero de 2026;1;Andalucía;4;Almería;04103;Zurgena;147;11;22;36;10;28;40;15;<5;28;84;17
Enero de 2026;1;Andalucía;4;Almería;04901;Tres Villas, Las;25;0;5;7;<5;<5;7;0;0;<5;19;<5
Enero de 2026;1;Andalucía;4;Almería;04902;Ejido, El;3678;161;544;719;151;927;1176;681;122;254;2190;431
Enero de 2026;1;Andalucía;4;Almería;04903;Mojonera, La;309;24;56;60;19;70;80;65;14;29;153;48
Enero de 2026;1;Andalucía;4;Almería;04904;Balanegra;107;7;17;23;<5;28;31;20;<5;8;64;12
Enero de 2026;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;569;17;60;120;16;138;218;39;20;50;419;41
Enero de 2026;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;271;17;41;102;8;44;59;38;10;38;158;27
Enero de 2026;1;Andalucía;11;Cádiz;11003;Algar;134;10;11;23;8;25;57;<5;16;9;92;14
Enero de 2026;1;Andalucía;11;Cádiz;11004;Algeciras;12330;516;1644;2368;523;3039;4240;183;506;1022;8524;2095
Enero de 2026;1;Andalucía;11;Cádiz;11005;Algodonales;427;22;59;119;17;95;115;50;11;27;317;22
Enero de 2026;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;3240;140;316;615;151;725;1293;199;125;389;2266;261
Enero de 2026;1;Andalucía;11;Cádiz;11007;Barbate;2179;79;263;461;104;421;851;89;140;154;1568;228
Enero de 2026;1;Andalucía;11;Cádiz;11008;Barrios, Los;2045;100;220;320;91;523;791;39;116;164;1534;192
Enero de 2026;1;Andalucía;11;Cádiz;11009;Benaocaz;65;0;10;14;<5;15;24;<5;6;7;46;<5
Enero de 2026;1;Andalucía;11;Cádiz;11010;Bornos;553;23;81;139;33;137;140;68;18;54;370;43
Enero de 2026;1;Andalucía;11;Cádiz;11011;Bosque, El;177;10;17;46;10;29;65;5;25;8;128;11
Enero de 2026;1;Andalucía;11;Cádiz;11012;Cádiz;8616;303;1137;2094;247;1641;3194;54;429;533;6649;951
Enero de 2026;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;226;12;22;41;6;55;90;<5;8;8;194;14
Enero de 2026;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;1484;54;193;339;50;302;546;58;55;131;1110;130
Enero de 2026;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;8068;339;1002;1704;295;1756;2972;85;365;1096;5401;1121
Enero de 2026;1;Andalucía;11;Cádiz;11016;Chipiona;1572;71;242;328;47;361;523;123;43;103;1182;121
Enero de 2026;1;Andalucía;11;Cádiz;11017;Espera;238;18;28;57;20;57;58;24;7;20;166;21
Enero de 2026;1;Andalucía;11;Cádiz;11018;Gastor, El;134;<5;17;56;5;19;33;6;<5;24;98;<5
Enero de 2026;1;Andalucía;11;Cádiz;11019;Grazalema;145;<5;17;37;5;23;60;5;10;7;117;6
Enero de 2026;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;21135;828;2470;4120;780;4423;8514;649;948;1670;15111;2757
Enero de 2026;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;566;28;50;115;16;140;217;41;14;47;416;48
Enero de 2026;1;Andalucía;11;Cádiz;11022;Lánea de la Concepcián, La;8135;295;1255;1649;294;2114;2528;79;412;831;5209;1604
Enero de 2026;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;1205;42;135;259;29;309;431;63;49;118;890;85
Enero de 2026;1;Andalucía;11;Cádiz;11024;Olvera;456;18;63;128;29;97;121;57;21;46;291;41
Enero de 2026;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;566;21;61;105;26;163;190;39;17;207;262;41
Enero de 2026;1;Andalucía;11;Cádiz;11026;Prado del Rey;603;23;80;164;15;112;209;38;114;49;374;28
Enero de 2026;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;7691;245;937;1513;235;1701;3060;101;319;529;5797;945
Enero de 2026;1;Andalucía;11;Cádiz;11028;Puerto Real;3531;149;458;671;102;753;1398;45;265;260;2495;466
Enero de 2026;1;Andalucía;11;Cádiz;11029;Puerto Serrano;332;23;43;102;38;75;51;35;16;36;220;25
Enero de 2026;1;Andalucía;11;Cádiz;11030;Rota;1944;76;243;396;80;423;726;22;283;131;1304;204
Enero de 2026;1;Andalucía;11;Cádiz;11031;San Fernando;8258;318;1025;1569;268;1764;3314;69;334;542;6104;1209
Enero de 2026;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;6224;241;832;1238;245;1452;2216;518;254;513;4218;721
Enero de 2026;1;Andalucía;11;Cádiz;11033;San Roque;2802;129;378;544;101;661;989;28;166;434;1874;300
Enero de 2026;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;172;<5;24;57;7;42;38;22;<5;23;115;8
Enero de 2026;1;Andalucía;11;Cádiz;11035;Tarifa;1102;48;164;238;49;197;406;25;31;82;848;116
Enero de 2026;1;Andalucía;11;Cádiz;11036;Torre Alhóquime;61;<5;12;19;<5;12;10;16;<5;5;28;8
Enero de 2026;1;Andalucía;11;Cádiz;11037;Trebujena;436;25;77;99;23;118;94;44;9;11;331;41
Enero de 2026;1;Andalucía;11;Cádiz;11038;Ubrique;1287;37;135;307;43;222;543;13;613;46;543;72
Enero de 2026;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;1114;33;132;285;36;202;426;37;25;124;832;96
Enero de 2026;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;27;0;<5;5;<5;5;14;<5;<5;0;23;0
Enero de 2026;1;Andalucía;11;Cádiz;11041;Villamartán;1164;70;173;284;70;257;310;101;72;126;788;77
Enero de 2026;1;Andalucía;11;Cádiz;11042;Zahara;80;<5;14;26;5;14;17;11;7;18;43;<5
Enero de 2026;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;593;21;52;109;22;125;264;57;15;80;400;41
Enero de 2026;1;Andalucía;11;Cádiz;11902;San José del Valle;393;13;35;88;13;100;144;35;14;48;270;26
Enero de 2026;1;Andalucía;11;Cádiz;11903;San Martín del Tesorillo;201;8;32;53;7;43;58;9;<5;27;148;14
Enero de 2026;1;Andalucía;14;Córdoba;14001;Adamuz;93;7;7;19;9;30;21;16;<5;8;58;8
Enero de 2026;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;434;17;56;104;26;128;103;38;38;40;282;36
Enero de 2026;1;Andalucía;14;Córdoba;14003;Alcaracejos;84;7;14;23;<5;19;19;6;6;16;54;<5
Enero de 2026;1;Andalucía;14;Córdoba;14004;Almedinilla;73;<5;9;13;<5;24;20;5;7;<5;49;9
Enero de 2026;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;628;30;65;142;40;165;186;69;25;47;433;54
Enero de 2026;1;Andalucía;14;Córdoba;14006;Aíora;89;<5;13;20;5;25;24;8;<5;31;41;6
Enero de 2026;1;Andalucía;14;Córdoba;14007;Baena;812;33;82;143;52;238;264;86;55;54;533;84
Enero de 2026;1;Andalucía;14;Córdoba;14008;Belalcózar;263;<5;28;49;10;60;112;19;13;19;197;15
Enero de 2026;1;Andalucía;14;Córdoba;14009;Belmez;251;<5;25;60;5;63;94;6;13;60;153;19
Enero de 2026;1;Andalucía;14;Córdoba;14010;Benamejó;168;5;23;40;9;51;40;28;15;17;95;13
Enero de 2026;1;Andalucía;14;Córdoba;14011;Blózquez, Los;55;<5;9;8;5;12;18;<5;<5;<5;45;<5
Enero de 2026;1;Andalucía;14;Córdoba;14012;Bujalance;242;14;24;51;10;76;67;58;14;22;129;19
Enero de 2026;1;Andalucía;14;Córdoba;14013;Cabra;1019;43;134;181;36;245;380;93;81;64;687;94
Enero de 2026;1;Andalucía;14;Córdoba;14014;Caíete de las Torres;67;<5;5;7;6;16;32;5;5;<5;45;8
Enero de 2026;1;Andalucía;14;Córdoba;14015;Carcabuey;73;<5;5;10;<5;19;34;7;9;0;51;6
Enero de 2026;1;Andalucía;14;Córdoba;14016;Cardeía;67;0;6;19;<5;14;24;<5;5;9;49;0
Enero de 2026;1;Andalucía;14;Córdoba;14017;Carlota, La;715;34;97;169;22;173;220;80;70;60;462;43
Enero de 2026;1;Andalucía;14;Córdoba;14018;Carpio, El;233;12;19;56;6;50;90;11;25;27;155;15
Enero de 2026;1;Andalucía;14;Córdoba;14019;Castro del Río;244;9;28;40;17;83;67;32;16;19;153;24
Enero de 2026;1;Andalucía;14;Córdoba;14020;Conquista;22;<5;<5;5;0;7;7;5;0;<5;16;0
Enero de 2026;1;Andalucía;14;Córdoba;14021;Córdoba;25904;1038;3490;5736;958;5168;9514;1044;2023;1740;18089;3008
Enero de 2026;1;Andalucía;14;Córdoba;14022;Doía Mencía;125;5;15;29;<5;37;35;8;12;12;79;14
Enero de 2026;1;Andalucía;14;Córdoba;14023;Dos Torres;154;<5;11;26;8;34;72;11;16;18;103;6
Enero de 2026;1;Andalucía;14;Córdoba;14024;Encinas Reales;144;<5;18;34;12;29;47;9;12;26;85;12
Enero de 2026;1;Andalucía;14;Córdoba;14025;Espejo;65;<5;9;12;7;18;15;9;<5;8;38;7
Enero de 2026;1;Andalucía;14;Córdoba;14026;Espiel;153;7;15;28;<5;29;70;8;16;9;110;10
Enero de 2026;1;Andalucía;14;Córdoba;14027;Fernán-Nóáez;495;34;75;109;27;120;130;44;38;44;321;48
Enero de 2026;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;27;0;<5;5;0;9;10;0;<5;6;20;0
Enero de 2026;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;444;13;39;103;14;92;183;43;20;46;310;25
Enero de 2026;1;Andalucía;14;Córdoba;14030;Fuente Palmera;402;19;61;89;13;99;121;53;38;63;222;26
Enero de 2026;1;Andalucía;14;Córdoba;14031;Fuente-Téjar;20;<5;<5;<5;0;<5;8;<5;<5;0;15;0
Enero de 2026;1;Andalucía;14;Córdoba;14032;Granjuela, La;49;<5;0;14;<5;8;22;<5;<5;17;23;5
Enero de 2026;1;Andalucía;14;Córdoba;14033;Guadalcózar;91;<5;9;19;<5;31;25;7;<5;6;74;<5
Enero de 2026;1;Andalucía;14;Córdoba;14034;Guijo, El;22;<5;<5;<5;<5;<5;6;<5;<5;<5;18;0
Enero de 2026;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;518;13;63;78;15;118;231;24;32;53;371;38
Enero de 2026;1;Andalucía;14;Córdoba;14036;Hornachuelos;220;9;25;49;22;56;59;30;8;40;127;15
Enero de 2026;1;Andalucía;14;Córdoba;14037;Iznójar;92;7;9;19;6;31;20;9;5;6;62;10
Enero de 2026;1;Andalucía;14;Córdoba;14038;Lucena;2826;129;276;507;132;724;1058;196;480;134;1707;309
Enero de 2026;1;Andalucía;14;Córdoba;14039;Luque;113;9;10;14;9;27;44;8;12;7;71;15
Enero de 2026;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;101;<5;14;18;5;36;25;11;10;10;58;12
Enero de 2026;1;Andalucía;14;Córdoba;14041;Montemayor;157;10;21;33;6;47;40;22;7;15;101;12
Enero de 2026;1;Andalucía;14;Córdoba;14042;Montilla;1284;47;156;239;36;294;512;112;168;94;806;104
Enero de 2026;1;Andalucía;14;Córdoba;14043;Montoro;402;16;41;75;21;106;143;59;36;44;229;34
Enero de 2026;1;Andalucía;14;Córdoba;14044;Monturque;86;<5;7;19;6;31;19;11;9;10;51;5
Enero de 2026;1;Andalucía;14;Córdoba;14045;Moriles;169;6;25;43;14;40;41;14;11;28;97;19
Enero de 2026;1;Andalucía;14;Córdoba;14046;Nueva Carteya;104;8;22;21;10;22;21;11;<5;10;61;18
Enero de 2026;1;Andalucía;14;Córdoba;14047;Obejo;156;<5;15;38;8;34;58;7;8;27;106;8
Enero de 2026;1;Andalucía;14;Córdoba;14048;Palenciana;59;<5;9;9;<5;19;17;9;<5;5;39;<5
Enero de 2026;1;Andalucía;14;Córdoba;14049;Palma del Río;1086;56;131;197;66;270;366;154;47;87;696;102
Enero de 2026;1;Andalucía;14;Córdoba;14050;Pedro Abad;153;<5;20;33;<5;37;59;11;10;19;103;10
Enero de 2026;1;Andalucía;14;Córdoba;14051;Pedroche;86;<5;11;22;<5;23;26;5;<5;17;59;<5
Enero de 2026;1;Andalucía;14;Córdoba;14052;Peíarroya-Pueblonuevo;1136;36;149;240;35;281;395;54;56;107;811;108
Enero de 2026;1;Andalucía;14;Córdoba;14053;Posadas;387;23;43;64;26;92;139;50;14;26;264;33
Enero de 2026;1;Andalucía;14;Córdoba;14054;Pozoblanco;1037;43;101;182;42;260;409;85;76;79;691;106
Enero de 2026;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1180;26;124;228;42;270;490;74;191;75;739;101
Enero de 2026;1;Andalucía;14;Córdoba;14056;Puente Genil;2090;83;281;333;94;529;770;280;269;141;1175;225
Enero de 2026;1;Andalucía;14;Córdoba;14057;Rambla, La;346;16;37;74;16;96;107;34;50;23;208;31
Enero de 2026;1;Andalucía;14;Córdoba;14058;Rute;361;11;47;86;27;81;109;35;52;42;190;42
Enero de 2026;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;34;0;<5;13;<5;9;8;<5;<5;8;17;<5
Enero de 2026;1;Andalucía;14;Córdoba;14060;Santaella;118;<5;17;22;8;34;33;16;14;7;76;5
Enero de 2026;1;Andalucía;14;Córdoba;14061;Santa Eufemia;35;<5;<5;8;<5;7;14;<5;<5;7;25;0
Enero de 2026;1;Andalucía;14;Córdoba;14062;Torrecampo;45;<5;5;11;<5;5;18;6;0;12;24;<5
Enero de 2026;1;Andalucía;14;Córdoba;14063;Valenzuela;16;0;<5;<5;<5;<5;9;<5;<5;<5;10;<5
Enero de 2026;1;Andalucía;14;Córdoba;14064;Valsequillo;23;<5;<5;<5;<5;7;10;0;0;<5;18;<5
Enero de 2026;1;Andalucía;14;Córdoba;14065;Victoria, La;103;9;5;32;5;38;14;10;8;17;64;<5
Enero de 2026;1;Andalucía;14;Córdoba;14066;Villa del Río;406;11;46;82;23;88;156;45;95;21;218;27
Enero de 2026;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;266;8;22;49;12;65;110;16;32;20;181;17
Enero de 2026;1;Andalucía;14;Córdoba;14068;Villaharta;43;<5;<5;11;<5;8;18;0;<5;0;40;<5
Enero de 2026;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;380;12;45;86;15;113;109;56;20;33;254;17
Enero de 2026;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;70;<5;7;18;<5;15;27;7;<5;12;47;<5
Enero de 2026;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;98;<5;10;19;6;25;37;9;6;5;71;7
Enero de 2026;1;Andalucía;14;Córdoba;14072;Villaralto;38;<5;5;11;<5;9;11;5;<5;<5;27;0
Enero de 2026;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;243;7;23;66;8;42;97;40;11;40;136;16
Enero de 2026;1;Andalucía;14;Córdoba;14074;Viso, El;140;7;17;32;11;30;43;13;5;9;100;13
Enero de 2026;1;Andalucía;14;Córdoba;14075;Zuheros;22;0;<5;6;<5;<5;9;<5;0;<5;16;<5
Enero de 2026;1;Andalucía;14;Córdoba;14901;Fuente Carreteros;30;<5;0;10;<5;<5;11;<5;0;<5;21;<5
Enero de 2026;1;Andalucía;14;Córdoba;14902;Guijarrosa, La;40;<5;<5;11;<5;9;14;7;7;<5;21;<5
Enero de 2026;1;Andalucía;18;Granada;18001;Agrán;19;<5;<5;<5;<5;9;<5;<5;<5;<5;11;<5
Enero de 2026;1;Andalucía;18;Granada;18002;Alamedilla;23;<5;<5;7;<5;5;5;<5;<5;9;7;<5
