fecha;pais_orig;mun_dest;turistas
2022-04-01;Total Sudamérica;Torrevieja;170
2022-04-01;Total Asia;Torrevieja;155
2022-04-01;Austria;Torrevieja;128
2022-04-01;Bélgica;Torrevieja;3840
2022-04-01;Bulgaria;Torrevieja;92
2022-04-01;Dinamarca;Torrevieja;871
2022-04-01;Finlandia;Torrevieja;1807
2022-04-01;Francia;Torrevieja;1461
2022-04-01;Hungria;Torrevieja;94
2022-04-01;Irlanda;Torrevieja;1943
2022-04-01;Islandia;Torrevieja;280
2022-04-01;Italia;Torrevieja;237
2022-04-01;Luxemburgo;Torrevieja;106
2022-04-01;Noruega;Torrevieja;4350
2022-04-01;Países Bajos;Torrevieja;1002
2022-04-01;Polonia;Torrevieja;1504
2022-04-01;Portugal;Torrevieja;52
2022-04-01;Reino Unido;Torrevieja;9978
2022-04-01;Alemania;Torrevieja;2405
2022-04-01;Rumania;Torrevieja;123
2022-04-01;Suecia;Torrevieja;6540
2022-04-01;Suiza;Torrevieja;455
2022-04-01;Letonia;Torrevieja;88
2022-04-01;Bielorrusia / belarus;Torrevieja;46
2022-04-01;Estonia;Torrevieja;205
2022-04-01;Lituania;Torrevieja;360
2022-04-01;República Checa;Torrevieja;190
2022-04-01;Rusia;Torrevieja;372
2022-04-01;Argelia;Torrevieja;78
2022-04-01;Marruecos;Torrevieja;82
2022-04-01;EE.UU.;Torrevieja;117
2022-04-01;Colombia;Torrevieja;116
2022-04-01;China;Torrevieja;34
2022-04-01;Kazajstan;Torrevieja;38
2022-05-01;Total;Torrevieja;38588
2022-05-01;Total Europa;Torrevieja;37797
2022-05-01;Total Unión Europea;Torrevieja;22673
2022-05-01;Total África;Torrevieja;206
2022-05-01;Total América;Torrevieja;461
2022-05-01;Total América del Norte;Torrevieja;231
2022-05-01;Total Sudamérica;Torrevieja;227
2022-05-01;Total Asia;Torrevieja;119
2022-05-01;Austria;Torrevieja;121
2022-05-01;Bélgica;Torrevieja;2859
2022-05-01;Bulgaria;Torrevieja;79
2022-05-01;Dinamarca;Torrevieja;730
2022-05-01;Finlandia;Torrevieja;1515
2022-05-01;Francia;Torrevieja;1811
2022-05-01;Hungria;Torrevieja;112
2022-05-01;Irlanda;Torrevieja;1856
2022-05-01;Islandia;Torrevieja;257
2022-05-01;Italia;Torrevieja;279
2022-05-01;Luxemburgo;Torrevieja;89
2022-05-01;Noruega;Torrevieja;3877
2022-05-01;Países Bajos;Torrevieja;1345
2022-05-01;Polonia;Torrevieja;1837
2022-05-01;Portugal;Torrevieja;32
2022-05-01;Reino Unido;Torrevieja;10071
2022-05-01;Alemania;Torrevieja;2194
2022-05-01;Rumania;Torrevieja;159
2022-05-01;Suecia;Torrevieja;6749
2022-05-01;Suiza;Torrevieja;449
2022-05-01;Letonia;Torrevieja;113
2022-05-01;Moldavia / moldava;Torrevieja;38
2022-05-01;Bielorrusia / belarus;Torrevieja;68
2022-05-01;Estonia;Torrevieja;196
2022-05-01;Lituania;Torrevieja;317
2022-05-01;República Checa;Torrevieja;240
2022-05-01;Rusia;Torrevieja;316
2022-05-01;Argelia;Torrevieja;93
2022-05-01;Marruecos;Torrevieja;94
2022-05-01;Canada;Torrevieja;61
2022-05-01;EE.UU.;Torrevieja;124
2022-05-01;Mexico;Torrevieja;46
2022-05-01;Argentina;Torrevieja;43
2022-05-01;Colombia;Torrevieja;133
2022-05-01;China;Torrevieja;48
2022-06-01;Total;Torrevieja;40159
2022-06-01;Total Europa;Torrevieja;39140
2022-06-01;Total Unión Europea;Torrevieja;23527
2022-06-01;Total África;Torrevieja;228
2022-06-01;Total América;Torrevieja;638
2022-06-01;Total América del Norte;Torrevieja;375
2022-06-01;Total Sudamérica;Torrevieja;261
2022-06-01;Total Asia;Torrevieja;152
2022-06-01;Austria;Torrevieja;166
2022-06-01;Bélgica;Torrevieja;3055
2022-06-01;Bulgaria;Torrevieja;94
2022-06-01;Dinamarca;Torrevieja;737
2022-06-01;Finlandia;Torrevieja;1734
2022-06-01;Francia;Torrevieja;1369
2022-06-01;Hungria;Torrevieja;118
2022-06-01;Irlanda;Torrevieja;2155
2022-06-01;Islandia;Torrevieja;297
2022-06-01;Italia;Torrevieja;266
2022-06-01;Luxemburgo;Torrevieja;104
2022-06-01;Noruega;Torrevieja;3801
2022-06-01;Países Bajos;Torrevieja;1076
2022-06-01;Polonia;Torrevieja;1950
2022-06-01;Portugal;Torrevieja;64
2022-06-01;Reino Unido;Torrevieja;10526
2022-06-01;Alemania;Torrevieja;2716
2022-06-01;Rumania;Torrevieja;169
2022-06-01;Suecia;Torrevieja;6650
2022-06-01;Suiza;Torrevieja;446
2022-06-01;Letonia;Torrevieja;160
2022-06-01;Moldavia / moldava;Torrevieja;33
2022-06-01;Bielorrusia / belarus;Torrevieja;82
2022-06-01;Estonia;Torrevieja;213
2022-06-01;Lituania;Torrevieja;331
2022-06-01;República Checa;Torrevieja;357
2022-06-01;Eslovaquia;Torrevieja;34
2022-06-01;Rusia;Torrevieja;364
2022-06-01;Argelia;Torrevieja;128
2022-06-01;Marruecos;Torrevieja;83
2022-06-01;EE.UU.;Torrevieja;298
2022-06-01;Argentina;Torrevieja;39
2022-06-01;Brasil;Torrevieja;39
2022-06-01;Colombia;Torrevieja;151
2022-06-01;China;Torrevieja;34
2022-06-01;Kazajstan;Torrevieja;51
2022-07-01;Total;Torrevieja;59501
2022-07-01;Total Europa;Torrevieja;58189
2022-07-01;Total Unión Europea;Torrevieja;37507
2022-07-01;Total África;Torrevieja;325
2022-07-01;Total América;Torrevieja;727
2022-07-01;Total América del Norte;Torrevieja;415
2022-07-01;Total Sudamérica;Torrevieja;306
2022-07-01;Total Asia;Torrevieja;255
2022-07-01;Austria;Torrevieja;260
2022-07-01;Bélgica;Torrevieja;5983
2022-07-01;Bulgaria;Torrevieja;148
2022-07-01;Dinamarca;Torrevieja;1685
2022-07-01;Finlandia;Torrevieja;1847
2022-07-01;Francia;Torrevieja;3447
2022-07-01;Hungria;Torrevieja;205
2022-07-01;Irlanda;Torrevieja;2485
2022-07-01;Islandia;Torrevieja;381
2022-07-01;Italia;Torrevieja;518
2022-07-01;Luxemburgo;Torrevieja;119
2022-07-01;Noruega;Torrevieja;6635
2022-07-01;Países Bajos;Torrevieja;1393
2022-07-01;Polonia;Torrevieja;2617
2022-07-01;Portugal;Torrevieja;118
2022-07-01;Reino Unido;Torrevieja;12107
2022-07-01;Alemania;Torrevieja;3133
2022-07-01;Rumania;Torrevieja;194
2022-07-01;Suecia;Torrevieja;11986
2022-07-01;Suiza;Torrevieja;775
2022-07-01;Letonia;Torrevieja;128
2022-07-01;Moldavia / moldava;Torrevieja;41
2022-07-01;Bielorrusia / belarus;Torrevieja;102
2022-07-01;Estonia;Torrevieja;251
2022-07-01;Lituania;Torrevieja;362
2022-07-01;República Checa;Torrevieja;563
2022-07-01;Eslovaquia;Torrevieja;47
2022-07-01;Rusia;Torrevieja;594
2022-07-01;Argelia;Torrevieja;159
2022-07-01;Marruecos;Torrevieja;137
2022-07-01;EE.UU.;Torrevieja;297
2022-07-01;Argentina;Torrevieja;70
2022-07-01;Brasil;Torrevieja;45
2022-07-01;Colombia;Torrevieja;127
2022-07-01;Chile;Torrevieja;30
2022-07-01;China;Torrevieja;54
2022-07-01;Kazajstan;Torrevieja;103
2022-08-01;Total;Torrevieja;65336
2022-08-01;Total Europa;Torrevieja;63510
2022-08-01;Total Unión Europea;Torrevieja;43006
2022-08-01;Total África;Torrevieja;772
2022-08-01;Total América;Torrevieja;791
2022-08-01;Total América del Norte;Torrevieja;443
2022-08-01;Total Sudamérica;Torrevieja;341
2022-08-01;Total Asia;Torrevieja;247
2022-08-01;Austria;Torrevieja;414
2022-08-01;Bélgica;Torrevieja;6439
2022-08-01;Bulgaria;Torrevieja;104
2022-08-01;Dinamarca;Torrevieja;1058
2022-08-01;Finlandia;Torrevieja;1197
2022-08-01;Francia;Torrevieja;8311
2022-08-01;Hungria;Torrevieja;223
2022-08-01;Irlanda;Torrevieja;3043
2022-08-01;Islandia;Torrevieja;319
2022-08-01;Italia;Torrevieja;594
2022-08-01;Liechtenstein;Torrevieja;41
2022-08-01;Luxemburgo;Torrevieja;185
2022-08-01;Noruega;Torrevieja;5222
2022-08-01;Países Bajos;Torrevieja;2501
2022-08-01;Polonia;Torrevieja;3054
2022-08-01;Portugal;Torrevieja;353
2022-08-01;Reino Unido;Torrevieja;13077
2022-08-01;Alemania;Torrevieja;4118
2022-08-01;Rumania;Torrevieja;206
2022-08-01;Suecia;Torrevieja;9895
2022-08-01;Suiza;Torrevieja;957
2022-08-01;Letonia;Torrevieja;140
2022-08-01;Bielorrusia / belarus;Torrevieja;87
2022-08-01;Estonia;Torrevieja;272
2022-08-01;Lituania;Torrevieja;361
2022-08-01;República Checa;Torrevieja;476
2022-08-01;Eslovaquia;Torrevieja;52
2022-08-01;Rusia;Torrevieja;724
2022-08-01;Argelia;Torrevieja;436
2022-08-01;Marruecos;Torrevieja;304
2022-08-01;Canada;Torrevieja;70
2022-08-01;EE.UU.;Torrevieja;338
2022-08-01;Mexico;Torrevieja;35
2022-08-01;Argentina;Torrevieja;38
2022-08-01;Brasil;Torrevieja;34
2022-08-01;Colombia;Torrevieja;226
2022-08-01;China;Torrevieja;55
2022-08-01;Kazajstan;Torrevieja;92
2022-09-01;Total;Torrevieja;47130
2022-09-01;Total Europa;Torrevieja;45815
2022-09-01;Total Unión Europea;Torrevieja;26263
2022-09-01;Total África;Torrevieja;377
2022-09-01;Total América;Torrevieja;723
2022-09-01;Total América del Norte;Torrevieja;465
2022-09-01;Total Sudamérica;Torrevieja;255
2022-09-01;Total Asia;Torrevieja;170
2022-09-01;Austria;Torrevieja;179
2022-09-01;Bélgica;Torrevieja;3916
2022-09-01;Bulgaria;Torrevieja;64
2022-09-01;Dinamarca;Torrevieja;913
2022-09-01;Finlandia;Torrevieja;1627
2022-09-01;Francia;Torrevieja;1737
2022-09-01;Hungria;Torrevieja;140
2022-09-01;Irlanda;Torrevieja;2410
2022-09-01;Islandia;Torrevieja;201
2022-09-01;Italia;Torrevieja;363
2022-09-01;Luxemburgo;Torrevieja;119
2022-09-01;Noruega;Torrevieja;5815
2022-09-01;Países Bajos;Torrevieja;1271
2022-09-01;Polonia;Torrevieja;2174
2022-09-01;Portugal;Torrevieja;145
2022-09-01;Reino Unido;Torrevieja;12139
2022-09-01;Alemania;Torrevieja;3448
2022-09-01;Rumania;Torrevieja;164
2022-09-01;Suecia;Torrevieja;6671
2022-09-01;Suiza;Torrevieja;543
2022-09-01;Letonia;Torrevieja;81
2022-09-01;Bielorrusia / belarus;Torrevieja;118
2022-09-01;Estonia;Torrevieja;190
2022-09-01;Lituania;Torrevieja;267
2022-09-01;República Checa;Torrevieja;330
2022-09-01;Eslovaquia;Torrevieja;31
2022-09-01;Rusia;Torrevieja;642
2022-09-01;Argelia;Torrevieja;180
2022-09-01;Marruecos;Torrevieja;177
2022-09-01;EE.UU.;Torrevieja;356
2022-09-01;Argentina;Torrevieja;38
2022-09-01;Colombia;Torrevieja;131
2022-09-01;China;Torrevieja;41
2022-09-01;Kazajstan;Torrevieja;52
2022-10-01;Total;Torrevieja;44425
2022-10-01;Total Europa;Torrevieja;43387
2022-10-01;Total Unión Europea;Torrevieja;25873
2022-10-01;Total África;Torrevieja;325
2022-10-01;Total América;Torrevieja;523
2022-10-01;Total América del Norte;Torrevieja;333
2022-10-01;Total Sudamérica;Torrevieja;178
2022-10-01;Total Asia;Torrevieja;183
2022-10-01;Austria;Torrevieja;221
2022-10-01;Bélgica;Torrevieja;3018
2022-10-01;Bulgaria;Torrevieja;83
2022-10-01;Dinamarca;Torrevieja;938
2022-10-01;Finlandia;Torrevieja;2195
2022-10-01;Francia;Torrevieja;1970
2022-10-01;Hungria;Torrevieja;159
2022-10-01;Irlanda;Torrevieja;2198
2022-10-01;Islandia;Torrevieja;261
2022-10-01;Italia;Torrevieja;250
2022-10-01;Liechtenstein;Torrevieja;35
2022-10-01;Luxemburgo;Torrevieja;102
2022-10-01;Noruega;Torrevieja;5038
2022-10-01;Países Bajos;Torrevieja;1347
2022-10-01;Polonia;Torrevieja;1853
2022-10-01;Portugal;Torrevieja;38
2022-10-01;Reino Unido;Torrevieja;10600
2022-10-01;Alemania;Torrevieja;3656
2022-10-01;Rumania;Torrevieja;120
2022-10-01;Suecia;Torrevieja;6689
2022-10-01;Suiza;Torrevieja;660
2022-10-01;Letonia;Torrevieja;154
2022-10-01;Bielorrusia / belarus;Torrevieja;96
2022-10-01;Estonia;Torrevieja;200
2022-10-01;Lituania;Torrevieja;341
2022-10-01;República Checa;Torrevieja;280
2022-10-01;Eslovaquia;Torrevieja;42
2022-10-01;Rusia;Torrevieja;725
2022-10-01;Argelia;Torrevieja;138
2022-10-01;Marruecos;Torrevieja;156
2022-10-01;EE.UU.;Torrevieja;235
2022-10-01;Argentina;Torrevieja;31
2022-10-01;Colombia;Torrevieja;110
2022-10-01;China;Torrevieja;54
2022-10-01;Kazajstan;Torrevieja;63
2022-11-01;Total;Torrevieja;31227
2022-11-01;Total Europa;Torrevieja;30285
2022-11-01;Total Unión Europea;Torrevieja;20253
2022-11-01;Total África;Torrevieja;286
2022-11-01;Total América;Torrevieja;457
2022-11-01;Total América del Norte;Torrevieja;262
2022-11-01;Total Sudamérica;Torrevieja;194
2022-11-01;Total Asia;Torrevieja;185
2022-11-01;Austria;Torrevieja;147
2022-11-01;Bélgica;Torrevieja;2480
2022-11-01;Bulgaria;Torrevieja;93
2022-11-01;Dinamarca;Torrevieja;483
2022-11-01;Finlandia;Torrevieja;2329
2022-11-01;Francia;Torrevieja;1112
2022-11-01;Hungria;Torrevieja;149
2022-11-01;Irlanda;Torrevieja;1236
2022-11-01;Islandia;Torrevieja;203
2022-11-01;Italia;Torrevieja;214
2022-11-01;Liechtenstein;Torrevieja;33
2022-11-01;Luxemburgo;Torrevieja;96
2022-11-01;Noruega;Torrevieja;3246
2022-11-01;Países Bajos;Torrevieja;1329
2022-11-01;Polonia;Torrevieja;1598
2022-11-01;Portugal;Torrevieja;37
2022-11-01;Reino Unido;Torrevieja;5537
2022-11-01;Alemania;Torrevieja;2152
2022-11-01;Rumania;Torrevieja;75
2022-11-01;Suecia;Torrevieja;5949
2022-11-01;Suiza;Torrevieja;298
2022-11-01;Letonia;Torrevieja;126
2022-11-01;Moldavia / moldava;Torrevieja;30
2022-11-01;Bielorrusia / belarus;Torrevieja;84
2022-11-01;Estonia;Torrevieja;155
2022-11-01;Lituania;Torrevieja;304
2022-11-01;República Checa;Torrevieja;135
2022-11-01;Rusia;Torrevieja;531
2022-11-01;Gibraltar;Torrevieja;39
2022-11-01;Argelia;Torrevieja;138
2022-11-01;Marruecos;Torrevieja;109
2022-11-01;EE.UU.;Torrevieja;188
2022-11-01;Argentina;Torrevieja;30
2022-11-01;Colombia;Torrevieja;126
2022-11-01;China;Torrevieja;32
2022-11-01;Kazajstan;Torrevieja;53
2022-12-01;Total;Torrevieja;21697
2022-12-01;Total Europa;Torrevieja;20875
2022-12-01;Total Unión Europea;Torrevieja;13351
2022-12-01;Total África;Torrevieja;215
2022-12-01;Total América;Torrevieja;422
2022-12-01;Total América del Norte;Torrevieja;195
2022-12-01;Total Sudamérica;Torrevieja;222
2022-12-01;Total Asia;Torrevieja;182
2022-12-01;Austria;Torrevieja;88
2022-12-01;Bélgica;Torrevieja;1700
2022-12-01;Bulgaria;Torrevieja;66
2022-12-01;Dinamarca;Torrevieja;283
2022-12-01;Finlandia;Torrevieja;1616
2022-12-01;Francia;Torrevieja;813
2022-12-01;Hungria;Torrevieja;85
2022-12-01;Irlanda;Torrevieja;889
2022-12-01;Islandia;Torrevieja;140
2022-12-01;Italia;Torrevieja;191
2022-12-01;Liechtenstein;Torrevieja;55
2022-12-01;Luxemburgo;Torrevieja;54
2022-12-01;Noruega;Torrevieja;2028
2022-12-01;Países Bajos;Torrevieja;796
2022-12-01;Polonia;Torrevieja;1123
2022-12-01;Portugal;Torrevieja;40
2022-12-01;Reino Unido;Torrevieja;4449
2022-12-01;Alemania;Torrevieja;1248
2022-12-01;Rumania;Torrevieja;66
2022-12-01;Suecia;Torrevieja;3679
2022-12-01;Suiza;Torrevieja;201
2022-12-01;Letonia;Torrevieja;122
2022-12-01;Bielorrusia / belarus;Torrevieja;86
2022-12-01;Estonia;Torrevieja;121
2022-12-01;Lituania;Torrevieja;219
2022-12-01;República Checa;Torrevieja;121
2022-12-01;Rusia;Torrevieja;534
2022-12-01;Argelia;Torrevieja;70
2022-12-01;Marruecos;Torrevieja;127
2022-12-01;EE.UU.;Torrevieja;113
2022-12-01;Argentina;Torrevieja;39
2022-12-01;Brasil;Torrevieja;34
2022-12-01;Colombia;Torrevieja;121
2022-12-01;China;Torrevieja;34
2022-12-01;Kazajstan;Torrevieja;58
2023-01-01;Total;Torrevieja;26701
2023-01-01;Total Europa;Torrevieja;25765
2023-01-01;Total Unión Europea;Torrevieja;18264
2023-01-01;Total África;Torrevieja;275
2023-01-01;Total América;Torrevieja;462
2023-01-01;Total América del Norte;Torrevieja;230
2023-01-01;Total Sudamérica;Torrevieja;228
2023-01-01;Total Asia;Torrevieja;196
2023-01-01;Austria;Torrevieja;143
2023-01-01;Bélgica;Torrevieja;2603
2023-01-01;Bulgaria;Torrevieja;85
2023-01-01;Dinamarca;Torrevieja;346
2023-01-01;Finlandia;Torrevieja;1383
2023-01-01;Francia;Torrevieja;1178
2023-01-01;Hungria;Torrevieja;154
2023-01-01;Irlanda;Torrevieja;1118
2023-01-01;Islandia;Torrevieja;104
2023-01-01;Italia;Torrevieja;259
2023-01-01;Liechtenstein;Torrevieja;49
2023-01-01;Luxemburgo;Torrevieja;95
2023-01-01;Noruega;Torrevieja;1790
2023-01-01;Países Bajos;Torrevieja;1879
2023-01-01;Polonia;Torrevieja;1399
2023-01-01;Portugal;Torrevieja;45
2023-01-01;Reino Unido;Torrevieja;4570
2023-01-01;Alemania;Torrevieja;1982
2023-01-01;Rumania;Torrevieja;89
2023-01-01;Suecia;Torrevieja;4844
2023-01-01;Suiza;Torrevieja;328
2023-01-01;Letonia;Torrevieja;109
2023-01-01;Bielorrusia / belarus;Torrevieja;83
2023-01-01;Estonia;Torrevieja;128
2023-01-01;Lituania;Torrevieja;232
2023-01-01;República Checa;Torrevieja;153
2023-01-01;Rusia;Torrevieja;487
2023-01-01;Gibraltar;Torrevieja;35
2023-01-01;Argelia;Torrevieja;122
2023-01-01;Marruecos;Torrevieja;131
2023-01-01;EE.UU.;Torrevieja;148
2023-01-01;Argentina;Torrevieja;48
2023-01-01;Colombia;Torrevieja;132
2023-01-01;China;Torrevieja;53
2023-01-01;Kazajstan;Torrevieja;64
2023-02-01;Total;Torrevieja;22165
2023-02-01;Total Europa;Torrevieja;21397
2023-02-01;Total Unión Europea;Torrevieja;12920
2023-02-01;Total África;Torrevieja;219
2023-02-01;Total América;Torrevieja;422
2023-02-01;Total América del Norte;Torrevieja;188
2023-02-01;Total Sudamérica;Torrevieja;230
2023-02-01;Total Asia;Torrevieja;125
2023-02-01;Austria;Torrevieja;106
2023-02-01;Bélgica;Torrevieja;1551
2023-02-01;Bulgaria;Torrevieja;64
2023-02-01;Dinamarca;Torrevieja;406
2023-02-01;Finlandia;Torrevieja;1344
2023-02-01;Francia;Torrevieja;935
2023-02-01;Hungria;Torrevieja;119
2023-02-01;Irlanda;Torrevieja;907
2023-02-01;Islandia;Torrevieja;100
2023-02-01;Italia;Torrevieja;157
2023-02-01;Liechtenstein;Torrevieja;55
2023-02-01;Luxemburgo;Torrevieja;75
2023-02-01;Noruega;Torrevieja;1875
2023-02-01;Países Bajos;Torrevieja;774
2023-02-01;Polonia;Torrevieja;1259
2023-02-01;Portugal;Torrevieja;45
2023-02-01;Reino Unido;Torrevieja;5720
2023-02-01;Alemania;Torrevieja;1358
2023-02-01;Rumania;Torrevieja;77
2023-02-01;Suecia;Torrevieja;3191
2023-02-01;Suiza;Torrevieja;258
2023-02-01;Letonia;Torrevieja;103
2023-02-01;Bielorrusia / belarus;Torrevieja;69
2023-02-01;Estonia;Torrevieja;96
2023-02-01;Lituania;Torrevieja;214
2023-02-01;República Checa;Torrevieja;116
2023-02-01;Rusia;Torrevieja;351
2023-02-01;Argelia;Torrevieja;117
2023-02-01;Marruecos;Torrevieja;79
2023-02-01;Canada;Torrevieja;96
2023-02-01;Argentina;Torrevieja;39
2023-02-01;Colombia;Torrevieja;149
2023-02-01;China;Torrevieja;36
2023-02-01;Kazajstan;Torrevieja;44
2023-03-01;Total;Torrevieja;29819
2023-03-01;Total Europa;Torrevieja;28801
2023-03-01;Total Unión Europea;Torrevieja;18038
2023-03-01;Total África;Torrevieja;253
2023-03-01;Total América;Torrevieja;570
2023-03-01;Total América del Norte;Torrevieja;291
2023-03-01;Total Sudamérica;Torrevieja;277
2023-03-01;Total Asia;Torrevieja;192
2023-03-01;Austria;Torrevieja;163
2023-03-01;Bélgica;Torrevieja;2589
2023-03-01;Bulgaria;Torrevieja;79
2023-03-01;Dinamarca;Torrevieja;548
2023-03-01;Finlandia;Torrevieja;2006
2023-03-01;Francia;Torrevieja;995
2023-03-01;Hungria;Torrevieja;153
2023-03-01;Irlanda;Torrevieja;1053
2023-03-01;Islandia;Torrevieja;132
2023-03-01;Italia;Torrevieja;267
2023-03-01;Liechtenstein;Torrevieja;61
2023-03-01;Luxemburgo;Torrevieja;85
2023-03-01;Noruega;Torrevieja;2555
2023-03-01;Países Bajos;Torrevieja;1145
2023-03-01;Polonia;Torrevieja;1492
2023-03-01;Portugal;Torrevieja;50
2023-03-01;Reino Unido;Torrevieja;7189
2023-03-01;Alemania;Torrevieja;1843
2023-03-01;Rumania;Torrevieja;88
2023-03-01;Suecia;Torrevieja;4784
2023-03-01;Suiza;Torrevieja;325
2023-03-01;Letonia;Torrevieja;136
2023-03-01;Bielorrusia / belarus;Torrevieja;71
2023-03-01;Estonia;Torrevieja;118
2023-03-01;Lituania;Torrevieja;225
2023-03-01;República Checa;Torrevieja;176
2023-03-01;Rusia;Torrevieja;358
2023-03-01;Gibraltar;Torrevieja;34
2023-03-01;Argelia;Torrevieja;97
2023-03-01;Marruecos;Torrevieja;128
2023-03-01;Canada;Torrevieja;109
2023-03-01;EE.UU.;Torrevieja;148
2023-03-01;Mexico;Torrevieja;34
2023-03-01;Argentina;Torrevieja;69
2023-03-01;Colombia;Torrevieja;165
2023-03-01;China;Torrevieja;48
2023-03-01;Kazajstan;Torrevieja;71
2023-04-01;Total;Torrevieja;39254
2023-04-01;Total Europa;Torrevieja;38223
2023-04-01;Total Unión Europea;Torrevieja;23637
2023-04-01;Total África;Torrevieja;160
2023-04-01;Total América;Torrevieja;648
2023-04-01;Total América del Norte;Torrevieja;378
2023-04-01;Total Sudamérica;Torrevieja;253
2023-04-01;Total Asia;Torrevieja;219
2023-04-01;Austria;Torrevieja;231
2023-04-01;Bélgica;Torrevieja;2660
2023-04-01;Bulgaria;Torrevieja;116
2023-04-01;Dinamarca;Torrevieja;647
2023-04-01;Finlandia;Torrevieja;1895
2023-04-01;Francia;Torrevieja;1401
2023-04-01;Hungria;Torrevieja;274
2023-04-01;Irlanda;Torrevieja;2285
2023-04-01;Islandia;Torrevieja;220
2023-04-01;Italia;Torrevieja;235
2023-04-01;Liechtenstein;Torrevieja;42
2023-04-01;Luxemburgo;Torrevieja;93
2023-04-01;Noruega;Torrevieja;3728
2023-04-01;Países Bajos;Torrevieja;1108
2023-04-01;Polonia;Torrevieja;1852
2023-04-01;Portugal;Torrevieja;61
2023-04-01;Reino Unido;Torrevieja;9635
2023-04-01;Alemania;Torrevieja;3272
2023-04-01;Rumania;Torrevieja;81
2023-04-01;Suecia;Torrevieja;6544
2023-04-01;Suiza;Torrevieja;457
2023-04-01;Letonia;Torrevieja;169
2023-04-01;Bielorrusia / belarus;Torrevieja;68
2023-04-01;Estonia;Torrevieja;153
2023-04-01;Lituania;Torrevieja;281
2023-04-01;República Checa;Torrevieja;222
2023-04-01;Eslovaquia;Torrevieja;38
2023-04-01;Rusia;Torrevieja;384
2023-04-01;Argelia;Torrevieja;50
2023-04-01;Marruecos;Torrevieja;79
2023-04-01;Canada;Torrevieja;98
2023-04-01;EE.UU.;Torrevieja;246
2023-04-01;Mexico;Torrevieja;34
2023-04-01;Argentina;Torrevieja;39
2023-04-01;Brasil;Torrevieja;40
2023-04-01;Colombia;Torrevieja;157
2023-04-01;China;Torrevieja;62
2023-04-01;Kazajstan;Torrevieja;70
2023-05-01;Total;Torrevieja;40644
2023-05-01;Total Europa;Torrevieja;39353
2023-05-01;Total Unión Europea;Torrevieja;24627
2023-05-01;Total África;Torrevieja;229
2023-05-01;Total América;Torrevieja;816
2023-05-01;Total América del Norte;Torrevieja;496
2023-05-01;Total Sudamérica;Torrevieja;313
2023-05-01;Total Asia;Torrevieja;224
2023-05-01;Austria;Torrevieja;239
2023-05-01;Bélgica;Torrevieja;3004
2023-05-01;Bulgaria;Torrevieja;117
2023-05-01;Dinamarca;Torrevieja;657
2023-05-01;Finlandia;Torrevieja;1752
2023-05-01;Francia;Torrevieja;1839
2023-05-01;Hungria;Torrevieja;194
2023-05-01;Irlanda;Torrevieja;2226
2023-05-01;Islandia;Torrevieja;184
2023-05-01;Italia;Torrevieja;277
2023-05-01;Liechtenstein;Torrevieja;70
2023-05-01;Luxemburgo;Torrevieja;107
2023-05-01;Noruega;Torrevieja;3442
2023-05-01;Países Bajos;Torrevieja;1386
2023-05-01;Polonia;Torrevieja;2069
2023-05-01;Portugal;Torrevieja;73
2023-05-01;Reino Unido;Torrevieja;10072
2023-05-01;Alemania;Torrevieja;2739
2023-05-01;Rumania;Torrevieja;88
2023-05-01;Suecia;Torrevieja;6793
2023-05-01;Suiza;Torrevieja;380
2023-05-01;Letonia;Torrevieja;168
2023-05-01;Bielorrusia / belarus;Torrevieja;95
2023-05-01;Estonia;Torrevieja;177
2023-05-01;Lituania;Torrevieja;328
2023-05-01;República Checa;Torrevieja;313
2023-05-01;Eslovaquia;Torrevieja;54
2023-05-01;Rusia;Torrevieja;400
2023-05-01;Argelia;Torrevieja;96
2023-05-01;Marruecos;Torrevieja;97
2023-05-01;EE.UU.;Torrevieja;331
2023-05-01;Argentina;Torrevieja;47
2023-05-01;Brasil;Torrevieja;34
2023-05-01;Colombia;Torrevieja;187
2023-05-01;China;Torrevieja;67
2023-05-01;Kazajstan;Torrevieja;71
2023-06-01;Total;Torrevieja;42959
2023-06-01;Total Europa;Torrevieja;41833
2023-06-01;Total Unión Europea;Torrevieja;25048
2023-06-01;Total África;Torrevieja;216
2023-06-01;Total América;Torrevieja;699
2023-06-01;Total América del Norte;Torrevieja;411
2023-06-01;Total Sudamérica;Torrevieja;282
2023-06-01;Total Asia;Torrevieja;197
2023-06-01;Austria;Torrevieja;213
2023-06-01;Bélgica;Torrevieja;2993
2023-06-01;Bulgaria;Torrevieja;106
2023-06-01;Dinamarca;Torrevieja;602
2023-06-01;Finlandia;Torrevieja;1543
2023-06-01;Francia;Torrevieja;1397
2023-06-01;Hungria;Torrevieja;219
2023-06-01;Irlanda;Torrevieja;2856
2023-06-01;Islandia;Torrevieja;234
2023-06-01;Italia;Torrevieja;309
2023-06-01;Liechtenstein;Torrevieja;53
2023-06-01;Luxemburgo;Torrevieja;138
2023-06-01;Noruega;Torrevieja;5102
2023-06-01;Países Bajos;Torrevieja;1160
2023-06-01;Polonia;Torrevieja;2110
2023-06-01;Portugal;Torrevieja;93
2023-06-01;Reino Unido;Torrevieja;10262
2023-06-01;Alemania;Torrevieja;3836
2023-06-01;Rumania;Torrevieja;132
2023-06-01;Suecia;Torrevieja;6207
2023-06-01;Suiza;Torrevieja;366
