mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,prov_dest_cod,prov_dest,año,mes_hoja,mun_orig_cod,mun_orig,dest_cod,dest,prov_orig_cod,prov_orig
2019-07,0.0,Total,3133.0,Torrevieja,67182,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,10.0,Total Europa,3133.0,Torrevieja,65658,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,11.0,Total Unión Europea,3133.0,Torrevieja,36612,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,20.0,Total África,3133.0,Torrevieja,653,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,30.0,Total América,3133.0,Torrevieja,507,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,31.0,Total América del Norte,3133.0,Torrevieja,277,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,33.0,Total Sudamérica,3133.0,Torrevieja,227,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,40.0,Total Asia,3133.0,Torrevieja,341,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,102.0,Austria,3133.0,Torrevieja,257,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,103.0,Bélgica,3133.0,Torrevieja,5651,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,104.0,Bulgaria,3133.0,Torrevieja,93,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,107.0,Dinamarca,3133.0,Torrevieja,1565,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,109.0,Finlandia,3133.0,Torrevieja,2195,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,110.0,Francia,3133.0,Torrevieja,4251,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,112.0,Hungria,3133.0,Torrevieja,134,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,113.0,Irlanda,3133.0,Torrevieja,3074,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,114.0,Islandia,3133.0,Torrevieja,484,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,115.0,Italia,3133.0,Torrevieja,356,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,117.0,Luxemburgo,3133.0,Torrevieja,88,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,120.0,Noruega,3133.0,Torrevieja,7538,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,121.0,Países Bajos,3133.0,Torrevieja,1101,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,122.0,Polonia,3133.0,Torrevieja,1145,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,123.0,Portugal,3133.0,Torrevieja,95,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,125.0,Reino Unido,3133.0,Torrevieja,14941,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,126.0,Alemania,3133.0,Torrevieja,3422,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,128.0,Rumania,3133.0,Torrevieja,170,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,131.0,Suecia,3133.0,Torrevieja,12171,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,132.0,Suiza,3133.0,Torrevieja,633,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,135.0,Ucrania,3133.0,Torrevieja,817,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,136.0,Letonia,3133.0,Torrevieja,76,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,138.0,Bielorrusia / belarus,3133.0,Torrevieja,175,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,141.0,Estonia,3133.0,Torrevieja,241,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,142.0,Lituania,3133.0,Torrevieja,206,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,143.0,República Checa,3133.0,Torrevieja,266,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,144.0,Eslovaquia,3133.0,Torrevieja,42,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,154.0,Rusia,3133.0,Torrevieja,4431,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,203.0,Argelia,3133.0,Torrevieja,441,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,228.0,Marruecos,3133.0,Torrevieja,171,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,302.0,EE.UU.,3133.0,Torrevieja,213,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,340.0,Argentina,3133.0,Torrevieja,39,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,343.0,Colombia,3133.0,Torrevieja,91,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,350.0,Uruguay,3133.0,Torrevieja,30,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,407.0,China,3133.0,Torrevieja,135,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,414.0,Israel,3133.0,Torrevieja,37,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-07,443.0,Kazajstan,3133.0,Torrevieja,80,3,Alicante/Alacant,2019,m07_2019,,,,,,
2019-08,0.0,Total,3133.0,Torrevieja,76558,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,10.0,Total Europa,3133.0,Torrevieja,74458,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,11.0,Total Unión Europea,3133.0,Torrevieja,46053,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,20.0,Total África,3133.0,Torrevieja,1085,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,30.0,Total América,3133.0,Torrevieja,603,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,31.0,Total América del Norte,3133.0,Torrevieja,339,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,33.0,Total Sudamérica,3133.0,Torrevieja,262,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,40.0,Total Asia,3133.0,Torrevieja,378,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,102.0,Austria,3133.0,Torrevieja,275,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,103.0,Bélgica,3133.0,Torrevieja,6609,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,104.0,Bulgaria,3133.0,Torrevieja,146,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,107.0,Dinamarca,3133.0,Torrevieja,1345,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,109.0,Finlandia,3133.0,Torrevieja,1365,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,110.0,Francia,3133.0,Torrevieja,11351,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,112.0,Hungria,3133.0,Torrevieja,132,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,113.0,Irlanda,3133.0,Torrevieja,3546,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,114.0,Islandia,3133.0,Torrevieja,495,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,115.0,Italia,3133.0,Torrevieja,652,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,117.0,Luxemburgo,3133.0,Torrevieja,177,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,120.0,Noruega,3133.0,Torrevieja,5404,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,121.0,Países Bajos,3133.0,Torrevieja,1341,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,122.0,Polonia,3133.0,Torrevieja,1355,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,123.0,Portugal,3133.0,Torrevieja,340,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,125.0,Reino Unido,3133.0,Torrevieja,16445,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,126.0,Alemania,3133.0,Torrevieja,4770,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,128.0,Rumania,3133.0,Torrevieja,196,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,131.0,Suecia,3133.0,Torrevieja,11572,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,132.0,Suiza,3133.0,Torrevieja,844,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,135.0,Ucrania,3133.0,Torrevieja,927,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,136.0,Letonia,3133.0,Torrevieja,117,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,138.0,Bielorrusia / belarus,3133.0,Torrevieja,214,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,141.0,Estonia,3133.0,Torrevieja,258,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,142.0,Lituania,3133.0,Torrevieja,193,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,143.0,República Checa,3133.0,Torrevieja,251,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,144.0,Eslovaquia,3133.0,Torrevieja,45,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,154.0,Rusia,3133.0,Torrevieja,4009,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,203.0,Argelia,3133.0,Torrevieja,734,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,228.0,Marruecos,3133.0,Torrevieja,320,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,302.0,EE.UU.,3133.0,Torrevieja,298,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,340.0,Argentina,3133.0,Torrevieja,62,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,342.0,Brasil,3133.0,Torrevieja,30,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,343.0,Colombia,3133.0,Torrevieja,102,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,344.0,Chile,3133.0,Torrevieja,34,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,407.0,China,3133.0,Torrevieja,190,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,414.0,Israel,3133.0,Torrevieja,34,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-08,443.0,Kazajstan,3133.0,Torrevieja,67,3,Alicante/Alacant,2019,m08_2019,,,,,,
2019-09,0.0,Total,3133.0,Torrevieja,52157,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,10.0,Total Europa,3133.0,Torrevieja,50880,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,11.0,Total Unión Europea,3133.0,Torrevieja,28134,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,20.0,Total África,3133.0,Torrevieja,505,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,30.0,Total América,3133.0,Torrevieja,438,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,31.0,Total América del Norte,3133.0,Torrevieja,247,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,33.0,Total Sudamérica,3133.0,Torrevieja,185,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,40.0,Total Asia,3133.0,Torrevieja,305,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,102.0,Austria,3133.0,Torrevieja,173,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,103.0,Bélgica,3133.0,Torrevieja,3889,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,104.0,Bulgaria,3133.0,Torrevieja,104,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,107.0,Dinamarca,3133.0,Torrevieja,1094,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,109.0,Finlandia,3133.0,Torrevieja,1556,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,110.0,Francia,3133.0,Torrevieja,2507,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,112.0,Hungria,3133.0,Torrevieja,157,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,113.0,Irlanda,3133.0,Torrevieja,2923,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,114.0,Islandia,3133.0,Torrevieja,293,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,115.0,Italia,3133.0,Torrevieja,348,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,117.0,Luxemburgo,3133.0,Torrevieja,69,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,120.0,Noruega,3133.0,Torrevieja,4088,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,121.0,Países Bajos,3133.0,Torrevieja,1087,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,122.0,Polonia,3133.0,Torrevieja,1193,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,123.0,Portugal,3133.0,Torrevieja,129,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,125.0,Reino Unido,3133.0,Torrevieja,13819,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,126.0,Alemania,3133.0,Torrevieja,3642,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,128.0,Rumania,3133.0,Torrevieja,128,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,131.0,Suecia,3133.0,Torrevieja,8355,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,132.0,Suiza,3133.0,Torrevieja,526,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,135.0,Ucrania,3133.0,Torrevieja,626,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,136.0,Letonia,3133.0,Torrevieja,111,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,138.0,Bielorrusia / belarus,3133.0,Torrevieja,148,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,141.0,Estonia,3133.0,Torrevieja,210,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,142.0,Lituania,3133.0,Torrevieja,191,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,143.0,República Checa,3133.0,Torrevieja,199,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,144.0,Eslovaquia,3133.0,Torrevieja,37,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,154.0,Rusia,3133.0,Torrevieja,3222,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,203.0,Argelia,3133.0,Torrevieja,319,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,228.0,Marruecos,3133.0,Torrevieja,154,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,302.0,EE.UU.,3133.0,Torrevieja,202,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,340.0,Argentina,3133.0,Torrevieja,39,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,343.0,Colombia,3133.0,Torrevieja,81,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,407.0,China,3133.0,Torrevieja,160,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,414.0,Israel,3133.0,Torrevieja,36,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-09,443.0,Kazajstan,3133.0,Torrevieja,66,3,Alicante/Alacant,2019,m09_2019,,,,,,
2019-10,0.0,Total,3133.0,Torrevieja,50408,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,10.0,Total Europa,3133.0,Torrevieja,49400,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,11.0,Total Unión Europea,3133.0,Torrevieja,27223,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,20.0,Total África,3133.0,Torrevieja,274,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,30.0,Total América,3133.0,Torrevieja,410,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,31.0,Total América del Norte,3133.0,Torrevieja,218,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,33.0,Total Sudamérica,3133.0,Torrevieja,187,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,40.0,Total Asia,3133.0,Torrevieja,316,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,102.0,Austria,3133.0,Torrevieja,148,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,103.0,Bélgica,3133.0,Torrevieja,3973,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,104.0,Bulgaria,3133.0,Torrevieja,85,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,107.0,Dinamarca,3133.0,Torrevieja,1163,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,109.0,Finlandia,3133.0,Torrevieja,2451,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,110.0,Francia,3133.0,Torrevieja,1644,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,112.0,Hungria,3133.0,Torrevieja,72,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,113.0,Irlanda,3133.0,Torrevieja,1535,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,114.0,Islandia,3133.0,Torrevieja,424,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,115.0,Italia,3133.0,Torrevieja,216,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,117.0,Luxemburgo,3133.0,Torrevieja,49,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,120.0,Noruega,3133.0,Torrevieja,6323,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,121.0,Países Bajos,3133.0,Torrevieja,1260,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,122.0,Polonia,3133.0,Torrevieja,1134,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,123.0,Portugal,3133.0,Torrevieja,36,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,125.0,Reino Unido,3133.0,Torrevieja,11916,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,126.0,Alemania,3133.0,Torrevieja,3858,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,128.0,Rumania,3133.0,Torrevieja,83,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,131.0,Suecia,3133.0,Torrevieja,8729,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,132.0,Suiza,3133.0,Torrevieja,552,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,135.0,Ucrania,3133.0,Torrevieja,627,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,136.0,Letonia,3133.0,Torrevieja,120,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,137.0,Moldavia / moldava,3133.0,Torrevieja,34,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,138.0,Bielorrusia / belarus,3133.0,Torrevieja,122,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,141.0,Estonia,3133.0,Torrevieja,226,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,142.0,Lituania,3133.0,Torrevieja,264,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,143.0,República Checa,3133.0,Torrevieja,140,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,154.0,Rusia,3133.0,Torrevieja,2163,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,203.0,Argelia,3133.0,Torrevieja,166,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,228.0,Marruecos,3133.0,Torrevieja,90,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,302.0,EE.UU.,3133.0,Torrevieja,193,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,340.0,Argentina,3133.0,Torrevieja,42,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,343.0,Colombia,3133.0,Torrevieja,78,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,407.0,China,3133.0,Torrevieja,187,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,414.0,Israel,3133.0,Torrevieja,38,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-10,443.0,Kazajstan,3133.0,Torrevieja,49,3,Alicante/Alacant,2019,m10_2019,,,,,,
2019-11,0.0,Total,3133.0,Torrevieja,31650,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,10.0,Total Europa,3133.0,Torrevieja,30921,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,11.0,Total Unión Europea,3133.0,Torrevieja,19081,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,20.0,Total África,3133.0,Torrevieja,311,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,30.0,Total América,3133.0,Torrevieja,291,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,31.0,Total América del Norte,3133.0,Torrevieja,120,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,33.0,Total Sudamérica,3133.0,Torrevieja,171,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,102.0,Austria,3133.0,Torrevieja,114,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,103.0,Bélgica,3133.0,Torrevieja,3141,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,104.0,Bulgaria,3133.0,Torrevieja,77,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,107.0,Dinamarca,3133.0,Torrevieja,630,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,109.0,Finlandia,3133.0,Torrevieja,2070,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,110.0,Francia,3133.0,Torrevieja,1283,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,112.0,Hungria,3133.0,Torrevieja,59,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,113.0,Irlanda,3133.0,Torrevieja,848,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,114.0,Islandia,3133.0,Torrevieja,351,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,115.0,Italia,3133.0,Torrevieja,180,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,117.0,Luxemburgo,3133.0,Torrevieja,44,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,120.0,Noruega,3133.0,Torrevieja,5009,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,121.0,Países Bajos,3133.0,Torrevieja,932,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,122.0,Polonia,3133.0,Torrevieja,666,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,125.0,Reino Unido,3133.0,Torrevieja,4536,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,126.0,Alemania,3133.0,Torrevieja,2115,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,128.0,Rumania,3133.0,Torrevieja,47,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,131.0,Suecia,3133.0,Torrevieja,6457,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,132.0,Suiza,3133.0,Torrevieja,282,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,135.0,Ucrania,3133.0,Torrevieja,326,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,136.0,Letonia,3133.0,Torrevieja,58,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,138.0,Bielorrusia / belarus,3133.0,Torrevieja,62,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,141.0,Estonia,3133.0,Torrevieja,124,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,142.0,Lituania,3133.0,Torrevieja,152,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,143.0,República Checa,3133.0,Torrevieja,39,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,154.0,Rusia,3133.0,Torrevieja,1255,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,203.0,Argelia,3133.0,Torrevieja,180,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,228.0,Marruecos,3133.0,Torrevieja,99,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,302.0,EE.UU.,3133.0,Torrevieja,99,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,340.0,Argentina,3133.0,Torrevieja,40,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,342.0,Brasil,3133.0,Torrevieja,34,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,343.0,Colombia,3133.0,Torrevieja,87,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,407.0,China,3133.0,Torrevieja,40,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-11,443.0,Kazajstan,3133.0,Torrevieja,34,3,Alicante/Alacant,2019,m11_2019,,,,,,
2019-12,0.0,Total,3133.0,Torrevieja,21874,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,10.0,Total Europa,3133.0,Torrevieja,20971,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,11.0,Total Unión Europea,3133.0,Torrevieja,13297,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,20.0,Total África,3133.0,Torrevieja,343,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,30.0,Total América,3133.0,Torrevieja,280,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,33.0,Total Sudamérica,3133.0,Torrevieja,172,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,40.0,Total Asia,3133.0,Torrevieja,272,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,102.0,Austria,3133.0,Torrevieja,94,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,103.0,Bélgica,3133.0,Torrevieja,2265,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,104.0,Bulgaria,3133.0,Torrevieja,80,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,107.0,Dinamarca,3133.0,Torrevieja,306,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,109.0,Finlandia,3133.0,Torrevieja,1811,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,110.0,Francia,3133.0,Torrevieja,834,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,112.0,Hungria,3133.0,Torrevieja,48,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,113.0,Irlanda,3133.0,Torrevieja,433,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,114.0,Islandia,3133.0,Torrevieja,240,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,115.0,Italia,3133.0,Torrevieja,203,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,117.0,Luxemburgo,3133.0,Torrevieja,57,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,120.0,Noruega,3133.0,Torrevieja,2215,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,121.0,Países Bajos,3133.0,Torrevieja,613,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,122.0,Polonia,3133.0,Torrevieja,536,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,125.0,Reino Unido,3133.0,Torrevieja,3614,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,126.0,Alemania,3133.0,Torrevieja,1526,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,128.0,Rumania,3133.0,Torrevieja,48,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,131.0,Suecia,3133.0,Torrevieja,4106,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,132.0,Suiza,3133.0,Torrevieja,223,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,135.0,Ucrania,3133.0,Torrevieja,308,3,Alicante/Alacant,2019,m12_2019,,,,,,
2019-12,136.0,Letonia,3133.0,Torrevieja,66,3,Alicante/Alacant,2019,m12_2019,,,,,,
