fecha;mun_orig;destino;turistas
2024-09-01;Torrevieja;Reino Unido;346
2024-09-01;Torrevieja;Alemania;356
2024-09-01;Torrevieja;Rumanía;83
2024-09-01;Torrevieja;Suecia;101
2024-09-01;Torrevieja;Suiza;67
2024-09-01;Torrevieja;Ucrania;44
2024-09-01;Torrevieja;Letonia;41
2024-09-01;Torrevieja;República Checa;55
2024-09-01;Torrevieja;Croacia;52
2024-09-01;Torrevieja;Rusia;60
2024-09-01;Torrevieja;Marruecos;68
2024-09-01;Torrevieja;Estados Unidos de América;94
2024-09-01;Torrevieja;Colombia;30
2024-09-01;Torrevieja;Turquía;97
2024-10-01;Torrevieja;Total;4197
2024-10-01;Torrevieja;Europa;3753
2024-10-01;Torrevieja;Unión Europea;3205
2024-10-01;Torrevieja;África;147
2024-10-01;Torrevieja;América;184
2024-10-01;Torrevieja;América del Norte;91
2024-10-01;Torrevieja;Austria;32
2024-10-01;Torrevieja;Bélgica;125
2024-10-01;Torrevieja;Bulgaria;55
2024-10-01;Torrevieja;Dinamarca;41
2024-10-01;Torrevieja;Finlandia;32
2024-10-01;Torrevieja;Francia;1139
2024-10-01;Torrevieja;Grecia;45
2024-10-01;Torrevieja;Hungría;53
2024-10-01;Torrevieja;Irlanda;64
2024-10-01;Torrevieja;Italia;490
2024-10-01;Torrevieja;Noruega;57
2024-10-01;Torrevieja;Países Bajos;90
2024-10-01;Torrevieja;Polonia;106
2024-10-01;Torrevieja;Portugal;398
2024-10-01;Torrevieja;Andorra;39
2024-10-01;Torrevieja;Reino Unido;223
2024-10-01;Torrevieja;Alemania;269
2024-10-01;Torrevieja;Rumanía;71
2024-10-01;Torrevieja;Suecia;90
2024-10-01;Torrevieja;Suiza;92
2024-10-01;Torrevieja;República Checa;35
2024-10-01;Torrevieja;Marruecos;98
2024-10-01;Torrevieja;Estados Unidos de América;70
2024-10-01;Torrevieja;Colombia;30
2024-10-01;Torrevieja;Turquía;84
2024-11-01;Torrevieja;Total;3745
2024-11-01;Torrevieja;Europa;3394
2024-11-01;Torrevieja;Unión Europea;2885
2024-11-01;Torrevieja;África;124
2024-11-01;Torrevieja;Sudamérica;67
2024-11-01;Torrevieja;Asia;114
2024-11-01;Torrevieja;Austria;41
2024-11-01;Torrevieja;Bélgica;95
2024-11-01;Torrevieja;Bulgaria;39
2024-11-01;Torrevieja;Francia;1246
2024-11-01;Torrevieja;Grecia;39
2024-11-01;Torrevieja;Hungría;37
2024-11-01;Torrevieja;Italia;327
2024-11-01;Torrevieja;Noruega;33
2024-11-01;Torrevieja;Países Bajos;107
2024-11-01;Torrevieja;Polonia;106
2024-11-01;Torrevieja;Portugal;181
2024-11-01;Torrevieja;Reino Unido;269
2024-11-01;Torrevieja;Alemania;402
2024-11-01;Torrevieja;Rumanía;47
2024-11-01;Torrevieja;Suecia;49
2024-11-01;Torrevieja;Suiza;54
2024-11-01;Torrevieja;Marruecos;95
2024-11-01;Torrevieja;Estados Unidos de América;35
2024-11-01;Torrevieja;Colombia;34
2024-11-01;Torrevieja;Turquía;76
2024-12-01;Torrevieja;Total;4736
2024-12-01;Torrevieja;Europa;4389
2024-12-01;Torrevieja;Unión Europea;3546
2024-12-01;Torrevieja;África;93
2024-12-01;Torrevieja;América;182
2024-12-01;Torrevieja;América del Norte;52
2024-12-01;Torrevieja;Centro América y Caribe;47
2024-12-01;Torrevieja;Sudamérica;83
2024-12-01;Torrevieja;Austria;62
2024-12-01;Torrevieja;Bélgica;169
2024-12-01;Torrevieja;Bulgaria;37
2024-12-01;Torrevieja;Dinamarca;35
2024-12-01;Torrevieja;Francia;1487
2024-12-01;Torrevieja;Hungría;57
2024-12-01;Torrevieja;Italia;326
2024-12-01;Torrevieja;Noruega;64
2024-12-01;Torrevieja;Países Bajos;87
2024-12-01;Torrevieja;Polonia;135
2024-12-01;Torrevieja;Portugal;206
2024-12-01;Torrevieja;Andorra;56
2024-12-01;Torrevieja;Reino Unido;490
2024-12-01;Torrevieja;Alemania;558
2024-12-01;Torrevieja;Rumanía;79
2024-12-01;Torrevieja;Suecia;110
2024-12-01;Torrevieja;Suiza;92
2024-12-01;Torrevieja;Lituania;36
2024-12-01;Torrevieja;República Checa;55
2024-12-01;Torrevieja;Rusia;40
2024-12-01;Torrevieja;Marruecos;58
2024-12-01;Torrevieja;Estados Unidos de América;44
2024-12-01;Torrevieja;Colombia;37
2024-12-01;Torrevieja;Turquía;48
2025-01-01;Torrevieja;Total;4760
2025-01-01;Torrevieja;Europa;4138
2025-01-01;Torrevieja;Unión Europea;3359
2025-01-01;Torrevieja;África;199
2025-01-01;Torrevieja;América;293
2025-01-01;Torrevieja;América del Norte;85
2025-01-01;Torrevieja;Centro América y Caribe;68
2025-01-01;Torrevieja;Sudamérica;140
2025-01-01;Torrevieja;Austria;40
2025-01-01;Torrevieja;Bélgica;169
2025-01-01;Torrevieja;Bulgaria;44
2025-01-01;Torrevieja;Dinamarca;31
2025-01-01;Torrevieja;Finlandia;34
2025-01-01;Torrevieja;Francia;1431
2025-01-01;Torrevieja;Hungría;56
2025-01-01;Torrevieja;Irlanda;51
2025-01-01;Torrevieja;Italia;316
2025-01-01;Torrevieja;Noruega;48
2025-01-01;Torrevieja;Países Bajos;186
2025-01-01;Torrevieja;Polonia;153
2025-01-01;Torrevieja;Portugal;241
2025-01-01;Torrevieja;Andorra;159
2025-01-01;Torrevieja;Reino Unido;341
2025-01-01;Torrevieja;Alemania;333
2025-01-01;Torrevieja;Rumanía;49
2025-01-01;Torrevieja;Suecia;104
2025-01-01;Torrevieja;Suiza;46
2025-01-01;Torrevieja;República Checa;60
2025-01-01;Torrevieja;Marruecos;153
2025-01-01;Torrevieja;México;38
2025-01-01;Torrevieja;Cuba;42
2025-01-01;Torrevieja;Argentina;38
2025-01-01;Torrevieja;Colombia;49
2025-01-01;Torrevieja;China;31
2025-01-01;Torrevieja;Turquía;68
2025-02-01;Torrevieja;Total;3680
2025-02-01;Torrevieja;Europa;3244
2025-02-01;Torrevieja;Unión Europea;2703
2025-02-01;Torrevieja;África;155
2025-02-01;Torrevieja;América;190
2025-02-01;Torrevieja;Sudamérica;101
2025-02-01;Torrevieja;Austria;39
2025-02-01;Torrevieja;Bélgica;150
2025-02-01;Torrevieja;Bulgaria;32
2025-02-01;Torrevieja;Finlandia;53
2025-02-01;Torrevieja;Francia;1285
2025-02-01;Torrevieja;Hungría;47
2025-02-01;Torrevieja;Italia;333
2025-02-01;Torrevieja;Países Bajos;46
2025-02-01;Torrevieja;Polonia;80
2025-02-01;Torrevieja;Portugal;114
2025-02-01;Torrevieja;Andorra;118
2025-02-01;Torrevieja;Reino Unido;296
2025-02-01;Torrevieja;Alemania;249
2025-02-01;Torrevieja;Rumanía;53
2025-02-01;Torrevieja;Suecia;89
2025-02-01;Torrevieja;República Checa;31
2025-02-01;Torrevieja;Rusia;30
2025-02-01;Torrevieja;Argelia;34
2025-02-01;Torrevieja;Marruecos;93
2025-02-01;Torrevieja;Estados Unidos de América;38
2025-02-01;Torrevieja;Colombia;36
2025-02-01;Torrevieja;Emiratos Árabes Unidos;36
2025-03-01;Torrevieja;Total;4300
2025-03-01;Torrevieja;Europa;3802
2025-03-01;Torrevieja;Unión Europea;3164
2025-03-01;Torrevieja;África;127
2025-03-01;Torrevieja;América;255
2025-03-01;Torrevieja;América del Norte;106
2025-03-01;Torrevieja;Centro América y Caribe;37
2025-03-01;Torrevieja;Sudamérica;112
2025-03-01;Torrevieja;Bélgica;134
2025-03-01;Torrevieja;Francia;1435
2025-03-01;Torrevieja;Hungría;103
2025-03-01;Torrevieja;Irlanda;55
2025-03-01;Torrevieja;Italia;284
2025-03-01;Torrevieja;Noruega;47
2025-03-01;Torrevieja;Países Bajos;206
2025-03-01;Torrevieja;Polonia;119
2025-03-01;Torrevieja;Portugal;189
2025-03-01;Torrevieja;Andorra;83
2025-03-01;Torrevieja;Reino Unido;322
2025-03-01;Torrevieja;Alemania;345
2025-03-01;Torrevieja;Rumanía;36
2025-03-01;Torrevieja;Suecia;74
2025-03-01;Torrevieja;Suiza;88
2025-03-01;Torrevieja;Marruecos;85
2025-03-01;Torrevieja;Estados Unidos de América;78
2025-03-01;Torrevieja;Colombia;37
2025-04-01;Torrevieja;Total;4173
2025-04-01;Torrevieja;Europa;3760
2025-04-01;Torrevieja;Unión Europea;3146
2025-04-01;Torrevieja;África;128
2025-04-01;Torrevieja;América;167
2025-04-01;Torrevieja;América del Norte;99
2025-04-01;Torrevieja;Austria;36
2025-04-01;Torrevieja;Bélgica;101
2025-04-01;Torrevieja;Bulgaria;30
2025-04-01;Torrevieja;Dinamarca;31
2025-04-01;Torrevieja;Francia;1327
2025-04-01;Torrevieja;Grecia;35
2025-04-01;Torrevieja;Hungría;51
2025-04-01;Torrevieja;Irlanda;69
2025-04-01;Torrevieja;Italia;377
2025-04-01;Torrevieja;Noruega;39
2025-04-01;Torrevieja;Países Bajos;91
2025-04-01;Torrevieja;Polonia;82
2025-04-01;Torrevieja;Portugal;324
2025-04-01;Torrevieja;Andorra;42
2025-04-01;Torrevieja;Reino Unido;306
2025-04-01;Torrevieja;Alemania;305
2025-04-01;Torrevieja;Rumanía;41
2025-04-01;Torrevieja;Suecia;70
2025-04-01;Torrevieja;Suiza;66
2025-04-01;Torrevieja;Ucrania;35
2025-04-01;Torrevieja;República Checa;79
2025-04-01;Torrevieja;Rusia;35
2025-04-01;Torrevieja;Marruecos;85
2025-04-01;Torrevieja;Estados Unidos de América;52
2025-04-01;Torrevieja;Colombia;32
2025-04-01;Torrevieja;Turquía;44
2025-05-01;Torrevieja;Total;4104
2025-05-01;Torrevieja;Europa;3705
2025-05-01;Torrevieja;Unión Europea;3159
2025-05-01;Torrevieja;África;140
2025-05-01;Torrevieja;América;155
2025-05-01;Torrevieja;América del Norte;43
2025-05-01;Torrevieja;Centro América y Caribe;36
2025-05-01;Torrevieja;Sudamérica;76
2025-05-01;Torrevieja;Austria;48
2025-05-01;Torrevieja;Bélgica;140
2025-05-01;Torrevieja;Bulgaria;64
2025-05-01;Torrevieja;Francia;1260
2025-05-01;Torrevieja;Grecia;32
2025-05-01;Torrevieja;Hungría;35
2025-05-01;Torrevieja;Irlanda;46
2025-05-01;Torrevieja;Italia;248
2025-05-01;Torrevieja;Noruega;52
2025-05-01;Torrevieja;Países Bajos;225
2025-05-01;Torrevieja;Polonia;113
2025-05-01;Torrevieja;Portugal;296
2025-05-01;Torrevieja;Reino Unido;251
2025-05-01;Torrevieja;Alemania;316
2025-05-01;Torrevieja;Rumanía;49
2025-05-01;Torrevieja;Suecia;76
2025-05-01;Torrevieja;Ucrania;39
2025-05-01;Torrevieja;República Checa;45
2025-05-01;Torrevieja;Croacia;47
2025-05-01;Torrevieja;Rusia;46
2025-05-01;Torrevieja;Marruecos;114
2025-05-01;Torrevieja;Turquía;41
2025-06-01;Torrevieja;Total;3950
2025-06-01;Torrevieja;Europa;3627
2025-06-01;Torrevieja;Unión Europea;3022
2025-06-01;Torrevieja;África;118
2025-06-01;Torrevieja;América;130
2025-06-01;Torrevieja;América del Norte;88
2025-06-01;Torrevieja;Austria;73
2025-06-01;Torrevieja;Bélgica;207
2025-06-01;Torrevieja;Finlandia;35
2025-06-01;Torrevieja;Francia;1098
2025-06-01;Torrevieja;Grecia;31
2025-06-01;Torrevieja;Hungría;36
2025-06-01;Torrevieja;Irlanda;54
2025-06-01;Torrevieja;Italia;320
2025-06-01;Torrevieja;Noruega;69
2025-06-01;Torrevieja;Países Bajos;90
2025-06-01;Torrevieja;Polonia;118
2025-06-01;Torrevieja;Portugal;298
2025-06-01;Torrevieja;Reino Unido;316
2025-06-01;Torrevieja;Alemania;390
2025-06-01;Torrevieja;Suecia;87
2025-06-01;Torrevieja;Suiza;62
2025-06-01;Torrevieja;Croacia;46
2025-06-01;Torrevieja;Rusia;30
2025-06-01;Torrevieja;Marruecos;91
2025-06-01;Torrevieja;Estados Unidos de América;63
2025-06-01;Torrevieja;Turquía;40
2025-07-01;Torrevieja;Total;3956
2025-07-01;Torrevieja;Europa;3597
2025-07-01;Torrevieja;Unión Europea;2839
2025-07-01;Torrevieja;África;152
2025-07-01;Torrevieja;América;121
2025-07-01;Torrevieja;Sudamérica;61
2025-07-01;Torrevieja;Austria;68
2025-07-01;Torrevieja;Bélgica;163
2025-07-01;Torrevieja;Dinamarca;44
2025-07-01;Torrevieja;Finlandia;37
2025-07-01;Torrevieja;Francia;1079
2025-07-01;Torrevieja;Grecia;64
2025-07-01;Torrevieja;Hungría;51
2025-07-01;Torrevieja;Irlanda;39
2025-07-01;Torrevieja;Italia;196
2025-07-01;Torrevieja;Noruega;70
2025-07-01;Torrevieja;Países Bajos;52
2025-07-01;Torrevieja;Polonia;155
2025-07-01;Torrevieja;Portugal;227
2025-07-01;Torrevieja;Andorra;32
2025-07-01;Torrevieja;Reino Unido;395
2025-07-01;Torrevieja;Alemania;330
2025-07-01;Torrevieja;Rumanía;51
2025-07-01;Torrevieja;Suecia;78
2025-07-01;Torrevieja;Suiza;39
2025-07-01;Torrevieja;Ucrania;35
2025-07-01;Torrevieja;Estonia;35
2025-07-01;Torrevieja;República Checa;38
2025-07-01;Torrevieja;Rusia;46
2025-07-01;Torrevieja;Marruecos;125
2025-07-01;Torrevieja;Estados Unidos de América;36
2025-07-01;Torrevieja;Turquía;42
2025-08-01;Torrevieja;Total;4414
2025-08-01;Torrevieja;Europa;4031
2025-08-01;Torrevieja;Unión Europea;3216
2025-08-01;Torrevieja;África;141
2025-08-01;Torrevieja;América;154
2025-08-01;Torrevieja;América del Norte;54
2025-08-01;Torrevieja;Centro América y Caribe;44
2025-08-01;Torrevieja;Sudamérica;56
2025-08-01;Torrevieja;Austria;56
2025-08-01;Torrevieja;Bélgica;194
2025-08-01;Torrevieja;Bulgaria;50
2025-08-01;Torrevieja;Dinamarca;40
2025-08-01;Torrevieja;Finlandia;55
2025-08-01;Torrevieja;Francia;1124
2025-08-01;Torrevieja;Grecia;67
2025-08-01;Torrevieja;Hungría;62
2025-08-01;Torrevieja;Irlanda;47
2025-08-01;Torrevieja;Islandia;37
2025-08-01;Torrevieja;Italia;227
2025-08-01;Torrevieja;Noruega;73
2025-08-01;Torrevieja;Países Bajos;104
2025-08-01;Torrevieja;Polonia;107
2025-08-01;Torrevieja;Portugal;366
2025-08-01;Torrevieja;Andorra;33
2025-08-01;Torrevieja;Reino Unido;393
2025-08-01;Torrevieja;Alemania;307
2025-08-01;Torrevieja;Rumanía;64
2025-08-01;Torrevieja;Suecia;107
2025-08-01;Torrevieja;Suiza;60
2025-08-01;Torrevieja;Letonia;34
2025-08-01;Torrevieja;Lituania;40
2025-08-01;Torrevieja;República Checa;89
2025-08-01;Torrevieja;Rusia;48
2025-08-01;Torrevieja;Gibraltar;32
2025-08-01;Torrevieja;Marruecos;104
2025-08-01;Torrevieja;Estados Unidos de América;36
2025-08-01;Torrevieja;Turquía;61
2025-09-01;Torrevieja;Total;4355
2025-09-01;Torrevieja;Europa;3914
2025-09-01;Torrevieja;Unión Europea;3149
2025-09-01;Torrevieja;África;172
2025-09-01;Torrevieja;América;181
2025-09-01;Torrevieja;América del Norte;55
2025-09-01;Torrevieja;Centro América y Caribe;33
2025-09-01;Torrevieja;Sudamérica;93
2025-09-01;Torrevieja;Austria;50
2025-09-01;Torrevieja;Bélgica;231
2025-09-01;Torrevieja;Bulgaria;49
2025-09-01;Torrevieja;Dinamarca;37
2025-09-01;Torrevieja;Finlandia;43
2025-09-01;Torrevieja;Francia;1002
2025-09-01;Torrevieja;Grecia;44
2025-09-01;Torrevieja;Hungría;71
2025-09-01;Torrevieja;Irlanda;34
2025-09-01;Torrevieja;Italia;441
2025-09-01;Torrevieja;Noruega;57
2025-09-01;Torrevieja;Países Bajos;88
2025-09-01;Torrevieja;Polonia;120
2025-09-01;Torrevieja;Portugal;302
2025-09-01;Torrevieja;Andorra;34
2025-09-01;Torrevieja;Reino Unido;356
2025-09-01;Torrevieja;Alemania;268
2025-09-01;Torrevieja;Rumanía;78
2025-09-01;Torrevieja;Suecia;91
2025-09-01;Torrevieja;Suiza;48
2025-09-01;Torrevieja;Ucrania;37
2025-09-01;Torrevieja;República Checa;61
2025-09-01;Torrevieja;Croacia;35
2025-09-01;Torrevieja;Rusia;69
2025-09-01;Torrevieja;Marruecos;111
2025-09-01;Torrevieja;Estados Unidos de América;31
2025-09-01;Torrevieja;Colombia;38
2025-09-01;Torrevieja;Turquía;67
2025-10-01;Torrevieja;Total;4046
2025-10-01;Torrevieja;Europa;3536
2025-10-01;Torrevieja;Unión Europea;2831
2025-10-01;Torrevieja;África;222
2025-10-01;Torrevieja;América;181
2025-10-01;Torrevieja;América del Norte;60
2025-10-01;Torrevieja;Centro América y Caribe;50
2025-10-01;Torrevieja;Sudamérica;71
2025-10-01;Torrevieja;Austria;36
2025-10-01;Torrevieja;Bélgica;158
2025-10-01;Torrevieja;Francia;916
2025-10-01;Torrevieja;Grecia;32
2025-10-01;Torrevieja;Hungría;87
2025-10-01;Torrevieja;Irlanda;39
2025-10-01;Torrevieja;Italia;502
2025-10-01;Torrevieja;Noruega;42
2025-10-01;Torrevieja;Países Bajos;74
2025-10-01;Torrevieja;Polonia;79
2025-10-01;Torrevieja;Portugal;350
2025-10-01;Torrevieja;Reino Unido;394
2025-10-01;Torrevieja;Alemania;288
2025-10-01;Torrevieja;Rumanía;46
2025-10-01;Torrevieja;Suecia;52
2025-10-01;Torrevieja;Suiza;54
2025-10-01;Torrevieja;Ucrania;31
2025-10-01;Torrevieja;República Checa;32
2025-10-01;Torrevieja;Croacia;43
2025-10-01;Torrevieja;Marruecos;129
2025-10-01;Torrevieja;Estados Unidos de América;32
2025-10-01;Torrevieja;República Dominicana;35
2025-10-01;Torrevieja;Turquía;93
2025-11-01;Torrevieja;Total;3953
2025-11-01;Torrevieja;Europa;3574
2025-11-01;Torrevieja;Unión Europea;2983
2025-11-01;Torrevieja;América;126
2025-11-01;Torrevieja;América del Norte;59
2025-11-01;Torrevieja;Asia;141
2025-11-01;Torrevieja;Austria;57
2025-11-01;Torrevieja;Bélgica;158
2025-11-01;Torrevieja;Dinamarca;33
2025-11-01;Torrevieja;Francia;1135
2025-11-01;Torrevieja;Grecia;39
2025-11-01;Torrevieja;Hungría;102
2025-11-01;Torrevieja;Irlanda;69
2025-11-01;Torrevieja;Italia;454
2025-11-01;Torrevieja;Noruega;43
2025-11-01;Torrevieja;Países Bajos;102
2025-11-01;Torrevieja;Polonia;118
2025-11-01;Torrevieja;Portugal;150
2025-11-01;Torrevieja;Andorra;36
2025-11-01;Torrevieja;Reino Unido;321
2025-11-01;Torrevieja;Alemania;293
2025-11-01;Torrevieja;Rumanía;46
2025-11-01;Torrevieja;Suecia;68
2025-11-01;Torrevieja;Suiza;43
2025-11-01;Torrevieja;Rusia;35
2025-11-01;Torrevieja;Gibraltar;34
2025-11-01;Torrevieja;Marruecos;64
2025-11-01;Torrevieja;Estados Unidos de América;35
2025-11-01;Torrevieja;Emiratos Árabes Unidos;36
2025-11-01;Torrevieja;Turquía;39
2025-12-01;Torrevieja;Total;4298
2025-12-01;Torrevieja;Europa;3882
2025-12-01;Torrevieja;Unión Europea;3148
2025-12-01;Torrevieja;África;122
2025-12-01;Torrevieja;América;207
2025-12-01;Torrevieja;Sudamérica;121
2025-12-01;Torrevieja;Austria;59
2025-12-01;Torrevieja;Bélgica;261
2025-12-01;Torrevieja;Bulgaria;32
2025-12-01;Torrevieja;Dinamarca;52
2025-12-01;Torrevieja;Francia;1188
2025-12-01;Torrevieja;Hungría;75
2025-12-01;Torrevieja;Irlanda;43
2025-12-01;Torrevieja;Italia;294
2025-12-01;Torrevieja;Noruega;64
2025-12-01;Torrevieja;Países Bajos;78
2025-12-01;Torrevieja;Polonia;87
2025-12-01;Torrevieja;Portugal;212
2025-12-01;Torrevieja;Andorra;36
2025-12-01;Torrevieja;Reino Unido;443
2025-12-01;Torrevieja;Alemania;367
2025-12-01;Torrevieja;Rumanía;57
2025-12-01;Torrevieja;Suecia;156
2025-12-01;Torrevieja;Suiza;65
2025-12-01;Torrevieja;República Checa;73
2025-12-01;Torrevieja;República Eslovaca;40
2025-12-01;Torrevieja;Marruecos;68
2025-12-01;Torrevieja;Estados Unidos de América;48
2025-12-01;Torrevieja;Colombia;40
2025-12-01;Torrevieja;Turquía;59
2026-01-01;Torrevieja;Total;4032
2026-01-01;Torrevieja;Europa;3579
2026-01-01;Torrevieja;Unión Europea;2869
2026-01-01;Torrevieja;América;260
2026-01-01;Torrevieja;América del Norte;88
2026-01-01;Torrevieja;Centro América y Caribe;66
2026-01-01;Torrevieja;Sudamérica;106
2026-01-01;Torrevieja;Asia;100
2026-01-01;Torrevieja;Austria;34
2026-01-01;Torrevieja;Bélgica;123
2026-01-01;Torrevieja;Francia;998
2026-01-01;Torrevieja;Grecia;53
2026-01-01;Torrevieja;Hungría;80
2026-01-01;Torrevieja;Irlanda;37
2026-01-01;Torrevieja;Italia;200
2026-01-01;Torrevieja;Noruega;55
2026-01-01;Torrevieja;Países Bajos;158
2026-01-01;Torrevieja;Polonia;180
2026-01-01;Torrevieja;Portugal;222
2026-01-01;Torrevieja;Andorra;161
2026-01-01;Torrevieja;Reino Unido;314
2026-01-01;Torrevieja;Alemania;355
2026-01-01;Torrevieja;Rumanía;93
2026-01-01;Torrevieja;Suecia;110
2026-01-01;Torrevieja;Suiza;36
2026-01-01;Torrevieja;República Checa;60
2026-01-01;Torrevieja;Marruecos;71
2026-01-01;Torrevieja;Estados Unidos de América;63
2026-01-01;Torrevieja;Colombia;30
2026-01-01;Torrevieja;China;32
2026-01-01;Torrevieja;Turquía;65
