fecha;mun_orig;dest;turistas;prov_orig
2023-04-01;Fuengirola;Torrevieja;45;Málaga
2023-04-01;Málaga;Torrevieja;87;Málaga
2023-04-01;Marbella;Torrevieja;40;Málaga
2023-04-01;Mijas;Torrevieja;41;Málaga
2023-04-01;Vélez-Málaga;Torrevieja;33;Málaga
2023-04-01;Abanilla;Torrevieja;30;Murcia
2023-04-01;Abarán;Torrevieja;38;Murcia
2023-04-01;Águilas;Torrevieja;52;Murcia
2023-04-01;Alcantarilla;Torrevieja;115;Murcia
2023-04-01;Alguazas;Torrevieja;50;Murcia
2023-04-01;Archena;Torrevieja;68;Murcia
2023-04-01;Beniel;Torrevieja;64;Murcia
2023-04-01;Caravaca de la Cruz;Torrevieja;54;Murcia
2023-04-01;Cartagena;Torrevieja;724;Murcia
2023-04-01;Ceutí;Torrevieja;51;Murcia
2023-04-01;Cieza;Torrevieja;101;Murcia
2023-04-01;Fortuna;Torrevieja;63;Murcia
2023-04-01;Jumilla;Torrevieja;74;Murcia
2023-04-01;Lorca;Torrevieja;40;Murcia
2023-04-01;Lorquí;Torrevieja;32;Murcia
2023-04-01;Mazarrón;Torrevieja;46;Murcia
2023-04-01;Molina de Segura;Torrevieja;360;Murcia
2023-04-01;Mula;Torrevieja;67;Murcia
2023-04-01;Murcia;Torrevieja;3689;Murcia
2023-04-01;San Javier;Torrevieja;318;Murcia
2023-04-01;San Pedro del Pinatar;Torrevieja;185;Murcia
2023-04-01;Torre-Pacheco;Torrevieja;182;Murcia
2023-04-01;Torres de Cotillas, Las;Torrevieja;98;Murcia
2023-04-01;Unión, La;Torrevieja;62;Murcia
2023-04-01;Yecla;Torrevieja;157;Murcia
2023-04-01;Santomera;Torrevieja;101;Murcia
2023-04-01;Alcázares, Los;Torrevieja;69;Murcia
2023-04-01;Burlada/Burlata;Torrevieja;37;Navarra
2023-04-01;Estella-Lizarra;Torrevieja;37;Navarra
2023-04-01;Pamplona/Iruña;Torrevieja;222;Navarra
2023-04-01;Ourense;Torrevieja;31;Ourense
2023-04-01;Avilés;Torrevieja;40;Asturias
2023-04-01;Gijón;Torrevieja;107;Asturias
2023-04-01;Oviedo;Torrevieja;104;Asturias
2023-04-01;Palencia;Torrevieja;72;Palencia
2023-04-01;San Bartolomé de Tirajana;Torrevieja;40;Palmas, Las
2023-04-01;Salamanca;Torrevieja;130;Salamanca
2023-04-01;Puerto de la Cruz;Torrevieja;34;Santa Cruz de Tenerife
2023-04-01;Santa Cruz de Tenerife;Torrevieja;48;Santa Cruz de Tenerife
2023-04-01;Castro-Urdiales;Torrevieja;31;Cantabria
2023-04-01;Santander;Torrevieja;33;Cantabria
2023-04-01;Segovia;Torrevieja;102;Segovia
2023-04-01;Sevilla;Torrevieja;73;Sevilla
2023-04-01;Soria;Torrevieja;37;Soria
2023-04-01;Bargas;Torrevieja;38;Toledo
2023-04-01;Camuñas;Torrevieja;38;Toledo
2023-04-01;Carranque;Torrevieja;38;Toledo
2023-04-01;Illescas;Torrevieja;133;Toledo
2023-04-01;Madridejos;Torrevieja;33;Toledo
2023-04-01;Nambroca;Torrevieja;38;Toledo
2023-04-01;Numancia de la Sagra;Torrevieja;37;Toledo
2023-04-01;Ocaña;Torrevieja;57;Toledo
2023-04-01;Ontígola;Torrevieja;40;Toledo
2023-04-01;Quintanar de la Orden;Torrevieja;52;Toledo
2023-04-01;Recas;Torrevieja;34;Toledo
2023-04-01;Santa Cruz de la Zarza;Torrevieja;31;Toledo
2023-04-01;Seseña;Torrevieja;147;Toledo
2023-04-01;Sonseca;Torrevieja;32;Toledo
2023-04-01;Talavera de la Reina;Torrevieja;129;Toledo
2023-04-01;Toledo;Torrevieja;238;Toledo
2023-04-01;Torrijos;Torrevieja;44;Toledo
2023-04-01;Villacañas;Torrevieja;49;Toledo
2023-04-01;Villatobas;Torrevieja;33;Toledo
2023-04-01;Viso de San Juan, El;Torrevieja;48;Toledo
2023-04-01;Yeles;Torrevieja;33;Toledo
2023-04-01;Yepes;Torrevieja;35;Toledo
2023-04-01;Yuncos;Torrevieja;76;Toledo
2023-04-01;Alzira;Torrevieja;48;Valencia/València
2023-04-01;Aldaia;Torrevieja;35;Valencia/València
2023-04-01;Algemesí;Torrevieja;32;Valencia/València
2023-04-01;Burjassot;Torrevieja;39;Valencia/València
2023-04-01;Carcaixent;Torrevieja;39;Valencia/València
2023-04-01;Cullera;Torrevieja;42;Valencia/València
2023-04-01;Gandia;Torrevieja;59;Valencia/València
2023-04-01;Manises;Torrevieja;39;Valencia/València
2023-04-01;Mislata;Torrevieja;37;Valencia/València
2023-04-01;Ontinyent;Torrevieja;38;Valencia/València
2023-04-01;Paterna;Torrevieja;56;Valencia/València
2023-04-01;Picassent;Torrevieja;30;Valencia/València
2023-04-01;Sagunto/Sagunt;Torrevieja;43;Valencia/València
2023-04-01;Torrent;Torrevieja;54;Valencia/València
2023-04-01;València;Torrevieja;851;Valencia/València
2023-04-01;Arroyo de la Encomienda;Torrevieja;40;Valladolid
2023-04-01;Laguna de Duero;Torrevieja;40;Valladolid
2023-04-01;Valladolid;Torrevieja;496;Valladolid
2023-04-01;Amorebieta-Etxano;Torrevieja;60;Bizkaia
2023-04-01;Barakaldo;Torrevieja;117;Bizkaia
2023-04-01;Basauri;Torrevieja;68;Bizkaia
2023-04-01;Bilbao;Torrevieja;409;Bizkaia
2023-04-01;Durango;Torrevieja;57;Bizkaia
2023-04-01;Ermua;Torrevieja;38;Bizkaia
2023-04-01;Galdakao;Torrevieja;41;Bizkaia
2023-04-01;Getxo;Torrevieja;67;Bizkaia
2023-04-01;Leioa;Torrevieja;46;Bizkaia
2023-04-01;Ondarroa;Torrevieja;56;Bizkaia
2023-04-01;Portugalete;Torrevieja;46;Bizkaia
2023-04-01;Santurtzi;Torrevieja;99;Bizkaia
2023-04-01;Sopela;Torrevieja;35;Bizkaia
2023-04-01;Erandio;Torrevieja;41;Bizkaia
2023-04-01;Zamora;Torrevieja;48;Zamora
2023-04-01;Zaragoza;Torrevieja;278;Zaragoza
2023-05-01;Vitoria-Gasteiz;Torrevieja;338;Araba/Álava
2023-05-01;Albacete;Torrevieja;802;Albacete
2023-05-01;Almansa;Torrevieja;32;Albacete
2023-05-01;Caudete;Torrevieja;47;Albacete
2023-05-01;Chinchilla de Monte-Aragón;Torrevieja;42;Albacete
2023-05-01;Hellín;Torrevieja;75;Albacete
2023-05-01;Roda, La;Torrevieja;32;Albacete
2023-05-01;Villarrobledo;Torrevieja;36;Albacete
2023-05-01;Almería;Torrevieja;59;Almería
2023-05-01;Roquetas de Mar;Torrevieja;36;Almería
2023-05-01;Ávila;Torrevieja;47;Ávila
2023-05-01;Palma;Torrevieja;50;Balears, Illes
2023-05-01;Badalona;Torrevieja;34;Barcelona
2023-05-01;Barcelona;Torrevieja;179;Barcelona
2023-05-01;Calella;Torrevieja;36;Barcelona
2023-05-01;Burgos;Torrevieja;162;Burgos
2023-05-01;Miranda de Ebro;Torrevieja;30;Burgos
2023-05-01;Castelló de la Plana;Torrevieja;53;Castellón/Castelló
2023-05-01;Alcázar de San Juan;Torrevieja;47;Ciudad Real
2023-05-01;Argamasilla de Alba;Torrevieja;65;Ciudad Real
2023-05-01;Argamasilla de Calatrava;Torrevieja;30;Ciudad Real
2023-05-01;Carrizosa;Torrevieja;30;Ciudad Real
2023-05-01;Ciudad Real;Torrevieja;83;Ciudad Real
2023-05-01;Pedro Muñoz;Torrevieja;34;Ciudad Real
2023-05-01;Puertollano;Torrevieja;58;Ciudad Real
2023-05-01;Socuéllamos;Torrevieja;41;Ciudad Real
2023-05-01;Tomelloso;Torrevieja;92;Ciudad Real
2023-05-01;Valdepeñas;Torrevieja;47;Ciudad Real
2023-05-01;Córdoba;Torrevieja;30;Córdoba
2023-05-01;Coruña, A;Torrevieja;56;Coruña, A
2023-05-01;Granada;Torrevieja;65;Granada
2023-05-01;Azuqueca de Henares;Torrevieja;76;Guadalajara
2023-05-01;Casar, El;Torrevieja;43;Guadalajara
2023-05-01;Guadalajara;Torrevieja;57;Guadalajara
2023-05-01;Donostia/San Sebastián;Torrevieja;96;Gipuzkoa
2023-05-01;León;Torrevieja;49;León
2023-05-01;Logroño;Torrevieja;59;Rioja, La
2023-05-01;Álamo, El;Torrevieja;52;Madrid
2023-05-01;Alcalá de Henares;Torrevieja;734;Madrid
2023-05-01;Alcobendas;Torrevieja;253;Madrid
2023-05-01;Alcorcón;Torrevieja;666;Madrid
2023-05-01;Algete;Torrevieja;56;Madrid
2023-05-01;Alpedrete;Torrevieja;30;Madrid
2023-05-01;Aranjuez;Torrevieja;167;Madrid
2023-05-01;Arganda del Rey;Torrevieja;208;Madrid
2023-05-01;Arroyomolinos;Torrevieja;147;Madrid
2023-05-01;Belmonte de Tajo;Torrevieja;32;Madrid
2023-05-01;Boadilla del Monte;Torrevieja;100;Madrid
2023-05-01;Brunete;Torrevieja;43;Madrid
2023-05-01;Casarrubuelos;Torrevieja;64;Madrid
2023-05-01;Ciempozuelos;Torrevieja;50;Madrid
2023-05-01;Colmenar Viejo;Torrevieja;167;Madrid
2023-05-01;Collado Villalba;Torrevieja;109;Madrid
2023-05-01;Coslada;Torrevieja;359;Madrid
2023-05-01;Cubas de la Sagra;Torrevieja;107;Madrid
2023-05-01;Daganzo de Arriba;Torrevieja;66;Madrid
2023-05-01;Escorial, El;Torrevieja;35;Madrid
2023-05-01;Fuenlabrada;Torrevieja;580;Madrid
2023-05-01;Galapagar;Torrevieja;77;Madrid
2023-05-01;Getafe;Torrevieja;729;Madrid
2023-05-01;Griñón;Torrevieja;40;Madrid
2023-05-01;Guadarrama;Torrevieja;48;Madrid
2023-05-01;Humanes de Madrid;Torrevieja;68;Madrid
2023-05-01;Leganés;Torrevieja;706;Madrid
2023-05-01;Loeches;Torrevieja;54;Madrid
2023-05-01;Madrid;Torrevieja;7542;Madrid
2023-05-01;Majadahonda;Torrevieja;94;Madrid
2023-05-01;Meco;Torrevieja;54;Madrid
2023-05-01;Mejorada del Campo;Torrevieja;126;Madrid
2023-05-01;Molar, El;Torrevieja;38;Madrid
2023-05-01;Moraleja de Enmedio;Torrevieja;33;Madrid
2023-05-01;Móstoles;Torrevieja;705;Madrid
2023-05-01;Navalcarnero;Torrevieja;132;Madrid
2023-05-01;Paracuellos de Jarama;Torrevieja;66;Madrid
2023-05-01;Parla;Torrevieja;520;Madrid
2023-05-01;Pinto;Torrevieja;192;Madrid
2023-05-01;Pozuelo de Alarcón;Torrevieja;144;Madrid
2023-05-01;Pozuelo del Rey;Torrevieja;38;Madrid
2023-05-01;Rivas-Vaciamadrid;Torrevieja;247;Madrid
2023-05-01;Rozas de Madrid, Las;Torrevieja;158;Madrid
2023-05-01;San Agustín del Guadalix;Torrevieja;39;Madrid
2023-05-01;San Fernando de Henares;Torrevieja;188;Madrid
2023-05-01;San Lorenzo de El Escorial;Torrevieja;37;Madrid
2023-05-01;San Martín de la Vega;Torrevieja;63;Madrid
2023-05-01;San Sebastián de los Reyes;Torrevieja;273;Madrid
2023-05-01;Torrejón de Ardoz;Torrevieja;418;Madrid
2023-05-01;Torrejón de la Calzada;Torrevieja;44;Madrid
2023-05-01;Torrejón de Velasco;Torrevieja;51;Madrid
2023-05-01;Valdemoro;Torrevieja;234;Madrid
2023-05-01;Velilla de San Antonio;Torrevieja;38;Madrid
2023-05-01;Villa del Prado;Torrevieja;32;Madrid
2023-05-01;Villalbilla;Torrevieja;46;Madrid
2023-05-01;Villanueva de la Cañada;Torrevieja;36;Madrid
2023-05-01;Villanueva del Pardillo;Torrevieja;38;Madrid
2023-05-01;Villaviciosa de Odón;Torrevieja;32;Madrid
2023-05-01;Tres Cantos;Torrevieja;87;Madrid
2023-05-01;Benalmádena;Torrevieja;34;Málaga
2023-05-01;Estepona;Torrevieja;39;Málaga
2023-05-01;Fuengirola;Torrevieja;34;Málaga
2023-05-01;Málaga;Torrevieja;112;Málaga
2023-05-01;Marbella;Torrevieja;39;Málaga
2023-05-01;Mijas;Torrevieja;34;Málaga
2023-05-01;Águilas;Torrevieja;46;Murcia
2023-05-01;Alcantarilla;Torrevieja;64;Murcia
2023-05-01;Archena;Torrevieja;88;Murcia
2023-05-01;Beniel;Torrevieja;50;Murcia
2023-05-01;Caravaca de la Cruz;Torrevieja;67;Murcia
2023-05-01;Cartagena;Torrevieja;766;Murcia
2023-05-01;Ceutí;Torrevieja;35;Murcia
2023-05-01;Cieza;Torrevieja;66;Murcia
2023-05-01;Fortuna;Torrevieja;45;Murcia
2023-05-01;Jumilla;Torrevieja;98;Murcia
2023-05-01;Lorca;Torrevieja;48;Murcia
2023-05-01;Mazarrón;Torrevieja;37;Murcia
2023-05-01;Molina de Segura;Torrevieja;271;Murcia
2023-05-01;Mula;Torrevieja;68;Murcia
2023-05-01;Murcia;Torrevieja;3075;Murcia
2023-05-01;San Javier;Torrevieja;274;Murcia
2023-05-01;San Pedro del Pinatar;Torrevieja;195;Murcia
2023-05-01;Torre-Pacheco;Torrevieja;206;Murcia
2023-05-01;Torres de Cotillas, Las;Torrevieja;70;Murcia
2023-05-01;Totana;Torrevieja;46;Murcia
2023-05-01;Unión, La;Torrevieja;43;Murcia
2023-05-01;Yecla;Torrevieja;103;Murcia
2023-05-01;Santomera;Torrevieja;79;Murcia
2023-05-01;Alcázares, Los;Torrevieja;79;Murcia
2023-05-01;Pamplona/Iruña;Torrevieja;102;Navarra
2023-05-01;Avilés;Torrevieja;39;Asturias
2023-05-01;Gijón;Torrevieja;62;Asturias
2023-05-01;Oviedo;Torrevieja;67;Asturias
2023-05-01;Palmas de Gran Canaria, Las;Torrevieja;35;Palmas, Las
2023-05-01;Vigo;Torrevieja;42;Pontevedra
2023-05-01;Salamanca;Torrevieja;75;Salamanca
2023-05-01;Segovia;Torrevieja;79;Segovia
2023-05-01;Sevilla;Torrevieja;57;Sevilla
2023-05-01;Casarrubios del Monte;Torrevieja;32;Toledo
2023-05-01;Illescas;Torrevieja;90;Toledo
2023-05-01;Méntrida;Torrevieja;42;Toledo
2023-05-01;Ocaña;Torrevieja;30;Toledo
2023-05-01;Quintanar de la Orden;Torrevieja;49;Toledo
2023-05-01;Seseña;Torrevieja;87;Toledo
2023-05-01;Talavera de la Reina;Torrevieja;71;Toledo
2023-05-01;Toledo;Torrevieja;120;Toledo
2023-05-01;Ugena;Torrevieja;32;Toledo
2023-05-01;Villacañas;Torrevieja;32;Toledo
2023-05-01;Yuncos;Torrevieja;31;Toledo
2023-05-01;Alaquàs;Torrevieja;61;Valencia/València
2023-05-01;Albalat de la Ribera;Torrevieja;34;Valencia/València
2023-05-01;Alzira;Torrevieja;61;Valencia/València
2023-05-01;Benetússer;Torrevieja;32;Valencia/València
2023-05-01;Gandia;Torrevieja;50;Valencia/València
2023-05-01;Xàtiva;Torrevieja;35;Valencia/València
2023-05-01;Ontinyent;Torrevieja;46;Valencia/València
2023-05-01;Paterna;Torrevieja;51;Valencia/València
2023-05-01;Sagunto/Sagunt;Torrevieja;39;Valencia/València
2023-05-01;Torrent;Torrevieja;50;Valencia/València
2023-05-01;València;Torrevieja;606;Valencia/València
2023-05-01;Valladolid;Torrevieja;183;Valladolid
2023-05-01;Barakaldo;Torrevieja;40;Bizkaia
2023-05-01;Basauri;Torrevieja;45;Bizkaia
2023-05-01;Bilbao;Torrevieja;173;Bizkaia
2023-05-01;Getxo;Torrevieja;40;Bizkaia
2023-05-01;Leioa;Torrevieja;35;Bizkaia
2023-05-01;Santurtzi;Torrevieja;46;Bizkaia
2023-05-01;Zamora;Torrevieja;36;Zamora
2023-05-01;Zaragoza;Torrevieja;119;Zaragoza
2023-06-01;Vitoria-Gasteiz;Torrevieja;382;Araba/Álava
2023-06-01;Albacete;Torrevieja;1366;Albacete
2023-06-01;Almansa;Torrevieja;60;Albacete
2023-06-01;Chinchilla de Monte-Aragón;Torrevieja;79;Albacete
2023-06-01;Hellín;Torrevieja;76;Albacete
2023-06-01;Roda, La;Torrevieja;56;Albacete
2023-06-01;Villarrobledo;Torrevieja;63;Albacete
2023-06-01;Adra;Torrevieja;32;Almería
2023-06-01;Almería;Torrevieja;65;Almería
2023-06-01;Roquetas de Mar;Torrevieja;34;Almería
2023-06-01;Vélez-Rubio;Torrevieja;49;Almería
2023-06-01;Ávila;Torrevieja;60;Ávila
2023-06-01;Calvià;Torrevieja;36;Balears, Illes
2023-06-01;Palma;Torrevieja;50;Balears, Illes
2023-06-01;Barcelona;Torrevieja;263;Barcelona
2023-06-01;Aranda de Duero;Torrevieja;48;Burgos
2023-06-01;Burgos;Torrevieja;173;Burgos
2023-06-01;Algeciras;Torrevieja;62;Cádiz
2023-06-01;Cádiz;Torrevieja;69;Cádiz
2023-06-01;Conil de la Frontera;Torrevieja;32;Cádiz
2023-06-01;Borriana/Burriana;Torrevieja;38;Castellón/Castelló
2023-06-01;Castelló de la Plana;Torrevieja;47;Castellón/Castelló
2023-06-01;Peníscola/Peñíscola;Torrevieja;30;Castellón/Castelló
2023-06-01;Alcázar de San Juan;Torrevieja;64;Ciudad Real
2023-06-01;Argamasilla de Alba;Torrevieja;57;Ciudad Real
2023-06-01;Campo de Criptana;Torrevieja;41;Ciudad Real
2023-06-01;Ciudad Real;Torrevieja;130;Ciudad Real
2023-06-01;Manzanares;Torrevieja;44;Ciudad Real
2023-06-01;Miguelturra;Torrevieja;53;Ciudad Real
2023-06-01;Pedro Muñoz;Torrevieja;49;Ciudad Real
2023-06-01;Puertollano;Torrevieja;90;Ciudad Real
2023-06-01;Tomelloso;Torrevieja;89;Ciudad Real
2023-06-01;Valdepeñas;Torrevieja;42;Ciudad Real
2023-06-01;Córdoba;Torrevieja;37;Córdoba
2023-06-01;Coruña, A;Torrevieja;47;Coruña, A
2023-06-01;Santiago de Compostela;Torrevieja;47;Coruña, A
2023-06-01;Cuenca;Torrevieja;69;Cuenca
2023-06-01;San Clemente;Torrevieja;33;Cuenca
2023-06-01;Lloret de Mar;Torrevieja;42;Girona
2023-06-01;Granada;Torrevieja;69;Granada
2023-06-01;Azuqueca de Henares;Torrevieja;76;Guadalajara
2023-06-01;Casar, El;Torrevieja;40;Guadalajara
2023-06-01;Guadalajara;Torrevieja;107;Guadalajara
2023-06-01;Donostia/San Sebastián;Torrevieja;126;Gipuzkoa
2023-06-01;León;Torrevieja;59;León
2023-06-01;Ponferrada;Torrevieja;31;León
2023-06-01;Logroño;Torrevieja;146;Rioja, La
2023-06-01;Alcalá de Henares;Torrevieja;541;Madrid
2023-06-01;Alcobendas;Torrevieja;212;Madrid
2023-06-01;Alcorcón;Torrevieja;518;Madrid
2023-06-01;Algete;Torrevieja;40;Madrid
2023-06-01;Alpedrete;Torrevieja;41;Madrid
2023-06-01;Aranjuez;Torrevieja;100;Madrid
2023-06-01;Arganda del Rey;Torrevieja;126;Madrid
2023-06-01;Arroyomolinos;Torrevieja;98;Madrid
2023-06-01;Boadilla del Monte;Torrevieja;72;Madrid
2023-06-01;Brunete;Torrevieja;30;Madrid
2023-06-01;Camarma de Esteruelas;Torrevieja;33;Madrid
2023-06-01;Ciempozuelos;Torrevieja;57;Madrid
2023-06-01;Colmenar de Oreja;Torrevieja;32;Madrid
2023-06-01;Colmenar Viejo;Torrevieja;169;Madrid
2023-06-01;Collado Villalba;Torrevieja;132;Madrid
2023-06-01;Coslada;Torrevieja;245;Madrid
2023-06-01;Escorial, El;Torrevieja;34;Madrid
2023-06-01;Fuenlabrada;Torrevieja;394;Madrid
2023-06-01;Galapagar;Torrevieja;33;Madrid
2023-06-01;Getafe;Torrevieja;515;Madrid
2023-06-01;Griñón;Torrevieja;40;Madrid
2023-06-01;Guadarrama;Torrevieja;63;Madrid
2023-06-01;Humanes de Madrid;Torrevieja;80;Madrid
2023-06-01;Leganés;Torrevieja;512;Madrid
2023-06-01;Loeches;Torrevieja;49;Madrid
2023-06-01;Madrid;Torrevieja;6129;Madrid
2023-06-01;Majadahonda;Torrevieja;61;Madrid
2023-06-01;Meco;Torrevieja;53;Madrid
2023-06-01;Mejorada del Campo;Torrevieja;96;Madrid
2023-06-01;Moralzarzal;Torrevieja;42;Madrid
2023-06-01;Móstoles;Torrevieja;457;Madrid
2023-06-01;Navalcarnero;Torrevieja;50;Madrid
2023-06-01;Paracuellos de Jarama;Torrevieja;53;Madrid
2023-06-01;Parla;Torrevieja;349;Madrid
2023-06-01;Pinto;Torrevieja;136;Madrid
2023-06-01;Pozuelo de Alarcón;Torrevieja;85;Madrid
2023-06-01;Rivas-Vaciamadrid;Torrevieja;159;Madrid
2023-06-01;Rozas de Madrid, Las;Torrevieja;134;Madrid
2023-06-01;San Fernando de Henares;Torrevieja;131;Madrid
2023-06-01;San Lorenzo de El Escorial;Torrevieja;32;Madrid
2023-06-01;San Martín de la Vega;Torrevieja;35;Madrid
2023-06-01;San Sebastián de los Reyes;Torrevieja;251;Madrid
2023-06-01;Soto del Real;Torrevieja;34;Madrid
2023-06-01;Torrejón de Ardoz;Torrevieja;371;Madrid
2023-06-01;Torrelodones;Torrevieja;31;Madrid
2023-06-01;Valdemoro;Torrevieja;221;Madrid
2023-06-01;Villalbilla;Torrevieja;34;Madrid
2023-06-01;Villanueva de la Cañada;Torrevieja;32;Madrid
2023-06-01;Villaviciosa de Odón;Torrevieja;54;Madrid
2023-06-01;Tres Cantos;Torrevieja;75;Madrid
2023-06-01;Benalmádena;Torrevieja;35;Málaga
2023-06-01;Fuengirola;Torrevieja;43;Málaga
2023-06-01;Málaga;Torrevieja;79;Málaga
2023-06-01;Marbella;Torrevieja;48;Málaga
2023-06-01;Mijas;Torrevieja;48;Málaga
2023-06-01;Águilas;Torrevieja;57;Murcia
2023-06-01;Alcantarilla;Torrevieja;120;Murcia
2023-06-01;Alguazas;Torrevieja;35;Murcia
2023-06-01;Alhama de Murcia;Torrevieja;36;Murcia
2023-06-01;Archena;Torrevieja;98;Murcia
2023-06-01;Beniel;Torrevieja;98;Murcia
2023-06-01;Blanca;Torrevieja;45;Murcia
2023-06-01;Bullas;Torrevieja;38;Murcia
2023-06-01;Caravaca de la Cruz;Torrevieja;55;Murcia
2023-06-01;Cartagena;Torrevieja;874;Murcia
2023-06-01;Ceutí;Torrevieja;70;Murcia
2023-06-01;Cieza;Torrevieja;105;Murcia
2023-06-01;Fortuna;Torrevieja;86;Murcia
2023-06-01;Jumilla;Torrevieja;71;Murcia
2023-06-01;Lorca;Torrevieja;68;Murcia
2023-06-01;Lorquí;Torrevieja;41;Murcia
2023-06-01;Mazarrón;Torrevieja;61;Murcia
2023-06-01;Molina de Segura;Torrevieja;433;Murcia
2023-06-01;Mula;Torrevieja;69;Murcia
2023-06-01;Murcia;Torrevieja;5091;Murcia
2023-06-01;San Javier;Torrevieja;361;Murcia
2023-06-01;San Pedro del Pinatar;Torrevieja;268;Murcia
2023-06-01;Torre-Pacheco;Torrevieja;216;Murcia
2023-06-01;Torres de Cotillas, Las;Torrevieja;115;Murcia
2023-06-01;Totana;Torrevieja;31;Murcia
2023-06-01;Unión, La;Torrevieja;49;Murcia
2023-06-01;Yecla;Torrevieja;146;Murcia
2023-06-01;Santomera;Torrevieja;199;Murcia
2023-06-01;Alcázares, Los;Torrevieja;109;Murcia
2023-06-01;Pamplona/Iruña;Torrevieja;120;Navarra
2023-06-01;Gijón;Torrevieja;123;Asturias
2023-06-01;Oviedo;Torrevieja;78;Asturias
2023-06-01;Palencia;Torrevieja;49;Palencia
2023-06-01;Vigo;Torrevieja;41;Pontevedra
2023-06-01;Salamanca;Torrevieja;106;Salamanca
2023-06-01;Castro-Urdiales;Torrevieja;38;Cantabria
2023-06-01;Santander;Torrevieja;31;Cantabria
2023-06-01;Espinar, El;Torrevieja;40;Segovia
2023-06-01;Segovia;Torrevieja;88;Segovia
2023-06-01;Sevilla;Torrevieja;72;Sevilla
2023-06-01;Illescas;Torrevieja;63;Toledo
2023-06-01;Ocaña;Torrevieja;38;Toledo
2023-06-01;Quintanar de la Orden;Torrevieja;54;Toledo
2023-06-01;Seseña;Torrevieja;59;Toledo
2023-06-01;Talavera de la Reina;Torrevieja;89;Toledo
2023-06-01;Toledo;Torrevieja;153;Toledo
2023-06-01;Villacañas;Torrevieja;35;Toledo
2023-06-01;Villaluenga de la Sagra;Torrevieja;34;Toledo
2023-06-01;Viso de San Juan, El;Torrevieja;75;Toledo
2023-06-01;Yepes;Torrevieja;30;Toledo
2023-06-01;Yuncler;Torrevieja;35;Toledo
2023-06-01;Albalat de la Ribera;Torrevieja;33;Valencia/València
2023-06-01;Alzira;Torrevieja;39;Valencia/València
2023-06-01;Algemesí;Torrevieja;33;Valencia/València
2023-06-01;Benetússer;Torrevieja;36;Valencia/València
2023-06-01;Benifaió;Torrevieja;31;Valencia/València
2023-06-01;Burjassot;Torrevieja;38;Valencia/València
2023-06-01;Cullera;Torrevieja;34;Valencia/València
2023-06-01;Gandia;Torrevieja;58;Valencia/València
2023-06-01;Mislata;Torrevieja;33;Valencia/València
2023-06-01;Ontinyent;Torrevieja;46;Valencia/València
2023-06-01;Paterna;Torrevieja;34;Valencia/València
2023-06-01;Silla;Torrevieja;36;Valencia/València
2023-06-01;Torrent;Torrevieja;60;Valencia/València
2023-06-01;València;Torrevieja;659;Valencia/València
2023-06-01;Laguna de Duero;Torrevieja;50;Valladolid
2023-06-01;Valladolid;Torrevieja;254;Valladolid
2023-06-01;Barakaldo;Torrevieja;78;Bizkaia
2023-06-01;Basauri;Torrevieja;39;Bizkaia
2023-06-01;Bilbao;Torrevieja;281;Bizkaia
2023-06-01;Getxo;Torrevieja;57;Bizkaia
2023-06-01;Portugalete;Torrevieja;50;Bizkaia
2023-06-01;Santurtzi;Torrevieja;48;Bizkaia
2023-06-01;Zaragoza;Torrevieja;127;Zaragoza
2023-07-01;Erriberagoitia/Ribera Alta;Torrevieja;34;Araba/Álava
2023-07-01;Vitoria-Gasteiz;Torrevieja;792;Araba/Álava
2023-07-01;Lantarón;Torrevieja;38;Araba/Álava
2023-07-01;Albacete;Torrevieja;3411;Albacete
2023-07-01;Almansa;Torrevieja;140;Albacete
2023-07-01;Barrax;Torrevieja;42;Albacete
2023-07-01;Caudete;Torrevieja;81;Albacete
2023-07-01;Chinchilla de Monte-Aragón;Torrevieja;68;Albacete
2023-07-01;Elche de la Sierra;Torrevieja;35;Albacete
2023-07-01;Fuentealbilla;Torrevieja;33;Albacete
2023-07-01;Hellín;Torrevieja;273;Albacete
2023-07-01;Madrigueras;Torrevieja;36;Albacete
2023-07-01;Munera;Torrevieja;36;Albacete
2023-07-01;Roda, La;Torrevieja;89;Albacete
2023-07-01;Tobarra;Torrevieja;35;Albacete
2023-07-01;Villarrobledo;Torrevieja;223;Albacete
2023-07-01;Pozo Cañada;Torrevieja;87;Albacete
2023-07-01;Almería;Torrevieja;142;Almería
2023-07-01;Carboneras;Torrevieja;35;Almería
2023-07-01;Cuevas del Almanzora;Torrevieja;33;Almería
2023-07-01;Huércal-Overa;Torrevieja;31;Almería
2023-07-01;Níjar;Torrevieja;31;Almería
2023-07-01;Roquetas de Mar;Torrevieja;89;Almería
2023-07-01;Arévalo;Torrevieja;43;Ávila
2023-07-01;Ávila;Torrevieja;231;Ávila
2023-07-01;Hoyo de Pinares, El;Torrevieja;40;Ávila
2023-07-01;Badajoz;Torrevieja;86;Badajoz
2023-07-01;Mérida;Torrevieja;50;Badajoz
2023-07-01;Calvià;Torrevieja;40;Balears, Illes
2023-07-01;Palma;Torrevieja;92;Balears, Illes
2023-07-01;Sant Josep de sa Talaia;Torrevieja;34;Balears, Illes
2023-07-01;Badalona;Torrevieja;67;Barcelona
2023-07-01;Barcelona;Torrevieja;444;Barcelona
2023-07-01;Granollers;Torrevieja;44;Barcelona
