fecha;mun_orig;dest;turistas;prov_orig
2019-07-01;Laudio/Llodio;Torrevieja;38;Araba/Álava
2019-07-01;Vitoria-Gasteiz;Torrevieja;730;Araba/Álava
2019-07-01;Albacete;Torrevieja;3222;Albacete
2019-07-01;Almansa;Torrevieja;170;Albacete
2019-07-01;Caudete;Torrevieja;86;Albacete
2019-07-01;Chinchilla de Monte-Aragón;Torrevieja;59;Albacete
2019-07-01;Elche de la Sierra;Torrevieja;38;Albacete
2019-07-01;Fuente-Álamo;Torrevieja;36;Albacete
2019-07-01;Gineta, La;Torrevieja;33;Albacete
2019-07-01;Hellín;Torrevieja;328;Albacete
2019-07-01;Madrigueras;Torrevieja;50;Albacete
2019-07-01;Munera;Torrevieja;32;Albacete
2019-07-01;Pozohondo;Torrevieja;31;Albacete
2019-07-01;Roda, La;Torrevieja;119;Albacete
2019-07-01;Tarazona de la Mancha;Torrevieja;57;Albacete
2019-07-01;Tobarra;Torrevieja;60;Albacete
2019-07-01;Villarrobledo;Torrevieja;239;Albacete
2019-07-01;Pozo Cañada;Torrevieja;39;Albacete
2019-07-01;Almería;Torrevieja;119;Almería
2019-07-01;Pulpí;Torrevieja;30;Almería
2019-07-01;Roquetas de Mar;Torrevieja;66;Almería
2019-07-01;Ávila;Torrevieja;269;Ávila
2019-07-01;Gotarrendura;Torrevieja;213;Ávila
2019-07-01;Badajoz;Torrevieja;35;Badajoz
2019-07-01;Palma;Torrevieja;69;Balears, Illes
2019-07-01;Badalona;Torrevieja;38;Barcelona
2019-07-01;Barcelona;Torrevieja;318;Barcelona
2019-07-01;Hospitalet de Llobregat, L';Torrevieja;56;Barcelona
2019-07-01;Sabadell;Torrevieja;32;Barcelona
2019-07-01;Sant Cugat del Vallès;Torrevieja;32;Barcelona
2019-07-01;Santa Coloma de Gramenet;Torrevieja;70;Barcelona
2019-07-01;Terrassa;Torrevieja;41;Barcelona
2019-07-01;Aranda de Duero;Torrevieja;99;Burgos
2019-07-01;Burgos;Torrevieja;692;Burgos
2019-07-01;Miranda de Ebro;Torrevieja;111;Burgos
2019-07-01;Cáceres;Torrevieja;75;Cáceres
2019-07-01;Plasencia;Torrevieja;32;Cáceres
2019-07-01;Castelló de la Plana;Torrevieja;60;Castellón/Castelló
2019-07-01;Onda;Torrevieja;31;Castellón/Castelló
2019-07-01;Alcázar de San Juan;Torrevieja;219;Ciudad Real
2019-07-01;Almodóvar del Campo;Torrevieja;31;Ciudad Real
2019-07-01;Argamasilla de Alba;Torrevieja;46;Ciudad Real
2019-07-01;Argamasilla de Calatrava;Torrevieja;55;Ciudad Real
2019-07-01;Bolaños de Calatrava;Torrevieja;51;Ciudad Real
2019-07-01;Campo de Criptana;Torrevieja;48;Ciudad Real
2019-07-01;Ciudad Real;Torrevieja;499;Ciudad Real
2019-07-01;Daimiel;Torrevieja;108;Ciudad Real
2019-07-01;Herencia;Torrevieja;71;Ciudad Real
2019-07-01;Malagón;Torrevieja;55;Ciudad Real
2019-07-01;Manzanares;Torrevieja;92;Ciudad Real
2019-07-01;Miguelturra;Torrevieja;100;Ciudad Real
2019-07-01;Pedro Muñoz;Torrevieja;77;Ciudad Real
2019-07-01;Puertollano;Torrevieja;375;Ciudad Real
2019-07-01;Socuéllamos;Torrevieja;86;Ciudad Real
2019-07-01;Solana, La;Torrevieja;66;Ciudad Real
2019-07-01;Tomelloso;Torrevieja;221;Ciudad Real
2019-07-01;Valdepeñas;Torrevieja;130;Ciudad Real
2019-07-01;Villanueva de los Infantes;Torrevieja;31;Ciudad Real
2019-07-01;Córdoba;Torrevieja;107;Córdoba
2019-07-01;Lucena;Torrevieja;33;Córdoba
2019-07-01;Montilla;Torrevieja;31;Córdoba
2019-07-01;Coruña, A;Torrevieja;54;Coruña, A
2019-07-01;Cuenca;Torrevieja;157;Cuenca
2019-07-01;Mesas, Las;Torrevieja;30;Cuenca
2019-07-01;Mota del Cuervo;Torrevieja;38;Cuenca
2019-07-01;San Clemente;Torrevieja;63;Cuenca
2019-07-01;Tarancón;Torrevieja;76;Cuenca
2019-07-01;Girona;Torrevieja;31;Girona
2019-07-01;Baza;Torrevieja;32;Granada
2019-07-01;Granada;Torrevieja;125;Granada
2019-07-01;Alovera;Torrevieja;116;Guadalajara
2019-07-01;Azuqueca de Henares;Torrevieja;274;Guadalajara
2019-07-01;Cabanillas del Campo;Torrevieja;62;Guadalajara
2019-07-01;Casar, El;Torrevieja;84;Guadalajara
2019-07-01;Chiloeches;Torrevieja;34;Guadalajara
2019-07-01;Guadalajara;Torrevieja;391;Guadalajara
2019-07-01;Torrejón del Rey;Torrevieja;30;Guadalajara
2019-07-01;Villanueva de la Torre;Torrevieja;57;Guadalajara
2019-07-01;Irun;Torrevieja;57;Gipuzkoa
2019-07-01;Arrasate/Mondragón;Torrevieja;32;Gipuzkoa
2019-07-01;Pasaia;Torrevieja;32;Gipuzkoa
2019-07-01;Errenteria;Torrevieja;56;Gipuzkoa
2019-07-01;Donostia/San Sebastián;Torrevieja;154;Gipuzkoa
2019-07-01;Lasarte-Oria;Torrevieja;31;Gipuzkoa
2019-07-01;Huelva;Torrevieja;32;Huelva
2019-07-01;Huesca;Torrevieja;46;Huesca
2019-07-01;Jaén;Torrevieja;49;Jaén
2019-07-01;Linares;Torrevieja;31;Jaén
2019-07-01;Úbeda;Torrevieja;33;Jaén
2019-07-01;Bañeza, La;Torrevieja;39;León
2019-07-01;León;Torrevieja;241;León
2019-07-01;Ponferrada;Torrevieja;50;León
2019-07-01;San Andrés del Rabanedo;Torrevieja;58;León
2019-07-01;Villaquilambre;Torrevieja;49;León
2019-07-01;Lleida;Torrevieja;71;Lleida
2019-07-01;Logroño;Torrevieja;233;Rioja, La
2019-07-01;Ajalvir;Torrevieja;40;Madrid
2019-07-01;Álamo, El;Torrevieja;107;Madrid
2019-07-01;Alcalá de Henares;Torrevieja;1815;Madrid
2019-07-01;Alcobendas;Torrevieja;747;Madrid
2019-07-01;Alcorcón;Torrevieja;1757;Madrid
2019-07-01;Algete;Torrevieja;162;Madrid
2019-07-01;Alpedrete;Torrevieja;65;Madrid
2019-07-01;Aranjuez;Torrevieja;463;Madrid
2019-07-01;Arganda del Rey;Torrevieja;662;Madrid
2019-07-01;Arroyomolinos;Torrevieja;268;Madrid
2019-07-01;Becerril de la Sierra;Torrevieja;34;Madrid
2019-07-01;Boadilla del Monte;Torrevieja;192;Madrid
2019-07-01;Brunete;Torrevieja;79;Madrid
2019-07-01;Camarma de Esteruelas;Torrevieja;86;Madrid
2019-07-01;Campo Real;Torrevieja;43;Madrid
2019-07-01;Ciempozuelos;Torrevieja;275;Madrid
2019-07-01;Cobeña;Torrevieja;52;Madrid
2019-07-01;Colmenar de Oreja;Torrevieja;39;Madrid
2019-07-01;Colmenar Viejo;Torrevieja;394;Madrid
2019-07-01;Collado Mediano;Torrevieja;31;Madrid
2019-07-01;Collado Villalba;Torrevieja;361;Madrid
2019-07-01;Coslada;Torrevieja;771;Madrid
2019-07-01;Cubas de la Sagra;Torrevieja;82;Madrid
2019-07-01;Daganzo de Arriba;Torrevieja;73;Madrid
2019-07-01;Escorial, El;Torrevieja;71;Madrid
2019-07-01;Fresno de Torote;Torrevieja;51;Madrid
2019-07-01;Fuenlabrada;Torrevieja;2392;Madrid
2019-07-01;Fuente el Saz de Jarama;Torrevieja;50;Madrid
2019-07-01;Galapagar;Torrevieja;189;Madrid
2019-07-01;Getafe;Torrevieja;1987;Madrid
2019-07-01;Griñón;Torrevieja;100;Madrid
2019-07-01;Guadalix de la Sierra;Torrevieja;45;Madrid
2019-07-01;Guadarrama;Torrevieja;93;Madrid
2019-07-01;Hoyo de Manzanares;Torrevieja;39;Madrid
2019-07-01;Humanes de Madrid;Torrevieja;226;Madrid
2019-07-01;Leganés;Torrevieja;1988;Madrid
2019-07-01;Loeches;Torrevieja;104;Madrid
2019-07-01;Madrid;Torrevieja;17960;Madrid
2019-07-01;Majadahonda;Torrevieja;182;Madrid
2019-07-01;Manzanares el Real;Torrevieja;32;Madrid
2019-07-01;Meco;Torrevieja;118;Madrid
2019-07-01;Mejorada del Campo;Torrevieja;264;Madrid
2019-07-01;Miraflores de la Sierra;Torrevieja;39;Madrid
2019-07-01;Molar, El;Torrevieja;46;Madrid
2019-07-01;Moraleja de Enmedio;Torrevieja;66;Madrid
2019-07-01;Moralzarzal;Torrevieja;80;Madrid
2019-07-01;Morata de Tajuña;Torrevieja;46;Madrid
2019-07-01;Móstoles;Torrevieja;2125;Madrid
2019-07-01;Navalcarnero;Torrevieja;259;Madrid
2019-07-01;Nuevo Baztán;Torrevieja;57;Madrid
2019-07-01;Paracuellos de Jarama;Torrevieja;98;Madrid
2019-07-01;Parla;Torrevieja;1440;Madrid
2019-07-01;Perales de Tajuña;Torrevieja;33;Madrid
2019-07-01;Pinto;Torrevieja;438;Madrid
2019-07-01;Pozuelo de Alarcón;Torrevieja;190;Madrid
2019-07-01;Quijorna;Torrevieja;31;Madrid
2019-07-01;Rivas-Vaciamadrid;Torrevieja;681;Madrid
2019-07-01;Rozas de Madrid, Las;Torrevieja;296;Madrid
2019-07-01;San Agustín del Guadalix;Torrevieja;60;Madrid
2019-07-01;San Fernando de Henares;Torrevieja;506;Madrid
2019-07-01;San Lorenzo de El Escorial;Torrevieja;68;Madrid
2019-07-01;San Martín de la Vega;Torrevieja;151;Madrid
2019-07-01;San Martín de Valdeiglesias;Torrevieja;46;Madrid
2019-07-01;San Sebastián de los Reyes;Torrevieja;709;Madrid
2019-07-01;Serranillos del Valle;Torrevieja;38;Madrid
2019-07-01;Sevilla la Nueva;Torrevieja;59;Madrid
2019-07-01;Talamanca de Jarama;Torrevieja;34;Madrid
2019-07-01;Torrejón de Ardoz;Torrevieja;1281;Madrid
2019-07-01;Torrejón de la Calzada;Torrevieja;87;Madrid
2019-07-01;Torrejón de Velasco;Torrevieja;34;Madrid
2019-07-01;Torrelodones;Torrevieja;74;Madrid
2019-07-01;Torres de la Alameda;Torrevieja;83;Madrid
2019-07-01;Valdemorillo;Torrevieja;60;Madrid
2019-07-01;Valdemoro;Torrevieja;833;Madrid
2019-07-01;Valdetorres de Jarama;Torrevieja;46;Madrid
2019-07-01;Velilla de San Antonio;Torrevieja;127;Madrid
2019-07-01;Villa del Prado;Torrevieja;31;Madrid
2019-07-01;Villalbilla;Torrevieja;86;Madrid
2019-07-01;Villanueva de la Cañada;Torrevieja;75;Madrid
2019-07-01;Villanueva del Pardillo;Torrevieja;70;Madrid
2019-07-01;Villarejo de Salvanés;Torrevieja;71;Madrid
2019-07-01;Villaviciosa de Odón;Torrevieja;121;Madrid
2019-07-01;Tres Cantos;Torrevieja;197;Madrid
2019-07-01;Benalmádena;Torrevieja;45;Málaga
2019-07-01;Málaga;Torrevieja;112;Málaga
2019-07-01;Marbella;Torrevieja;48;Málaga
2019-07-01;Mijas;Torrevieja;39;Málaga
2019-07-01;Torremolinos;Torrevieja;34;Málaga
2019-07-01;Abanilla;Torrevieja;97;Murcia
2019-07-01;Abarán;Torrevieja;134;Murcia
2019-07-01;Águilas;Torrevieja;56;Murcia
2019-07-01;Alcantarilla;Torrevieja;594;Murcia
2019-07-01;Alguazas;Torrevieja;139;Murcia
2019-07-01;Alhama de Murcia;Torrevieja;66;Murcia
2019-07-01;Archena;Torrevieja;266;Murcia
2019-07-01;Beniel;Torrevieja;494;Murcia
2019-07-01;Blanca;Torrevieja;121;Murcia
2019-07-01;Bullas;Torrevieja;44;Murcia
2019-07-01;Calasparra;Torrevieja;67;Murcia
2019-07-01;Campos del Río;Torrevieja;38;Murcia
2019-07-01;Caravaca de la Cruz;Torrevieja;148;Murcia
2019-07-01;Cartagena;Torrevieja;1287;Murcia
2019-07-01;Cehegín;Torrevieja;48;Murcia
2019-07-01;Ceutí;Torrevieja;127;Murcia
2019-07-01;Cieza;Torrevieja;442;Murcia
2019-07-01;Fortuna;Torrevieja;212;Murcia
2019-07-01;Fuente Álamo de Murcia;Torrevieja;69;Murcia
2019-07-01;Jumilla;Torrevieja;239;Murcia
2019-07-01;Librilla;Torrevieja;43;Murcia
2019-07-01;Lorca;Torrevieja;100;Murcia
2019-07-01;Lorquí;Torrevieja;106;Murcia
2019-07-01;Mazarrón;Torrevieja;47;Murcia
2019-07-01;Molina de Segura;Torrevieja;1476;Murcia
2019-07-01;Mula;Torrevieja;124;Murcia
2019-07-01;Murcia;Torrevieja;11333;Murcia
2019-07-01;Ricote;Torrevieja;41;Murcia
2019-07-01;San Javier;Torrevieja;414;Murcia
2019-07-01;San Pedro del Pinatar;Torrevieja;457;Murcia
2019-07-01;Torre-Pacheco;Torrevieja;233;Murcia
2019-07-01;Torres de Cotillas, Las;Torrevieja;363;Murcia
2019-07-01;Totana;Torrevieja;43;Murcia
2019-07-01;Unión, La;Torrevieja;63;Murcia
2019-07-01;Villanueva del Río Segura;Torrevieja;55;Murcia
2019-07-01;Yecla;Torrevieja;259;Murcia
2019-07-01;Santomera;Torrevieja;491;Murcia
2019-07-01;Alcázares, Los;Torrevieja;157;Murcia
2019-07-01;Burlada/Burlata;Torrevieja;40;Navarra
2019-07-01;Valle de Egüés/Eguesibar;Torrevieja;45;Navarra
2019-07-01;Noáin (Valle de Elorz)/Noain (Elortzibar);Torrevieja;33;Navarra
2019-07-01;Pamplona/Iruña;Torrevieja;392;Navarra
2019-07-01;Tudela;Torrevieja;71;Navarra
2019-07-01;Barañáin/Barañain;Torrevieja;45;Navarra
2019-07-01;Zizur Mayor/Zizur Nagusia;Torrevieja;43;Navarra
2019-07-01;Ourense;Torrevieja;44;Ourense
2019-07-01;Avilés;Torrevieja;73;Asturias
2019-07-01;Corvera de Asturias;Torrevieja;40;Asturias
2019-07-01;Gijón;Torrevieja;362;Asturias
2019-07-01;Langreo;Torrevieja;58;Asturias
2019-07-01;Mieres;Torrevieja;43;Asturias
2019-07-01;Oviedo;Torrevieja;219;Asturias
2019-07-01;Siero;Torrevieja;65;Asturias
2019-07-01;Palencia;Torrevieja;99;Palencia
2019-07-01;Mogán;Torrevieja;66;Palmas, Las
2019-07-01;Palmas de Gran Canaria, Las;Torrevieja;43;Palmas, Las
2019-07-01;San Bartolomé de Tirajana;Torrevieja;30;Palmas, Las
2019-07-01;Vigo;Torrevieja;54;Pontevedra
2019-07-01;Alba de Tormes;Torrevieja;39;Salamanca
2019-07-01;Salamanca;Torrevieja;291;Salamanca
2019-07-01;Santa Marta de Tormes;Torrevieja;50;Salamanca
2019-07-01;Santa Cruz de Tenerife;Torrevieja;44;Santa Cruz de Tenerife
2019-07-01;Castro-Urdiales;Torrevieja;59;Cantabria
2019-07-01;Santander;Torrevieja;65;Cantabria
2019-07-01;Torrelavega;Torrevieja;42;Cantabria
2019-07-01;Cuéllar;Torrevieja;33;Segovia
2019-07-01;Segovia;Torrevieja;268;Segovia
2019-07-01;Sevilla;Torrevieja;93;Sevilla
2019-07-01;Soria;Torrevieja;51;Soria
2019-07-01;Teruel;Torrevieja;30;Teruel
2019-07-01;Bargas;Torrevieja;56;Toledo
2019-07-01;Camarena;Torrevieja;36;Toledo
2019-07-01;Carranque;Torrevieja;34;Toledo
2019-07-01;Casar de Escalona, El;Torrevieja;31;Toledo
2019-07-01;Casarrubios del Monte;Torrevieja;64;Toledo
2019-07-01;Cedillo del Condado;Torrevieja;34;Toledo
2019-07-01;Chozas de Canales;Torrevieja;37;Toledo
2019-07-01;Esquivias;Torrevieja;46;Toledo
2019-07-01;Fuensalida;Torrevieja;61;Toledo
2019-07-01;Illescas;Torrevieja;210;Toledo
2019-07-01;Madridejos;Torrevieja;58;Toledo
2019-07-01;Méntrida;Torrevieja;36;Toledo
2019-07-01;Miguel Esteban;Torrevieja;38;Toledo
2019-07-01;Mocejón;Torrevieja;75;Toledo
2019-07-01;Mora;Torrevieja;47;Toledo
2019-07-01;Nambroca;Torrevieja;40;Toledo
2019-07-01;Novés;Torrevieja;31;Toledo
2019-07-01;Numancia de la Sagra;Torrevieja;35;Toledo
2019-07-01;Ocaña;Torrevieja;109;Toledo
2019-07-01;Olías del Rey;Torrevieja;44;Toledo
2019-07-01;Ontígola;Torrevieja;65;Toledo
2019-07-01;Puebla de Almoradiel, La;Torrevieja;31;Toledo
2019-07-01;Puebla de Montalbán, La;Torrevieja;45;Toledo
2019-07-01;Quintanar de la Orden;Torrevieja;100;Toledo
2019-07-01;Santa Cruz de la Zarza;Torrevieja;34;Toledo
2019-07-01;Seseña;Torrevieja;230;Toledo
2019-07-01;Sonseca;Torrevieja;63;Toledo
2019-07-01;Talavera de la Reina;Torrevieja;337;Toledo
2019-07-01;Toledo;Torrevieja;518;Toledo
2019-07-01;Torrijos;Torrevieja;81;Toledo
2019-07-01;Ugena;Torrevieja;53;Toledo
2019-07-01;Villacañas;Torrevieja;59;Toledo
2019-07-01;Villafranca de los Caballeros;Torrevieja;68;Toledo
2019-07-01;Villaluenga de la Sagra;Torrevieja;37;Toledo
2019-07-01;Villanueva de Alcardete;Torrevieja;34;Toledo
2019-07-01;Villasequilla;Torrevieja;34;Toledo
2019-07-01;Villatobas;Torrevieja;30;Toledo
2019-07-01;Yeles;Torrevieja;49;Toledo
2019-07-01;Yepes;Torrevieja;66;Toledo
2019-07-01;Yuncos;Torrevieja;85;Toledo
2019-07-01;Alzira;Torrevieja;35;Valencia/València
2019-07-01;Burjassot;Torrevieja;40;Valencia/València
2019-07-01;Catarroja;Torrevieja;32;Valencia/València
2019-07-01;Gandia;Torrevieja;57;Valencia/València
2019-07-01;Xàtiva;Torrevieja;44;Valencia/València
2019-07-01;Manises;Torrevieja;34;Valencia/València
2019-07-01;Mislata;Torrevieja;34;Valencia/València
2019-07-01;Ontinyent;Torrevieja;64;Valencia/València
2019-07-01;Paiporta;Torrevieja;30;Valencia/València
2019-07-01;Paterna;Torrevieja;80;Valencia/València
2019-07-01;Requena;Torrevieja;42;Valencia/València
2019-07-01;Riba-roja de Túria;Torrevieja;31;Valencia/València
2019-07-01;Sagunto/Sagunt;Torrevieja;34;Valencia/València
2019-07-01;Silla;Torrevieja;32;Valencia/València
2019-07-01;Torrent;Torrevieja;69;Valencia/València
2019-07-01;València;Torrevieja;925;Valencia/València
2019-07-01;Arroyo de la Encomienda;Torrevieja;92;Valladolid
2019-07-01;Laguna de Duero;Torrevieja;88;Valladolid
2019-07-01;Medina del Campo;Torrevieja;66;Valladolid
2019-07-01;Valladolid;Torrevieja;911;Valladolid
2019-07-01;Barakaldo;Torrevieja;127;Bizkaia
2019-07-01;Basauri;Torrevieja;75;Bizkaia
2019-07-01;Bermeo;Torrevieja;44;Bizkaia
2019-07-01;Bilbao;Torrevieja;479;Bizkaia
2019-07-01;Durango;Torrevieja;50;Bizkaia
2019-07-01;Galdakao;Torrevieja;47;Bizkaia
2019-07-01;Getxo;Torrevieja;108;Bizkaia
2019-07-01;Leioa;Torrevieja;63;Bizkaia
2019-07-01;Portugalete;Torrevieja;62;Bizkaia
2019-07-01;Valle de Trápaga-Trapagaran;Torrevieja;32;Bizkaia
2019-07-01;Santurtzi;Torrevieja;65;Bizkaia
2019-07-01;Erandio;Torrevieja;45;Bizkaia
2019-07-01;Zamora;Torrevieja;95;Zamora
2019-07-01;Zaragoza;Torrevieja;337;Zaragoza
2019-08-01;Amurrio;Torrevieja;36;Araba/Álava
2019-08-01;Laudio/Llodio;Torrevieja;74;Araba/Álava
2019-08-01;Vitoria-Gasteiz;Torrevieja;1233;Araba/Álava
2019-08-01;Albacete;Torrevieja;3462;Albacete
2019-08-01;Almansa;Torrevieja;213;Albacete
2019-08-01;Barrax;Torrevieja;33;Albacete
2019-08-01;Caudete;Torrevieja;65;Albacete
2019-08-01;Chinchilla de Monte-Aragón;Torrevieja;90;Albacete
2019-08-01;Fuente-Álamo;Torrevieja;46;Albacete
2019-08-01;Gineta, La;Torrevieja;40;Albacete
2019-08-01;Hellín;Torrevieja;447;Albacete
2019-08-01;Madrigueras;Torrevieja;52;Albacete
2019-08-01;Montealegre del Castillo;Torrevieja;38;Albacete
2019-08-01;Roda, La;Torrevieja;165;Albacete
2019-08-01;Tobarra;Torrevieja;58;Albacete
2019-08-01;Villarrobledo;Torrevieja;257;Albacete
2019-08-01;Almería;Torrevieja;95;Almería
2019-08-01;Roquetas de Mar;Torrevieja;68;Almería
2019-08-01;Ávila;Torrevieja;231;Ávila
2019-08-01;Badajoz;Torrevieja;62;Badajoz
2019-08-01;Llucmajor;Torrevieja;30;Balears, Illes
2019-08-01;Palma;Torrevieja;88;Balears, Illes
2019-08-01;Badalona;Torrevieja;77;Barcelona
2019-08-01;Barcelona;Torrevieja;520;Barcelona
2019-08-01;Cornellà de Llobregat;Torrevieja;33;Barcelona
2019-08-01;Hospitalet de Llobregat, L';Torrevieja;70;Barcelona
2019-08-01;Manresa;Torrevieja;30;Barcelona
2019-08-01;Mataró;Torrevieja;50;Barcelona
2019-08-01;Ripollet;Torrevieja;34;Barcelona
2019-08-01;Rubí;Torrevieja;49;Barcelona
2019-08-01;Sabadell;Torrevieja;90;Barcelona
2019-08-01;Sant Boi de Llobregat;Torrevieja;49;Barcelona
2019-08-01;Terrassa;Torrevieja;91;Barcelona
2019-08-01;Viladecans;Torrevieja;65;Barcelona
2019-08-01;Aranda de Duero;Torrevieja;106;Burgos
2019-08-01;Burgos;Torrevieja;898;Burgos
2019-08-01;Miranda de Ebro;Torrevieja;179;Burgos
2019-08-01;Almaraz;Torrevieja;49;Cáceres
2019-08-01;Cáceres;Torrevieja;63;Cáceres
2019-08-01;Navalmoral de la Mata;Torrevieja;41;Cáceres
2019-08-01;Plasencia;Torrevieja;63;Cáceres
2019-08-01;Jerez de la Frontera;Torrevieja;41;Cádiz
2019-08-01;Castelló de la Plana;Torrevieja;64;Castellón/Castelló
2019-08-01;Alcázar de San Juan;Torrevieja;233;Ciudad Real
2019-08-01;Almagro;Torrevieja;66;Ciudad Real
2019-08-01;Almodóvar del Campo;Torrevieja;31;Ciudad Real
2019-08-01;Argamasilla de Alba;Torrevieja;49;Ciudad Real
2019-08-01;Argamasilla de Calatrava;Torrevieja;60;Ciudad Real
2019-08-01;Bolaños de Calatrava;Torrevieja;76;Ciudad Real
2019-08-01;Campo de Criptana;Torrevieja;83;Ciudad Real
2019-08-01;Castellar de Santiago;Torrevieja;41;Ciudad Real
2019-08-01;Ciudad Real;Torrevieja;675;Ciudad Real
2019-08-01;Daimiel;Torrevieja;132;Ciudad Real
2019-08-01;Fuente el Fresno;Torrevieja;31;Ciudad Real
2019-08-01;Herencia;Torrevieja;93;Ciudad Real
2019-08-01;Malagón;Torrevieja;79;Ciudad Real
2019-08-01;Manzanares;Torrevieja;155;Ciudad Real
2019-08-01;Miguelturra;Torrevieja;130;Ciudad Real
2019-08-01;Pedro Muñoz;Torrevieja;115;Ciudad Real
2019-08-01;Piedrabuena;Torrevieja;36;Ciudad Real
2019-08-01;Pozuelo de Calatrava;Torrevieja;37;Ciudad Real
2019-08-01;Puertollano;Torrevieja;476;Ciudad Real
2019-08-01;Socuéllamos;Torrevieja;116;Ciudad Real
2019-08-01;Solana, La;Torrevieja;89;Ciudad Real
2019-08-01;Tomelloso;Torrevieja;341;Ciudad Real
2019-08-01;Valdepeñas;Torrevieja;186;Ciudad Real
2019-08-01;Villanueva de la Fuente;Torrevieja;39;Ciudad Real
2019-08-01;Villarrubia de los Ojos;Torrevieja;33;Ciudad Real
2019-08-01;Córdoba;Torrevieja;171;Córdoba
2019-08-01;Coruña, A;Torrevieja;55;Coruña, A
2019-08-01;Casasimarro;Torrevieja;32;Cuenca
2019-08-01;Cuenca;Torrevieja;158;Cuenca
2019-08-01;Horcajo de Santiago;Torrevieja;35;Cuenca
2019-08-01;Mota del Cuervo;Torrevieja;45;Cuenca
2019-08-01;Pedroñeras, Las;Torrevieja;41;Cuenca
2019-08-01;San Clemente;Torrevieja;57;Cuenca
2019-08-01;Tarancón;Torrevieja;72;Cuenca
2019-08-01;Girona;Torrevieja;44;Girona
2019-08-01;Baza;Torrevieja;70;Granada
2019-08-01;Granada;Torrevieja;180;Granada
2019-08-01;Alovera;Torrevieja;201;Guadalajara
2019-08-01;Azuqueca de Henares;Torrevieja;403;Guadalajara
2019-08-01;Cabanillas del Campo;Torrevieja;85;Guadalajara
2019-08-01;Casar, El;Torrevieja;88;Guadalajara
2019-08-01;Chiloeches;Torrevieja;63;Guadalajara
2019-08-01;Galápagos;Torrevieja;64;Guadalajara
2019-08-01;Guadalajara;Torrevieja;508;Guadalajara
2019-08-01;Marchamalo;Torrevieja;57;Guadalajara
2019-08-01;Mondéjar;Torrevieja;39;Guadalajara
2019-08-01;Pioz;Torrevieja;44;Guadalajara
2019-08-01;Torrejón del Rey;Torrevieja;40;Guadalajara
2019-08-01;Trillo;Torrevieja;30;Guadalajara
2019-08-01;Villanueva de la Torre;Torrevieja;91;Guadalajara
2019-08-01;Yebes;Torrevieja;37;Guadalajara
2019-08-01;Yunquera de Henares;Torrevieja;35;Guadalajara
2019-08-01;Andoain;Torrevieja;36;Gipuzkoa
2019-08-01;Beasain;Torrevieja;41;Gipuzkoa
2019-08-01;Eibar;Torrevieja;127;Gipuzkoa
2019-08-01;Elgoibar;Torrevieja;37;Gipuzkoa
2019-08-01;Hondarribia;Torrevieja;35;Gipuzkoa
2019-08-01;Hernani;Torrevieja;36;Gipuzkoa
2019-08-01;Irun;Torrevieja;171;Gipuzkoa
2019-08-01;Legazpi;Torrevieja;31;Gipuzkoa
2019-08-01;Lezo;Torrevieja;38;Gipuzkoa
2019-08-01;Arrasate/Mondragón;Torrevieja;62;Gipuzkoa
2019-08-01;Pasaia;Torrevieja;36;Gipuzkoa
2019-08-01;Errenteria;Torrevieja;108;Gipuzkoa
2019-08-01;Donostia/San Sebastián;Torrevieja;248;Gipuzkoa
2019-08-01;Bergara;Torrevieja;54;Gipuzkoa
2019-08-01;Zumarraga;Torrevieja;52;Gipuzkoa
2019-08-01;Lasarte-Oria;Torrevieja;41;Gipuzkoa
2019-08-01;Alosno;Torrevieja;31;Huelva
2019-08-01;Huesca;Torrevieja;30;Huesca
2019-08-01;Baeza;Torrevieja;34;Jaén
2019-08-01;Jaén;Torrevieja;68;Jaén
2019-08-01;Linares;Torrevieja;46;Jaén
2019-08-01;Martos;Torrevieja;32;Jaén
2019-08-01;Torredelcampo;Torrevieja;37;Jaén
2019-08-01;Úbeda;Torrevieja;34;Jaén
2019-08-01;León;Torrevieja;238;León
2019-08-01;Ponferrada;Torrevieja;70;León
2019-08-01;San Andrés del Rabanedo;Torrevieja;131;León
2019-08-01;Villablino;Torrevieja;32;León
2019-08-01;Villaquilambre;Torrevieja;54;León
2019-08-01;Lleida;Torrevieja;71;Lleida
2019-08-01;Calahorra;Torrevieja;43;Rioja, La
2019-08-01;Lardero;Torrevieja;40;Rioja, La
2019-08-01;Logroño;Torrevieja;432;Rioja, La
2019-08-01;Nájera;Torrevieja;41;Rioja, La
2019-08-01;Lugo;Torrevieja;49;Lugo
2019-08-01;Ajalvir;Torrevieja;64;Madrid
2019-08-01;Álamo, El;Torrevieja;120;Madrid
2019-08-01;Alcalá de Henares;Torrevieja;2809;Madrid
2019-08-01;Alcobendas;Torrevieja;1090;Madrid
2019-08-01;Alcorcón;Torrevieja;2551;Madrid
2019-08-01;Algete;Torrevieja;211;Madrid
2019-08-01;Alpedrete;Torrevieja;120;Madrid
2019-08-01;Aranjuez;Torrevieja;610;Madrid
2019-08-01;Arganda del Rey;Torrevieja;872;Madrid
2019-08-01;Arroyomolinos;Torrevieja;465;Madrid
2019-08-01;Becerril de la Sierra;Torrevieja;42;Madrid
2019-08-01;Belmonte de Tajo;Torrevieja;32;Madrid
2019-08-01;Boadilla del Monte;Torrevieja;302;Madrid
