"Periodo";"Municipios";"Sexo";"Edad";"Valor"
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";7409
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6994
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6337
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";4112
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";5526
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5032
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";5821
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";6521
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";6074
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";4574
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2485
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1106
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";428
"1 de enero de 2012";"03133 - Torrevieja";"Ambos sexos";"Total";90353
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";2021
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1880
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";2003
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";2187
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2604
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";3624
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";3960
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3721
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3231
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";2160
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";2824
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2384
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2694
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";3170
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2983
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";2375
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1188
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";458
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"De 90 y más años";154
"1 de enero de 2012";"03133 - Torrevieja";"Hombres";"Total";45618
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1838
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1788
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1853
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";2098
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2675
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";3366
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";3449
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3273
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3106
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1952
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";2702
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2648
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";3127
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";3351
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";3091
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";2199
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1297
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";648
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"De 90 y más años";274
"1 de enero de 2012";"03133 - Torrevieja";"Mujeres";"Total";44735
